person,site,n_pc,pre_crastinate,prop_hard,targ_side_rel,median_rt,accuracy
111,Aberdeen,1,no,0.4176721224528076,easy,2.5875,0.9583333333333334
111,Aberdeen,1,no,0.4176721224528076,hard,31.1545,0.25
112,Aberdeen,0,no,0.2840479781656252,absent,31.147,1
112,Aberdeen,0,no,0.2840479781656252,easy,0.954,1
112,Aberdeen,0,no,0.2840479781656252,hard,25.302,0.6666666666666666
113,Aberdeen,5,yes,0.3890385510456289,absent,29.5915,0.9791666666666666
113,Aberdeen,5,yes,0.3890385510456289,easy,1.0365,1
113,Aberdeen,5,yes,0.3890385510456289,hard,24.4145,0.625
116,Aberdeen,0,no,0.5312123544823488,absent,2.9625,0.9166666666666666
116,Aberdeen,0,no,0.5312123544823488,easy,0.889,1
116,Aberdeen,0,no,0.5312123544823488,hard,2.8369999999999997,0.041666666666666664
118,Aberdeen,6,yes,0.7826235326235327,absent,13.8225,0.7916666666666666
118,Aberdeen,6,yes,0.7826235326235327,easy,1.3225,0.8333333333333334
118,Aberdeen,6,yes,0.7826235326235327,hard,11.507,0.625
120,Aberdeen,1,no,0.6330346130126426,absent,6.4045000000000005,1
120,Aberdeen,1,no,0.6330346130126426,easy,0.801,1
120,Aberdeen,1,no,0.6330346130126426,hard,5.6884999999999994,0.16666666666666666
123,Aberdeen,0,no,0.6039193022424729,absent,9.316,0.8723404255319149
123,Aberdeen,0,no,0.6039193022424729,easy,1.1880000000000002,0.9166666666666666
123,Aberdeen,0,no,0.6039193022424729,hard,6.1434999999999995,0.4583333333333333
125,Aberdeen,0,no,0.6758838383838384,absent,10.861,1
125,Aberdeen,0,no,0.6758838383838384,easy,1.616,0.9583333333333334
125,Aberdeen,0,no,0.6758838383838384,hard,8.9835,0.4583333333333333
126,Aberdeen,0,no,0.6796717171717171,absent,30.059,0.9787234042553191
126,Aberdeen,0,no,0.6796717171717171,easy,0.909,1
126,Aberdeen,0,no,0.6796717171717171,hard,20.0475,0.7083333333333334
300,Aberdeen,0,no,0.5457902604641736,absent,3.872,1
300,Aberdeen,0,no,0.5457902604641736,easy,1.134,0.9583333333333334
300,Aberdeen,0,no,0.5457902604641736,hard,3.8355,0.20833333333333334
302,Aberdeen,6,yes,0.7818722943722944,absent,7.755,0.8125
302,Aberdeen,6,yes,0.7818722943722944,easy,1.4625,0.9583333333333334
302,Aberdeen,6,yes,0.7818722943722944,hard,7.3345,0.4166666666666667
303,Aberdeen,6,yes,0.5791640740452672,absent,7.333,1
303,Aberdeen,6,yes,0.5791640740452672,easy,1.252,1
303,Aberdeen,6,yes,0.5791640740452672,hard,7.4825,0.3333333333333333
305,Aberdeen,6,yes,0.7901331311088642,absent,6.9025,1
305,Aberdeen,6,yes,0.7901331311088642,easy,1.807,0.9583333333333334
305,Aberdeen,6,yes,0.7901331311088642,hard,6.667,0.16666666666666666
306,Aberdeen,6,yes,0.44954434293097084,absent,27.0195,1
306,Aberdeen,6,yes,0.44954434293097084,easy,1.231,0.9583333333333334
306,Aberdeen,6,yes,0.44954434293097084,hard,13.761,0.782608695652174
308,Aberdeen,6,yes,0.7026553696072659,absent,2.443,1
308,Aberdeen,6,yes,0.7026553696072659,easy,1.03,0.875
308,Aberdeen,6,yes,0.7026553696072659,hard,2.133,0
310,Aberdeen,6,yes,0.46350247009574075,absent,33.2735,1
310,Aberdeen,6,yes,0.46350247009574075,easy,0.977,1
310,Aberdeen,6,yes,0.46350247009574075,hard,27.279,0.375
311,Aberdeen,0,no,0.6013710981221241,absent,14.571,0.9166666666666666
311,Aberdeen,0,no,0.6013710981221241,easy,0.961,1
311,Aberdeen,0,no,0.6013710981221241,hard,9.652,0.4782608695652174
313,Aberdeen,1,no,0.8916071243657451,absent,5.729,0.8723404255319149
313,Aberdeen,1,no,0.8916071243657451,easy,1.052,1
313,Aberdeen,1,no,0.8916071243657451,hard,5.742,0.375
314,Aberdeen,0,no,0.6406355645706558,absent,32.8755,0.9347826086956522
314,Aberdeen,0,no,0.6406355645706558,easy,2.064,1
314,Aberdeen,0,no,0.6406355645706558,hard,28.462000000000003,0.5
315,Aberdeen,6,yes,0.37559903864251687,absent,37.616,0.9583333333333334
315,Aberdeen,6,yes,0.37559903864251687,easy,1.4245,1
315,Aberdeen,6,yes,0.37559903864251687,hard,23.0135,0.5833333333333334
316,Aberdeen,0,no,0.5795193687230991,absent,24.997500000000002,1
316,Aberdeen,0,no,0.5795193687230991,easy,1.1945000000000001,1
316,Aberdeen,0,no,0.5795193687230991,hard,17.136,0.75
318,Aberdeen,6,yes,0.5114788437369082,absent,22.138,0.7872340425531915
318,Aberdeen,6,yes,0.5114788437369082,easy,1.275,1
318,Aberdeen,6,yes,0.5114788437369082,hard,18.417,0.4583333333333333
319,Aberdeen,6,yes,0.3867085489036709,absent,6.4835,0.9375
319,Aberdeen,6,yes,0.3867085489036709,easy,0.905,1
319,Aberdeen,6,yes,0.3867085489036709,hard,6.021,0.125
320,Aberdeen,0,no,0.5730118786987308,absent,20.613,1
320,Aberdeen,0,no,0.5730118786987308,easy,1.3725,0.9583333333333334
320,Aberdeen,0,no,0.5730118786987308,hard,13.7665,0.5416666666666666
321,Aberdeen,5,yes,0.5144927536231884,absent,4.8149999999999995,1
321,Aberdeen,5,yes,0.5144927536231884,easy,1.857,0.8695652173913043
321,Aberdeen,5,yes,0.5144927536231884,hard,4.281499999999999,0.041666666666666664
322,Aberdeen,6,yes,0.241535949498538,absent,29.868,1
322,Aberdeen,6,yes,0.241535949498538,easy,1.551,1
322,Aberdeen,6,yes,0.241535949498538,hard,25.4665,0.5
404,Aberdeen,6,yes,0.3521088725536358,absent,13.2545,0.9166666666666666
404,Aberdeen,6,yes,0.3521088725536358,easy,1.0219999999999998,0.9583333333333334
404,Aberdeen,6,yes,0.3521088725536358,hard,11.725999999999999,0.5416666666666666
405,Aberdeen,6,yes,0.7077260215247851,absent,7.954,1
405,Aberdeen,6,yes,0.7077260215247851,easy,1.03,0.9565217391304348
405,Aberdeen,6,yes,0.7077260215247851,hard,4.2095,0.625
406,Aberdeen,6,yes,0.4484610917537747,absent,7.126,0.9361702127659575
406,Aberdeen,6,yes,0.4484610917537747,easy,0.945,0.9565217391304348
406,Aberdeen,6,yes,0.4484610917537747,hard,8.232500000000002,0.125
407,Aberdeen,5,yes,0.40905572755417957,absent,38.581500000000005,0.8541666666666666
407,Aberdeen,5,yes,0.40905572755417957,easy,0.8465,1
407,Aberdeen,5,yes,0.40905572755417957,hard,24.965,0.5
408,Aberdeen,6,yes,0.5799046697982868,absent,7.146,1
408,Aberdeen,6,yes,0.5799046697982868,easy,0.7155,1
408,Aberdeen,6,yes,0.5799046697982868,hard,5.5265,0.5833333333333334
409,Aberdeen,6,yes,0.6037912912912913,absent,6.333500000000001,0.9166666666666666
409,Aberdeen,6,yes,0.6037912912912913,easy,1.34,1
409,Aberdeen,6,yes,0.6037912912912913,hard,5.996,0.16666666666666666
410,Aberdeen,6,yes,0.8612423633078468,absent,2.8834999999999997,0.9375
410,Aberdeen,6,yes,0.8612423633078468,easy,0.697,1
410,Aberdeen,6,yes,0.8612423633078468,hard,2.6895,0.20833333333333334
411,Aberdeen,1,no,0.5900001568479829,absent,10.157,0.9583333333333334
411,Aberdeen,1,no,0.5900001568479829,easy,1.2690000000000001,1
411,Aberdeen,1,no,0.5900001568479829,hard,10.4285,0.2916666666666667
412,Aberdeen,0,no,0.5132575757575757,absent,8.23,1
412,Aberdeen,0,no,0.5132575757575757,easy,1.0535,1
412,Aberdeen,0,no,0.5132575757575757,hard,7.3465,0.125
413,Aberdeen,6,yes,0.41321924603174603,absent,8.761,0.7659574468085106
413,Aberdeen,6,yes,0.41321924603174603,easy,1.245,0.875
413,Aberdeen,6,yes,0.41321924603174603,hard,6.779,0.30434782608695654
414,Aberdeen,2,intermediate,0.3953379953379953,absent,28.304,1
414,Aberdeen,2,intermediate,0.3953379953379953,easy,1.2455,1
414,Aberdeen,2,intermediate,0.3953379953379953,hard,17.999000000000002,0.5
416,Aberdeen,6,yes,0.4950611325611326,absent,3.9595000000000002,0.8958333333333334
416,Aberdeen,6,yes,0.4950611325611326,easy,0.928,0.9565217391304348
416,Aberdeen,6,yes,0.4950611325611326,hard,4.864,0.08695652173913043
417,Aberdeen,6,yes,0.18142730496453902,absent,10.1095,1
417,Aberdeen,6,yes,0.18142730496453902,easy,0.873,1
417,Aberdeen,6,yes,0.18142730496453902,hard,11.388000000000002,0.08333333333333333
418,Aberdeen,6,yes,0.8113953336276385,absent,12.2985,0.8333333333333334
418,Aberdeen,6,yes,0.8113953336276385,easy,1.087,1
418,Aberdeen,6,yes,0.8113953336276385,hard,7.4985,0.5416666666666666
419,Aberdeen,6,yes,0.3332124309059622,absent,13.8305,0.9583333333333334
419,Aberdeen,6,yes,0.3332124309059622,easy,1.0455,1
419,Aberdeen,6,yes,0.3332124309059622,hard,8.964500000000001,0.4583333333333333
422,Aberdeen,0,no,0.8408841158841159,absent,6.229,0.7659574468085106
422,Aberdeen,0,no,0.8408841158841159,easy,1.435,1
422,Aberdeen,0,no,0.8408841158841159,hard,5.817500000000001,0.375
423,Aberdeen,6,yes,0.6418008636588548,absent,3.6085000000000003,0.9791666666666666
423,Aberdeen,6,yes,0.6418008636588548,easy,0.715,1
423,Aberdeen,6,yes,0.6418008636588548,hard,2.732,0.20833333333333334
425,Aberdeen,0,no,0.5888183453972928,absent,8.645,0.8541666666666666
425,Aberdeen,0,no,0.5888183453972928,easy,1.2839999999999998,0.9583333333333334
425,Aberdeen,0,no,0.5888183453972928,hard,7.119,0.391304347826087
426,Aberdeen,0,no,0.43577235772357725,absent,6.18,0.875
426,Aberdeen,0,no,0.43577235772357725,easy,0.831,0.9583333333333334
426,Aberdeen,0,no,0.43577235772357725,hard,6.0235,0.3333333333333333
427,Aberdeen,6,yes,0.8326532390673426,absent,12.34,1
427,Aberdeen,6,yes,0.8326532390673426,easy,1.7035,1
427,Aberdeen,6,yes,0.8326532390673426,hard,3.965,0.875
428,Aberdeen,6,yes,0.21759945932551916,absent,17.7335,1
428,Aberdeen,6,yes,0.21759945932551916,easy,1.346,1
428,Aberdeen,6,yes,0.21759945932551916,hard,12.636,0.6956521739130435
429,Aberdeen,0,no,0.33188380688380686,absent,18.9255,0.9583333333333334
429,Aberdeen,0,no,0.33188380688380686,easy,0.778,1
429,Aberdeen,0,no,0.33188380688380686,hard,16.257,0.20833333333333334
430,Aberdeen,6,yes,0.631547619047619,absent,11.4265,0.8541666666666666
430,Aberdeen,6,yes,0.631547619047619,easy,1.63,0.9130434782608695
430,Aberdeen,6,yes,0.631547619047619,hard,10.3225,0.4166666666666667
432,Aberdeen,0,no,0.41415356151711374,absent,26.5885,1
432,Aberdeen,0,no,0.41415356151711374,easy,0.9105000000000001,1
432,Aberdeen,0,no,0.41415356151711374,hard,18.0855,0.5
433,Aberdeen,6,yes,0.3854225751559841,absent,19.56,0.8958333333333334
433,Aberdeen,6,yes,0.3854225751559841,easy,1.309,1
433,Aberdeen,6,yes,0.3854225751559841,hard,13.4585,0.4166666666666667
501,Aberdeen,6,yes,0.6103971609785563,absent,7.257999999999999,0.9791666666666666
501,Aberdeen,6,yes,0.6103971609785563,easy,0.921,1
501,Aberdeen,6,yes,0.6103971609785563,hard,6.046,0.125
502,Aberdeen,1,no,0.31825858250276856,absent,19.0325,0.9791666666666666
502,Aberdeen,1,no,0.31825858250276856,easy,1.738,1
502,Aberdeen,1,no,0.31825858250276856,hard,14.222,0.041666666666666664
503,Aberdeen,3,intermediate,0.23750274483970135,absent,27.709,1
503,Aberdeen,3,intermediate,0.23750274483970135,easy,1.3424999999999998,1
503,Aberdeen,3,intermediate,0.23750274483970135,hard,19.999000000000002,0.25
505,Aberdeen,1,no,0.5742011278195489,absent,4.8395,0.8541666666666666
505,Aberdeen,1,no,0.5742011278195489,easy,1.183,1
505,Aberdeen,1,no,0.5742011278195489,hard,4.2235,0.3333333333333333
507,Aberdeen,4,yes,0.5575396825396826,absent,11.6555,0.9791666666666666
507,Aberdeen,4,yes,0.5575396825396826,easy,1.041,1
507,Aberdeen,4,yes,0.5575396825396826,hard,9.113,0.25
508,Aberdeen,6,yes,0.5364921026222784,absent,4.206,0.9574468085106383
508,Aberdeen,6,yes,0.5364921026222784,easy,0.775,1
508,Aberdeen,6,yes,0.5364921026222784,hard,4.282500000000001,0.041666666666666664
509,Aberdeen,0,no,0.25006435006435007,absent,13.845,0.7872340425531915
509,Aberdeen,0,no,0.25006435006435007,easy,1.256,0.9583333333333334
509,Aberdeen,0,no,0.25006435006435007,hard,12.742,0.4782608695652174
510,Aberdeen,2,intermediate,0.4433565506603683,absent,3.711,1
510,Aberdeen,2,intermediate,0.4433565506603683,easy,0.997,0.9565217391304348
510,Aberdeen,2,intermediate,0.4433565506603683,hard,4.597,0.17391304347826086
512,Aberdeen,6,yes,0.8005201958384333,absent,17.522,0.9791666666666666
512,Aberdeen,6,yes,0.8005201958384333,easy,0.923,1
512,Aberdeen,6,yes,0.8005201958384333,hard,8.565999999999999,0.75
514,Aberdeen,1,no,0.3704352699673176,absent,8.527000000000001,0.8958333333333334
514,Aberdeen,1,no,0.3704352699673176,easy,1.1495,1
514,Aberdeen,1,no,0.3704352699673176,hard,6.8725000000000005,0.4166666666666667
515,Aberdeen,1,no,0.856547619047619,absent,9.231,0.8333333333333334
515,Aberdeen,1,no,0.856547619047619,easy,1.2565,0.9583333333333334
515,Aberdeen,1,no,0.856547619047619,hard,7.255,0.4583333333333333
601,Aberdeen,0,no,0.3501623376623377,absent,9.504000000000001,0.8958333333333334
601,Aberdeen,0,no,0.3501623376623377,easy,1.2475,0.9166666666666666
601,Aberdeen,0,no,0.3501623376623377,hard,8.925,0.25
603,Aberdeen,0,no,0.5855090736669684,absent,10.284500000000001,0.8333333333333334
603,Aberdeen,0,no,0.5855090736669684,easy,1.419,1
603,Aberdeen,0,no,0.5855090736669684,hard,4.9785,0.75
606,Aberdeen,6,yes,0.4758433245275351,absent,9.7475,0.8333333333333334
606,Aberdeen,6,yes,0.4758433245275351,easy,1.49,1
606,Aberdeen,6,yes,0.4758433245275351,hard,6.3965,0.5833333333333334
607,Aberdeen,6,yes,0.6050369769119769,absent,10.5725,1
607,Aberdeen,6,yes,0.6050369769119769,easy,1.0034999999999998,1
607,Aberdeen,6,yes,0.6050369769119769,hard,9.316,0.30434782608695654
608,Aberdeen,1,no,0.9683441558441559,absent,4.2330000000000005,0.7916666666666666
608,Aberdeen,1,no,0.9683441558441559,easy,0.9255,1
608,Aberdeen,1,no,0.9683441558441559,hard,2.624,0.75
609,Aberdeen,6,yes,0.17792370231394622,absent,5.103,0.8936170212765957
609,Aberdeen,6,yes,0.17792370231394622,easy,1.205,0.9583333333333334
609,Aberdeen,6,yes,0.17792370231394622,hard,4.68,0.125
610,Aberdeen,6,yes,0.6250716625716626,absent,6.423,0.8723404255319149
610,Aberdeen,6,yes,0.6250716625716626,easy,0.7025,1
610,Aberdeen,6,yes,0.6250716625716626,hard,5.236000000000001,0.4166666666666667
613,Aberdeen,6,yes,0.3574043673129039,absent,7.9695,0.8958333333333334
613,Aberdeen,6,yes,0.3574043673129039,easy,1.212,0.9545454545454546
613,Aberdeen,6,yes,0.3574043673129039,hard,8.263,0.4166666666666667
614,Aberdeen,6,yes,0.35767118863049097,absent,10.370000000000001,0.9791666666666666
614,Aberdeen,6,yes,0.35767118863049097,easy,1.1515,1
614,Aberdeen,6,yes,0.35767118863049097,hard,7.286,0.5833333333333334
615,Aberdeen,6,yes,0.37534515034515037,absent,4.618,0.7916666666666666
615,Aberdeen,6,yes,0.37534515034515037,easy,1.082,1
615,Aberdeen,6,yes,0.37534515034515037,hard,3.9574999999999996,0.3333333333333333
617,Aberdeen,6,yes,0.825272869022869,absent,31.195,0.9787234042553191
617,Aberdeen,6,yes,0.825272869022869,easy,1.169,1
617,Aberdeen,6,yes,0.825272869022869,hard,11.215499999999999,0.7916666666666666
619,Aberdeen,0,no,0.8296791984291985,absent,4.871,0.9166666666666666
619,Aberdeen,0,no,0.8296791984291985,easy,1.1320000000000001,1
619,Aberdeen,0,no,0.8296791984291985,hard,4.4254999999999995,0.375
622,Aberdeen,0,no,0.6736054382074921,absent,3.7800000000000002,0.9375
622,Aberdeen,0,no,0.6736054382074921,easy,0.9684999999999999,1
622,Aberdeen,0,no,0.6736054382074921,hard,4.016,0.20833333333333334
623,Aberdeen,3,intermediate,0.5433629007158419,absent,6.089,0.7708333333333334
623,Aberdeen,3,intermediate,0.5433629007158419,easy,0.835,0.9583333333333334
623,Aberdeen,3,intermediate,0.5433629007158419,hard,6.318,0.21739130434782608
625,Aberdeen,6,yes,0.839627659574468,absent,0.8214999999999999,0.9791666666666666
625,Aberdeen,6,yes,0.839627659574468,easy,0.6935,0.9166666666666666
625,Aberdeen,6,yes,0.839627659574468,hard,0.96,0.21739130434782608
626,Aberdeen,0,no,0.6589424141749723,absent,13.006499999999999,0.9791666666666666
626,Aberdeen,0,no,0.6589424141749723,easy,1.345,1
626,Aberdeen,0,no,0.6589424141749723,hard,10.757,0.6086956521739131
628,Aberdeen,6,yes,0.27653663693085134,absent,14.876999999999999,0.9782608695652174
628,Aberdeen,6,yes,0.27653663693085134,easy,0.9795,1
628,Aberdeen,6,yes,0.27653663693085134,hard,13.0265,0.25
629,Aberdeen,6,yes,0.8323366555924695,absent,14.964500000000001,1
629,Aberdeen,6,yes,0.8323366555924695,easy,1.546,0.9166666666666666
629,Aberdeen,6,yes,0.8323366555924695,hard,11.138000000000002,0.25
630,Aberdeen,1,no,0.3444200726809422,absent,6.0785,0.9791666666666666
630,Aberdeen,1,no,0.3444200726809422,easy,1.038,0.9565217391304348
630,Aberdeen,1,no,0.3444200726809422,hard,5.3855,0.08333333333333333
631,Aberdeen,0,no,0.7887401430405281,absent,4.0365,0.9166666666666666
631,Aberdeen,0,no,0.7887401430405281,easy,1.352,0.875
631,Aberdeen,0,no,0.7887401430405281,hard,3.644,0.08333333333333333
632,Aberdeen,0,no,0.25603167261354126,absent,12.502,1
632,Aberdeen,0,no,0.25603167261354126,easy,0.951,1
632,Aberdeen,0,no,0.25603167261354126,hard,10.858,0.5
633,Aberdeen,6,yes,0.4732368191621163,absent,12.0325,0.8333333333333334
633,Aberdeen,6,yes,0.4732368191621163,easy,1.88,1
633,Aberdeen,6,yes,0.4732368191621163,hard,10.983,0.3333333333333333
634,Aberdeen,5,yes,0.46042776778070893,absent,6.093,0.7916666666666666
634,Aberdeen,5,yes,0.46042776778070893,easy,0.9415,0.9583333333333334
634,Aberdeen,5,yes,0.46042776778070893,hard,7.598,0.20833333333333334
635,Aberdeen,3,intermediate,0.3114612511671335,absent,36.6385,0.75
635,Aberdeen,3,intermediate,0.3114612511671335,easy,1.6880000000000002,1
635,Aberdeen,3,intermediate,0.3114612511671335,hard,22.837,0.5
638,Aberdeen,6,yes,0.7118062811595068,absent,7.948,0.9166666666666666
638,Aberdeen,6,yes,0.7118062811595068,easy,1.2515,1
638,Aberdeen,6,yes,0.7118062811595068,hard,7.014,0.25
640,Aberdeen,4,yes,0.4746135977843295,absent,7.127,0.8723404255319149
640,Aberdeen,4,yes,0.4746135977843295,easy,0.8685,1
640,Aberdeen,4,yes,0.4746135977843295,hard,6.4945,0.20833333333333334
641,Aberdeen,0,no,0.7424308415162074,absent,5.332,0.9787234042553191
641,Aberdeen,0,no,0.7424308415162074,easy,1.0295,0.9545454545454546
641,Aberdeen,0,no,0.7424308415162074,hard,4.603,0.43478260869565216
643,Aberdeen,6,yes,0.8327598722415795,absent,2.2575000000000003,0.9375
643,Aberdeen,6,yes,0.8327598722415795,easy,0.771,1
643,Aberdeen,6,yes,0.8327598722415795,hard,2.6775,0.041666666666666664
645,Aberdeen,6,yes,0.3567145080302975,absent,6.643,0.8297872340425532
