site,person,trial,targ_side_rel,accuracy,rt
Aberdeen,506,58,absent,1,6.481
Aberdeen,506,59,absent,0,1.318
Aberdeen,506,60,easy,1,4.973
Aberdeen,506,61,absent,0,1.266
Aberdeen,506,62,hard,1,1.047
Aberdeen,506,63,absent,1,3.012
Aberdeen,506,64,absent,0,1.633
Aberdeen,506,65,easy,1,2.721
Aberdeen,506,66,easy,1,1.207
Aberdeen,506,67,hard,1,3.741
Aberdeen,506,68,hard,0,2.548
Aberdeen,506,69,absent,0,1.841
Aberdeen,506,70,hard,0,12.369
Aberdeen,506,71,hard,1,2.059
Aberdeen,506,72,hard,0,1.262
Aberdeen,506,73,absent,1,3.615
Aberdeen,506,74,easy,1,1.048
Aberdeen,506,75,easy,1,1.052
Aberdeen,506,76,absent,1,4.017
Aberdeen,506,77,absent,1,13.748
Aberdeen,506,78,absent,1,3.422
Aberdeen,506,79,absent,1,8.76
Aberdeen,506,80,hard,0,4.286
Aberdeen,506,81,easy,1,5.959
Aberdeen,506,82,easy,1,0.886
Aberdeen,506,83,hard,0,2.978
Aberdeen,506,84,absent,0,3.659
Aberdeen,506,85,absent,0,20.926
Aberdeen,506,86,absent,1,6.129
Aberdeen,506,87,absent,0,1.296
Aberdeen,506,88,easy,1,1.676
Aberdeen,506,89,hard,0,6.938
Aberdeen,506,90,easy,1,1.076
Aberdeen,506,91,hard,1,1.304
Aberdeen,506,92,hard,1,2.643
Aberdeen,506,93,absent,0,2.374
Aberdeen,506,94,hard,1,3.798
Aberdeen,506,95,absent,0,3.083
Aberdeen,506,96,easy,1,0.786
Aberdeen,506,97,absent,1,3.787
Aberdeen,506,98,absent,0,1.857
Aberdeen,506,99,easy,1,0.795
Aberdeen,506,100,absent,0,0.784
Aberdeen,506,101,absent,1,1.343
Aberdeen,507,7,easy,1,2.248
Aberdeen,507,8,easy,1,1.681
Aberdeen,507,9,easy,1,1.992
Aberdeen,507,10,hard,0,5.676
Aberdeen,507,11,hard,0,8.617
Aberdeen,507,12,absent,1,8.396
Aberdeen,507,13,hard,1,5.298
Aberdeen,507,14,absent,1,11.313
Aberdeen,507,15,absent,1,7.451
Aberdeen,507,16,absent,1,11.614
Aberdeen,507,17,absent,1,9.484
Aberdeen,507,18,hard,0,7.981
Aberdeen,507,19,hard,1,9.609
Aberdeen,507,20,absent,1,16.655
Aberdeen,507,21,absent,1,12.27
Aberdeen,507,22,absent,1,14.076
Aberdeen,507,23,easy,1,2.231
Aberdeen,507,24,absent,0,13.218
Aberdeen,507,25,hard,1,3.599
Aberdeen,507,26,absent,1,10.157
Aberdeen,507,27,absent,1,14.925
Aberdeen,507,28,easy,1,1.567
Aberdeen,507,29,absent,1,14.471
Aberdeen,507,30,easy,1,1.395
Aberdeen,507,31,hard,1,3.946
Aberdeen,507,32,hard,0,7.788
Aberdeen,507,33,hard,1,2.725
Aberdeen,507,34,absent,1,9.511
Aberdeen,507,35,absent,1,7.412
Aberdeen,507,36,easy,1,0.993
Aberdeen,507,37,absent,1,9.017
Aberdeen,507,38,absent,1,6.478
Aberdeen,507,39,absent,1,6.117
Aberdeen,507,40,absent,1,9.605
Aberdeen,507,41,hard,0,10.567
Aberdeen,507,42,hard,0,8.611
Aberdeen,507,43,easy,1,1.446
Aberdeen,507,44,absent,1,7.611
Aberdeen,507,45,absent,1,14.577
Aberdeen,507,46,absent,1,12.773
Aberdeen,507,47,hard,0,7.833
Aberdeen,507,48,easy,1,1.043
Aberdeen,507,49,absent,1,13.118
Aberdeen,507,50,absent,1,10.448
Aberdeen,507,51,easy,1,1.901
Aberdeen,507,52,absent,1,10.364
Aberdeen,507,53,easy,1,0.988
Aberdeen,507,54,easy,1,0.939
Aberdeen,507,55,absent,1,13.627
Aberdeen,507,56,easy,1,1.566
Aberdeen,507,57,hard,0,6.779
Aberdeen,507,58,absent,1,9.94
Aberdeen,507,59,absent,1,10.238
Aberdeen,507,60,hard,0,7.789
Aberdeen,507,61,absent,1,13.414
Aberdeen,507,62,hard,0,16.403
Aberdeen,507,63,absent,1,12.101
Aberdeen,507,64,absent,1,6.866
Aberdeen,507,65,hard,0,11.75
Aberdeen,507,66,absent,1,10.382
Aberdeen,507,67,absent,1,8.523
Aberdeen,507,68,hard,0,12.592
Aberdeen,507,69,easy,1,1.037
Aberdeen,507,70,absent,1,11.697
Aberdeen,507,71,absent,1,9.724
Aberdeen,507,72,easy,1,0.878
Aberdeen,507,73,easy,1,0.843
Aberdeen,507,74,hard,0,17.537
Aberdeen,507,75,easy,1,0.89
Aberdeen,507,76,absent,1,18.294
Aberdeen,507,77,easy,1,1.039
Aberdeen,507,78,absent,1,8.271
Aberdeen,507,79,absent,1,15.319
Aberdeen,507,80,easy,1,0.939
Aberdeen,507,81,absent,1,14.887
Aberdeen,507,82,hard,0,11.566
Aberdeen,507,83,easy,1,0.871
Aberdeen,507,84,hard,0,17.136
Aberdeen,507,85,absent,1,20.186
Aberdeen,507,86,easy,1,0.813
Aberdeen,507,87,absent,1,15.442
Aberdeen,507,88,absent,1,15.209
Aberdeen,507,89,absent,1,17.545
Aberdeen,507,90,easy,1,1.628
Aberdeen,507,91,absent,1,21.596
Aberdeen,507,92,hard,1,11.689
Aberdeen,507,93,absent,1,13.064
Aberdeen,507,94,absent,1,7.395
Aberdeen,507,95,absent,1,7.739
Aberdeen,507,96,absent,1,16.281
Aberdeen,507,97,easy,1,1.097
Aberdeen,507,98,easy,1,0.919
Aberdeen,507,99,absent,1,25.612
Aberdeen,507,100,hard,0,12.646
Aberdeen,507,101,hard,0,25.138
Aberdeen,507,102,hard,0,19.673
Aberdeen,508,7,absent,1,2.58
Aberdeen,508,8,absent,1,2.278
Aberdeen,508,9,absent,1,2.845
Aberdeen,508,10,easy,1,0.806
Aberdeen,508,11,absent,1,2.951
Aberdeen,508,12,absent,1,2.458
Aberdeen,508,13,absent,1,2.308
Aberdeen,508,14,easy,1,0.81
Aberdeen,508,15,hard,0,1.608
Aberdeen,508,16,easy,1,1.625
Aberdeen,508,17,absent,1,3.039
Aberdeen,508,18,absent,1,3.182
Aberdeen,508,19,easy,1,2.981
Aberdeen,508,20,hard,0,3.317
Aberdeen,508,21,hard,0,3.265
Aberdeen,508,22,hard,0,4.818
Aberdeen,508,23,easy,1,0.894
Aberdeen,508,24,absent,1,4.086
Aberdeen,508,25,easy,1,0.758
Aberdeen,508,26,absent,1,3.925
Aberdeen,508,27,hard,0,3.573
Aberdeen,508,28,absent,1,3.781
Aberdeen,508,29,hard,0,3.704
Aberdeen,508,30,absent,1,3.753
Aberdeen,508,31,hard,0,1.655
Aberdeen,508,32,absent,1,3.235
Aberdeen,508,33,absent,1,3.379
Aberdeen,508,34,easy,1,0.931
Aberdeen,508,35,easy,1,0.808
Aberdeen,508,36,hard,0,2.847
Aberdeen,508,37,hard,0,3.264
Aberdeen,508,38,absent,1,3.846
Aberdeen,508,39,hard,0,3.828
Aberdeen,508,40,absent,1,4.949
Aberdeen,508,41,absent,1,3.883
Aberdeen,508,42,easy,1,0.775
Aberdeen,508,43,easy,1,0.786
Aberdeen,508,44,hard,0,5.066
Aberdeen,508,45,absent,1,4.147
Aberdeen,508,46,easy,1,0.626
Aberdeen,508,47,absent,1,5.375
Aberdeen,508,48,absent,1,5.201
Aberdeen,508,49,absent,1,4.702
Aberdeen,508,50,absent,1,5.003
Aberdeen,508,51,absent,1,4.747
Aberdeen,508,52,absent,1,4.141
Aberdeen,508,53,hard,0,4.666
Aberdeen,508,54,easy,1,0.736
Aberdeen,508,55,absent,1,3.458
Aberdeen,508,56,easy,1,0.664
Aberdeen,508,57,hard,1,3.694
Aberdeen,508,58,hard,0,3.617
Aberdeen,508,59,easy,1,0.65
Aberdeen,508,60,absent,1,4.45
Aberdeen,508,61,absent,1,5.06
Aberdeen,508,62,absent,1,5.465
Aberdeen,508,63,hard,0,5.317
Aberdeen,508,64,absent,1,5.181
Aberdeen,508,65,absent,1,4.341
Aberdeen,508,66,absent,0,3.233
Aberdeen,508,67,hard,0,5.058
Aberdeen,508,68,absent,1,5.089
Aberdeen,508,69,absent,0,7.384
Aberdeen,508,70,absent,1,4.495
Aberdeen,508,71,hard,0,6.119
Aberdeen,508,72,easy,1,0.775
Aberdeen,508,73,easy,1,0.991
Aberdeen,508,74,easy,1,0.762
Aberdeen,508,75,easy,1,0.626
Aberdeen,508,76,absent,1,5.741
Aberdeen,508,77,hard,0,5.707
Aberdeen,508,78,absent,1,4.858
Aberdeen,508,79,absent,1,3.298
Aberdeen,508,80,easy,1,0.57
Aberdeen,508,81,easy,1,0.623
Aberdeen,508,82,absent,1,4.726
Aberdeen,508,83,absent,1,4.189
Aberdeen,508,84,hard,0,3.899
Aberdeen,508,85,absent,1,5.564
Aberdeen,508,86,absent,1,5.239
Aberdeen,508,87,absent,1,4.206
Aberdeen,508,88,hard,0,5.273
Aberdeen,508,89,absent,1,5.752
Aberdeen,508,90,easy,1,0.868
Aberdeen,508,91,absent,1,5.647
Aberdeen,508,92,absent,1,3.934
Aberdeen,508,93,easy,1,0.637
Aberdeen,508,94,absent,1,4.672
Aberdeen,508,95,hard,0,4.946
Aberdeen,508,96,easy,1,0.634
Aberdeen,508,97,absent,1,4.822
Aberdeen,508,98,hard,0,6.682
Aberdeen,508,99,easy,1,0.968
Aberdeen,508,100,hard,0,5.536
Aberdeen,508,101,hard,0,4.788
Aberdeen,509,7,absent,1,10.007
Aberdeen,509,8,easy,1,1.482
Aberdeen,509,9,absent,1,12.21
Aberdeen,509,10,hard,0,12.742
Aberdeen,509,11,easy,1,7.564
Aberdeen,509,12,easy,1,1.802
Aberdeen,509,13,absent,1,13.926
Aberdeen,509,14,hard,0,11.842
Aberdeen,509,15,hard,0,13.18
Aberdeen,509,16,hard,1,1.949
Aberdeen,509,17,easy,1,1.49
Aberdeen,509,18,absent,1,18.437
Aberdeen,509,19,absent,1,16.689
Aberdeen,509,20,easy,0,18.382
Aberdeen,509,21,easy,1,1.015
Aberdeen,509,22,hard,1,17.684
Aberdeen,509,23,absent,1,16.588
Aberdeen,509,24,absent,1,17.947
Aberdeen,509,26,absent,0,10.3
Aberdeen,509,27,absent,1,19.363
Aberdeen,509,28,absent,1,19.61
Aberdeen,509,29,absent,1,12.736
Aberdeen,509,30,absent,1,19.704
Aberdeen,509,31,hard,1,9.391
Aberdeen,509,32,hard,0,12.166
Aberdeen,509,33,absent,1,18.613
Aberdeen,509,34,hard,0,14.645
Aberdeen,509,35,easy,1,1.203
Aberdeen,509,36,easy,1,1.661
Aberdeen,509,37,easy,1,1.085
Aberdeen,509,38,absent,1,17.805
Aberdeen,509,39,absent,1,12.412
Aberdeen,509,40,absent,0,12.161
Aberdeen,509,41,absent,1,14.403
Aberdeen,509,42,absent,0,4.209
Aberdeen,509,43,easy,1,3.818
Aberdeen,509,44,hard,1,23.375
Aberdeen,509,45,absent,1,13.845
Aberdeen,509,46,absent,1,18.848
Aberdeen,509,47,absent,0,19.078
Aberdeen,509,48,hard,0,15.699
Aberdeen,509,49,absent,0,19.209
Aberdeen,509,50,hard,0,27.118
Aberdeen,509,51,easy,1,1.508
Aberdeen,509,52,easy,1,1.596
Aberdeen,509,53,absent,0,9.324
Aberdeen,509,54,absent,1,11.721
Aberdeen,509,55,easy,1,1.013
Aberdeen,509,56,absent,1,16.223
Aberdeen,509,57,easy,1,0.813
Aberdeen,509,58,absent,1,10.86
Aberdeen,509,59,absent,1,23.713
Aberdeen,509,60,absent,1,9.793
Aberdeen,509,61,absent,1,11.698
Aberdeen,509,62,absent,1,8.647
Aberdeen,509,63,absent,1,11.175
Aberdeen,509,64,hard,0,9.395
Aberdeen,509,65,absent,0,11.722
Aberdeen,509,66,absent,1,23.259
Aberdeen,509,67,easy,1,1.309
Aberdeen,509,68,hard,1,3.106
Aberdeen,509,69,absent,0,11.27
Aberdeen,509,70,easy,1,1.122
Aberdeen,509,71,easy,1,2.565
Aberdeen,509,72,absent,1,12.67
Aberdeen,509,73,absent,1,11.95
Aberdeen,509,74,hard,0,17.242
Aberdeen,509,75,hard,1,12.772
Aberdeen,509,76,hard,1,11.055
Aberdeen,509,77,easy,1,1.534
Aberdeen,509,78,hard,0,14.513
Aberdeen,509,79,hard,1,11.499
Aberdeen,509,80,easy,1,1.003
Aberdeen,509,81,absent,1,16.371
Aberdeen,509,82,easy,1,0.931
Aberdeen,509,83,hard,0,37.915
Aberdeen,509,84,absent,1,19.762
Aberdeen,509,85,absent,1,16.141
Aberdeen,509,86,hard,0,14.091
Aberdeen,509,88,absent,0,20.875
Aberdeen,509,89,absent,1,11.35
Aberdeen,509,90,absent,1,10.774
Aberdeen,509,91,hard,1,8.934
Aberdeen,509,92,easy,1,0.81
Aberdeen,509,93,absent,1,13.306
Aberdeen,509,94,easy,1,1.028
Aberdeen,509,95,absent,1,12.731
Aberdeen,509,96,absent,1,17.606
Aberdeen,509,97,absent,1,18.883
Aberdeen,509,98,absent,0,6.216
Aberdeen,509,99,hard,1,5.864
Aberdeen,509,100,hard,1,5.233
Aberdeen,509,101,easy,1,0.951
Aberdeen,509,102,easy,1,1.188
Aberdeen,510,7,absent,1,2.54
Aberdeen,510,8,absent,1,1.843
Aberdeen,510,9,absent,1,1.686
Aberdeen,510,10,absent,1,1.176
Aberdeen,510,11,absent,1,2.06
Aberdeen,510,12,hard,0,1.807
Aberdeen,510,13,easy,1,1.007
Aberdeen,510,14,absent,1,2.112
Aberdeen,510,15,hard,1,2.331
Aberdeen,510,16,absent,1,1.943
Aberdeen,510,18,absent,1,3.236
Aberdeen,510,19,absent,1,3.345
Aberdeen,510,20,easy,1,1.104
Aberdeen,510,21,absent,1,3.469
Aberdeen,510,22,easy,0,1.625
Aberdeen,510,23,absent,1,2.517
Aberdeen,510,24,hard,0,3.618
Aberdeen,510,25,hard,0,2.219
Aberdeen,510,26,hard,1,3.778
Aberdeen,510,27,absent,1,3.55
Aberdeen,510,28,easy,1,0.946
Aberdeen,510,29,easy,1,0.906
Aberdeen,510,30,easy,1,0.854
Aberdeen,510,31,hard,0,2.724
Aberdeen,510,33,absent,1,3.352
Aberdeen,510,34,hard,0,5.095
Aberdeen,510,35,absent,1,4.738
Aberdeen,510,36,absent,1,3.711
Aberdeen,510,37,absent,1,3.581
Aberdeen,510,38,absent,1,2.304
Aberdeen,510,39,absent,1,3.711
Aberdeen,510,40,absent,1,1.68
Aberdeen,510,41,absent,1,3.406
Aberdeen,510,42,hard,0,3.804
Aberdeen,510,43,hard,1,1.641
Aberdeen,510,44,absent,1,4.055
Aberdeen,510,46,absent,1,4.159
Aberdeen,510,47,easy,1,1.064
Aberdeen,510,48,easy,1,1.096
Aberdeen,510,49,easy,1,1.15
Aberdeen,510,50,absent,1,5.999
Aberdeen,510,51,hard,0,3.341
Aberdeen,510,52,easy,1,0.919
Aberdeen,510,53,hard,0,4.899
Aberdeen,510,54,easy,1,0.997
Aberdeen,510,55,absent,1,5.616
Aberdeen,510,56,easy,1,1.209
Aberdeen,510,57,hard,0,5.893
Aberdeen,510,58,absent,1,3.224
Aberdeen,510,59,easy,1,0.873
Aberdeen,510,60,easy,1,0.828
Aberdeen,510,61,absent,1,3.726
Aberdeen,510,62,absent,1,4.303
Aberdeen,510,63,absent,1,4.843
Aberdeen,510,64,absent,1,4.538
Aberdeen,510,65,absent,1,2.615
Aberdeen,510,66,absent,1,3.65
Aberdeen,510,67,absent,1,2.975
Aberdeen,510,68,easy,1,1
Aberdeen,510,69,easy,1,0.839
Aberdeen,510,70,hard,0,4.597
Aberdeen,510,71,hard,0,7.233
Aberdeen,510,72,absent,1,3.096
Aberdeen,510,73,absent,1,5.106
Aberdeen,510,74,hard,0,4.22
Aberdeen,510,75,easy,1,0.916
Aberdeen,510,76,hard,0,4.729
Aberdeen,510,77,absent,1,3.76
Aberdeen,510,78,hard,1,3.556
Aberdeen,510,79,absent,1,5.44
Aberdeen,510,80,easy,1,0.747
Aberdeen,510,81,absent,1,8.233
Aberdeen,510,82,hard,0,5.682
Aberdeen,510,83,absent,1,9.328
Aberdeen,510,84,easy,1,0.972
Aberdeen,510,85,absent,1,4.374
Aberdeen,510,86,easy,1,1.027
Aberdeen,510,87,absent,1,7.082
Aberdeen,510,88,absent,1,6.817
Aberdeen,510,89,absent,1,6.077
Aberdeen,510,90,easy,1,1.039
Aberdeen,510,91,easy,1,1.029
Aberdeen,510,92,absent,1,6.273
Aberdeen,510,93,hard,0,5.976
Aberdeen,510,94,easy,1,0.896
Aberdeen,510,95,absent,1,9.65
Aberdeen,510,96,absent,1,8.478
Aberdeen,510,97,hard,0,8.278
Aberdeen,510,98,absent,1,8.36
Aberdeen,510,99,hard,0,7.357
Aberdeen,510,100,absent,1,6.758
Aberdeen,510,101,hard,0,6.97
Aberdeen,510,102,hard,0,7.111
Aberdeen,512,7,easy,1,10.713
Aberdeen,512,8,hard,0,13.857
Aberdeen,512,9,hard,1,9.833
Aberdeen,512,10,absent,1,32.784
Aberdeen,512,11,hard,1,1.83
Aberdeen,512,12,absent,1,17.83
Aberdeen,512,13,absent,1,19.965
Aberdeen,512,14,absent,1,25.831
Aberdeen,512,15,absent,1,22.987
Aberdeen,512,16,absent,1,26.271
Aberdeen,512,17,absent,1,29.796
Aberdeen,512,18,absent,1,26.166
Aberdeen,512,19,hard,1,2.114
Aberdeen,512,20,absent,1,21.637
Aberdeen,512,21,absent,0,22.977
Aberdeen,512,23,absent,1,14.071
Aberdeen,512,24,hard,0,21.173
Aberdeen,512,25,easy,1,1.143
Aberdeen,512,26,absent,1,16.704
Aberdeen,512,27,easy,1,1.079
Aberdeen,512,28,easy,1,2.493
Aberdeen,512,29,hard,0,16.498
Aberdeen,512,30,easy,1,0.888
Aberdeen,512,31,easy,1,1.244
Aberdeen,512,32,hard,0,13.544
Aberdeen,512,33,absent,1,20.926
Aberdeen,512,34,absent,1,26.206
Aberdeen,512,35,hard,1,17.622
Aberdeen,512,36,easy,1,1.188
Aberdeen,512,37,absent,1,29.633
Aberdeen,512,38,easy,1,0.872
Aberdeen,512,39,easy,1,0.864
Aberdeen,512,40,absent,1,15.675
Aberdeen,512,41,hard,1,5.999
Aberdeen,512,42,absent,1,20.433
Aberdeen,512,43,easy,1,1.169
Aberdeen,512,44,absent,1,20.478
Aberdeen,512,45,absent,1,16.018
Aberdeen,512,46,absent,1,12.618
Aberdeen,512,47,easy,1,0.825
Aberdeen,512,48,hard,1,16.522
Aberdeen,512,49,absent,1,24.786
Aberdeen,512,50,absent,1,19.746
Aberdeen,512,51,hard,1,3.973
Aberdeen,512,52,absent,1,21.702
Aberdeen,512,53,absent,1,22.642
Aberdeen,512,54,hard,1,2.959
Aberdeen,512,55,absent,1,10.392
Aberdeen,512,56,absent,1,11.886
Aberdeen,512,57,absent,1,15.63
Aberdeen,512,58,absent,1,18.334
Aberdeen,512,59,easy,1,0.764
Aberdeen,512,60,hard,1,7.397
Aberdeen,512,61,absent,1,19.744
Aberdeen,512,62,hard,1,9.735
Aberdeen,512,63,easy,1,0.856
Aberdeen,512,64,absent,1,15.763
Aberdeen,512,65,absent,1,19.919
Aberdeen,512,66,easy,1,1.002
Aberdeen,512,67,easy,1,0.709
Aberdeen,512,68,absent,1,14.568
Aberdeen,512,69,hard,1,6.578
Aberdeen,512,70,absent,1,20.117
Aberdeen,512,71,hard,1,5.286
Aberdeen,512,72,absent,1,9.86
Aberdeen,512,73,absent,1,14.454
Aberdeen,512,74,easy,1,0.875
Aberdeen,512,75,easy,1,0.771
Aberdeen,512,76,absent,1,18.072
Aberdeen,512,77,hard,1,7.323
Aberdeen,512,78,hard,0,18.267
Aberdeen,512,79,absent,1,8.443
Aberdeen,512,80,absent,1,13.419
Aberdeen,512,81,easy,1,0.884
Aberdeen,512,82,easy,1,0.962
Aberdeen,512,83,absent,1,14.232
Aberdeen,512,84,easy,1,0.945
Aberdeen,512,85,hard,1,15.16
Aberdeen,512,86,hard,1,3.381
Aberdeen,512,87,absent,1,16.785
Aberdeen,512,88,absent,1,17.214
Aberdeen,512,89,absent,1,13.782
Aberdeen,512,90,hard,0,18.092
Aberdeen,512,91,easy,1,0.923
Aberdeen,512,92,absent,1,11.663
Aberdeen,512,93,absent,1,13.03
Aberdeen,512,94,hard,1,14.981
Aberdeen,512,95,absent,1,13.218
Aberdeen,512,96,absent,1,11.429
Aberdeen,512,97,absent,1,15.803
Aberdeen,512,98,hard,1,1.291
Aberdeen,512,99,hard,1,3.115
Aberdeen,512,100,easy,1,1.288
Aberdeen,512,101,easy,1,0.736
Aberdeen,512,102,absent,1,5.444
Aberdeen,513,7,absent,1,2.109
Aberdeen,513,8,easy,1,1.142
Aberdeen,513,9,absent,1,2.452
Aberdeen,513,10,easy,1,1.323
Aberdeen,513,11,easy,1,1.511
Aberdeen,513,12,easy,1,0.974
Aberdeen,513,13,absent,1,1.951
Aberdeen,513,14,absent,1,2.423
Aberdeen,513,15,absent,1,3.252
Aberdeen,513,16,hard,0,3.321
Aberdeen,513,17,hard,0,1.782
Aberdeen,513,18,absent,1,4.065
Aberdeen,513,19,hard,1,2.577
Aberdeen,513,20,absent,0,2.819
Aberdeen,513,21,hard,1,2.718
Aberdeen,513,22,hard,1,2
Aberdeen,513,23,absent,1,2.546
Aberdeen,513,24,easy,1,0.752
Aberdeen,513,25,absent,1,3.747
Aberdeen,513,26,easy,1,0.843
Aberdeen,513,27,absent,1,2.718
Aberdeen,513,28,absent,1,2.495
Aberdeen,513,29,absent,0,2.583
Aberdeen,513,30,hard,0,3.82
Aberdeen,513,31,absent,1,1.537
Aberdeen,513,32,easy,1,1.136
Aberdeen,513,33,hard,0,3.455
Aberdeen,513,34,absent,1,4.232
Aberdeen,513,35,absent,1,3.698
Aberdeen,513,36,easy,1,1.35
Aberdeen,513,37,easy,1,1.226
Aberdeen,513,38,easy,1,1.027
Aberdeen,513,39,hard,0,3.415
Aberdeen,513,40,hard,0,4.193
Aberdeen,513,41,absent,1,4.548
Aberdeen,513,42,absent,0,2.411
Aberdeen,513,43,absent,1,3.824
Aberdeen,513,44,hard,1,5.367
Aberdeen,513,45,absent,1,3.101
Aberdeen,513,46,absent,1,4.301
Aberdeen,513,47,easy,1,0.98
Aberdeen,513,48,absent,1,3.669
Aberdeen,513,49,absent,1,2.802
Aberdeen,513,50,hard,0,4.351
Aberdeen,513,51,easy,1,1.72
Aberdeen,513,52,absent,1,5.121
Aberdeen,513,53,hard,1,3.065
Aberdeen,513,54,absent,0,4.63
Aberdeen,513,55,hard,1,1.063
Aberdeen,513,56,hard,0,3.088
Aberdeen,513,57,absent,0,1.14
Aberdeen,513,58,absent,0,5.194
Aberdeen,513,59,absent,1,4.819
Aberdeen,513,60,easy,1,1.569
Aberdeen,513,61,easy,1,1.3
Aberdeen,513,62,absent,1,4.542
Aberdeen,513,63,easy,1,0.824
Aberdeen,513,64,absent,1,4.889
Aberdeen,513,65,easy,1,0.731
Aberdeen,513,66,easy,1,0.569
Aberdeen,513,67,hard,0,5.139
Aberdeen,513,68,absent,1,4.154
Aberdeen,513,69,hard,0,5.926
Aberdeen,513,70,absent,1,6.189
Aberdeen,513,71,absent,0,4.919
Aberdeen,513,72,absent,1,7.39
Aberdeen,513,73,absent,1,3.924
Aberdeen,513,74,absent,0,7.014
Aberdeen,513,75,easy,1,1.188
Aberdeen,513,76,hard,0,5.898
Aberdeen,513,77,hard,1,7.144
Aberdeen,513,78,absent,1,4.606
Aberdeen,513,79,absent,1,3.724
Aberdeen,513,80,hard,1,5.358
Aberdeen,513,81,hard,1,2.77
Aberdeen,513,82,absent,0,3.845
Aberdeen,513,83,easy,1,1.026
Aberdeen,513,84,absent,1,4.189
Aberdeen,513,85,hard,1,3.933
Aberdeen,513,86,easy,1,0.986
Aberdeen,513,87,absent,1,5.77
Aberdeen,513,88,hard,1,1.411
Aberdeen,513,89,easy,1,0.986
Aberdeen,513,90,absent,0,5.921
Aberdeen,513,91,easy,1,0.775
Aberdeen,513,92,absent,0,2.627
Aberdeen,513,93,absent,1,4.219
Aberdeen,513,95,hard,0,3.247
Aberdeen,513,96,easy,1,1.261
Aberdeen,513,97,hard,0,5.403
Aberdeen,513,98,absent,0,2.254
Aberdeen,513,99,absent,1,5.085
Aberdeen,513,100,easy,1,0.724
Aberdeen,513,101,absent,1,3.876
Aberdeen,513,102,absent,0,1.494
Aberdeen,514,7,easy,1,2.998
Aberdeen,514,8,hard,1,10.946
Aberdeen,514,9,easy,1,2.406
Aberdeen,514,10,hard,0,10.892
Aberdeen,514,11,easy,1,0.976
Aberdeen,514,12,absent,1,8.327
Aberdeen,514,13,absent,0,12.72
Aberdeen,514,14,easy,1,1.009
Aberdeen,514,15,hard,1,5.411
Aberdeen,514,16,absent,0,15.592
Aberdeen,514,17,absent,0,4.674
Aberdeen,514,18,absent,0,14.632
Aberdeen,514,19,absent,1,12.568
Aberdeen,514,20,absent,1,12.491
Aberdeen,514,21,easy,1,2.438
Aberdeen,514,22,absent,1,7.976
Aberdeen,514,23,hard,0,8.842
Aberdeen,514,24,easy,1,1.674
Aberdeen,514,25,absent,1,13.575
Aberdeen,514,26,absent,1,10.004
Aberdeen,514,27,absent,1,12.146
Aberdeen,514,28,absent,1,11.033
Aberdeen,514,29,hard,0,10.313
Aberdeen,514,30,hard,1,3.785
Aberdeen,514,31,absent,0,6.797
Aberdeen,514,32,absent,1,8.215
Aberdeen,514,33,absent,1,8.272
Aberdeen,514,34,absent,1,8.404
Aberdeen,514,35,easy,1,1.472
Aberdeen,514,36,easy,1,1.146
Aberdeen,514,37,hard,0,7.059
Aberdeen,514,38,absent,1,9.895
Aberdeen,514,39,easy,1,2.533
Aberdeen,514,40,absent,1,8.65
Aberdeen,514,41,absent,1,11.605
Aberdeen,514,42,easy,1,1.588
Aberdeen,514,43,absent,1,8.797
Aberdeen,514,44,hard,1,4.184
Aberdeen,514,45,absent,1,7.945
Aberdeen,514,46,absent,1,6.174
Aberdeen,514,47,hard,1,6.686
Aberdeen,514,48,easy,1,1.01
Aberdeen,514,49,hard,1,4.465
Aberdeen,514,50,hard,1,1.299
Aberdeen,514,51,absent,1,11.05
Aberdeen,514,52,easy,1,0.911
Aberdeen,514,53,hard,0,8.868
Aberdeen,514,54,absent,1,7.398
Aberdeen,514,55,absent,1,6.747
Aberdeen,514,56,easy,1,1.568
Aberdeen,514,57,absent,1,10.338
Aberdeen,514,58,hard,0,6.321
Aberdeen,514,59,absent,1,11.42
Aberdeen,514,60,hard,1,9.816
Aberdeen,514,61,hard,1,5.794
Aberdeen,514,62,absent,1,12.073
Aberdeen,514,63,easy,1,1.153
Aberdeen,514,64,hard,1,6.634
Aberdeen,514,65,absent,1,10.364
Aberdeen,514,66,easy,1,1.025
Aberdeen,514,67,absent,1,10.767
Aberdeen,514,68,hard,0,9.011
Aberdeen,514,69,absent,1,12.039
Aberdeen,514,70,absent,1,11.737
Aberdeen,514,71,absent,1,9.71
Aberdeen,514,72,absent,1,8.146
Aberdeen,514,73,easy,1,1.16
Aberdeen,514,74,easy,1,0.849
Aberdeen,514,75,absent,1,7.955
Aberdeen,514,76,easy,1,0.803
Aberdeen,514,77,absent,1,7.659
Aberdeen,514,78,hard,0,9.566
Aberdeen,514,79,easy,1,1.018
Aberdeen,514,80,easy,1,0.819
Aberdeen,514,81,absent,1,4.841
Aberdeen,514,82,easy,1,0.695
Aberdeen,514,83,absent,1,7.001
Aberdeen,514,84,hard,0,5.368
Aberdeen,514,85,hard,0,6.099
Aberdeen,514,86,absent,1,8.712
Aberdeen,514,87,absent,1,7.846
Aberdeen,514,88,absent,1,5.528
Aberdeen,514,89,absent,1,8.32
Aberdeen,514,90,hard,0,5.595
Aberdeen,514,91,absent,1,7.382
Aberdeen,514,92,hard,0,8.252
Aberdeen,514,93,absent,1,8.239
