site,person,trial,targ_side_rel,accuracy,rt
Aberdeen,313,80,easy,1,3.505
Aberdeen,313,81,absent,1,7.205
Aberdeen,313,82,easy,1,0.991
Aberdeen,313,83,absent,1,7.507
Aberdeen,313,84,absent,1,9.286
Aberdeen,313,85,hard,0,9.46
Aberdeen,313,86,absent,1,12.94
Aberdeen,313,87,absent,1,11.042
Aberdeen,313,88,easy,1,0.9
Aberdeen,313,89,absent,0,1.472
Aberdeen,313,90,easy,1,1.922
Aberdeen,313,91,hard,1,3.224
Aberdeen,313,92,hard,0,10.774
Aberdeen,313,93,easy,1,1.702
Aberdeen,313,94,absent,0,3.852
Aberdeen,313,95,absent,1,11.175
Aberdeen,313,96,easy,1,0.851
Aberdeen,313,97,hard,1,6.475
Aberdeen,313,98,absent,1,10.913
Aberdeen,313,99,hard,1,4.489
Aberdeen,313,100,absent,1,8.28
Aberdeen,313,101,absent,1,9.649
Aberdeen,313,102,absent,1,9.488
Aberdeen,314,7,easy,1,4.005
Aberdeen,314,8,hard,1,7.752
Aberdeen,314,9,easy,1,2.55
Aberdeen,314,10,hard,0,19.102
Aberdeen,314,11,easy,1,1.451
Aberdeen,314,12,absent,1,30.669
Aberdeen,314,13,absent,1,29.831
Aberdeen,314,14,easy,1,6.343
Aberdeen,314,15,hard,1,14.619
Aberdeen,314,16,absent,1,30.261
Aberdeen,314,17,absent,1,24.584
Aberdeen,314,18,absent,1,21.755
Aberdeen,314,19,absent,1,32.499
Aberdeen,314,20,absent,1,26.613
Aberdeen,314,21,easy,1,1.373
Aberdeen,314,22,absent,1,23.164
Aberdeen,314,23,hard,1,32.625
Aberdeen,314,24,easy,1,2.575
Aberdeen,314,25,absent,1,27.153
Aberdeen,314,26,absent,1,24.318
Aberdeen,314,27,absent,1,26.225
Aberdeen,314,28,absent,1,21.348
Aberdeen,314,29,hard,0,22.858
Aberdeen,314,30,hard,0,27.581
Aberdeen,314,32,absent,1,36.796
Aberdeen,314,33,absent,1,28.716
Aberdeen,314,35,easy,1,2.54
Aberdeen,314,36,easy,1,2.838
Aberdeen,314,37,hard,0,30.723
Aberdeen,314,38,absent,1,34.567
Aberdeen,314,39,easy,1,3.087
Aberdeen,314,40,absent,1,28.234
Aberdeen,314,41,absent,1,29.226
Aberdeen,314,42,easy,1,2.064
Aberdeen,314,43,absent,0,25.344
Aberdeen,314,44,hard,1,18.736
Aberdeen,314,45,absent,0,9.313
Aberdeen,314,46,absent,1,34.661
Aberdeen,314,47,hard,1,19.625
Aberdeen,314,49,hard,1,14.522
Aberdeen,314,50,hard,0,23.855
Aberdeen,314,51,absent,1,53.383
Aberdeen,314,52,easy,1,1.324
Aberdeen,314,53,hard,0,35.661
Aberdeen,314,54,absent,1,36.534
Aberdeen,314,55,absent,1,26.247
Aberdeen,314,56,easy,1,2.287
Aberdeen,314,57,absent,1,38.309
Aberdeen,314,58,hard,1,5.908
Aberdeen,314,59,absent,1,44.792
Aberdeen,314,60,hard,0,32.093
Aberdeen,314,61,hard,1,28.69
Aberdeen,314,62,absent,1,30.334
Aberdeen,314,63,easy,1,1.533
Aberdeen,314,64,hard,0,39.364
Aberdeen,314,65,absent,1,44.318
Aberdeen,314,66,easy,1,2.09
Aberdeen,314,67,absent,1,32.475
Aberdeen,314,68,hard,1,28.234
Aberdeen,314,69,absent,1,28.163
Aberdeen,314,70,absent,1,33.252
Aberdeen,314,71,absent,1,33.927
Aberdeen,314,72,absent,1,30.234
Aberdeen,314,73,easy,1,2.408
Aberdeen,314,74,easy,1,1.179
Aberdeen,314,75,absent,1,37.923
Aberdeen,314,76,easy,1,1.499
Aberdeen,314,77,absent,1,34.541
Aberdeen,314,78,hard,0,36.847
Aberdeen,314,79,easy,1,1.928
Aberdeen,314,80,easy,1,1.67
Aberdeen,314,81,absent,1,21.762
Aberdeen,314,82,easy,1,1.364
Aberdeen,314,83,absent,1,39.127
Aberdeen,314,84,hard,0,40.591
Aberdeen,314,85,hard,1,25.806
Aberdeen,314,86,absent,1,43.325
Aberdeen,314,87,absent,1,46.386
Aberdeen,314,88,absent,0,42.541
Aberdeen,314,89,absent,1,39.847
Aberdeen,314,90,hard,0,39.637
Aberdeen,314,91,absent,1,38.083
Aberdeen,314,92,hard,1,39.164
Aberdeen,314,93,absent,1,41.716
Aberdeen,314,94,hard,1,39.72
Aberdeen,314,95,easy,1,2.21
Aberdeen,314,96,absent,1,36.498
Aberdeen,314,97,easy,1,1.556
Aberdeen,314,98,hard,0,41.724
Aberdeen,314,99,absent,1,45.453
Aberdeen,314,100,absent,1,51.306
Aberdeen,314,101,easy,1,1.224
Aberdeen,314,102,absent,1,46.678
Aberdeen,315,7,easy,1,2.215
Aberdeen,315,8,hard,0,14.816
Aberdeen,315,9,easy,1,4.708
Aberdeen,315,10,hard,1,2.04
Aberdeen,315,11,easy,1,1.901
Aberdeen,315,12,absent,1,7.679
Aberdeen,315,13,absent,1,10.994
Aberdeen,315,14,easy,1,7.866
Aberdeen,315,15,hard,0,13.906
Aberdeen,315,16,absent,1,17.746
Aberdeen,315,17,absent,1,20.178
Aberdeen,315,18,absent,1,16.712
Aberdeen,315,19,absent,1,31.177
Aberdeen,315,20,absent,1,31.465
Aberdeen,315,21,easy,1,1.58
Aberdeen,315,22,absent,1,22.602
Aberdeen,315,23,hard,1,24.392
Aberdeen,315,24,easy,1,2.783
Aberdeen,315,25,absent,0,27.255
Aberdeen,315,26,absent,1,36.76
Aberdeen,315,27,absent,1,28.838
Aberdeen,315,28,absent,1,25.355
Aberdeen,315,29,hard,0,39.474
Aberdeen,315,30,hard,0,24.357
Aberdeen,315,31,absent,1,37.52
Aberdeen,315,32,absent,1,26.296
Aberdeen,315,33,absent,1,31.774
Aberdeen,315,34,absent,1,58.884
Aberdeen,315,35,easy,1,3.245
Aberdeen,315,36,easy,1,1.255
Aberdeen,315,37,hard,1,38.366
Aberdeen,315,38,absent,1,44.77
Aberdeen,315,39,easy,1,1.397
Aberdeen,315,40,absent,1,41.854
Aberdeen,315,41,absent,1,46.25
Aberdeen,315,42,easy,1,1.433
Aberdeen,315,43,absent,1,34.882
Aberdeen,315,44,hard,1,20.969
Aberdeen,315,45,absent,1,52.83
Aberdeen,315,46,absent,1,54.971
Aberdeen,315,47,hard,1,28.631
Aberdeen,315,48,easy,1,1.195
Aberdeen,315,49,hard,1,24.004
Aberdeen,315,50,hard,1,19.49
Aberdeen,315,51,absent,1,39.255
Aberdeen,315,52,easy,1,1.444
Aberdeen,315,53,hard,0,34.645
Aberdeen,315,54,absent,1,49.433
Aberdeen,315,55,absent,1,43.105
Aberdeen,315,56,easy,1,1.219
Aberdeen,315,57,absent,1,39.651
Aberdeen,315,58,hard,1,6.258
Aberdeen,315,59,absent,1,59.224
Aberdeen,315,60,hard,1,18.074
Aberdeen,315,61,hard,0,40.45
Aberdeen,315,62,absent,1,52.466
Aberdeen,315,63,easy,1,1.007
Aberdeen,315,64,hard,1,15.706
Aberdeen,315,65,absent,0,6.195
Aberdeen,315,66,easy,1,1.999
Aberdeen,315,67,absent,1,55.664
Aberdeen,315,68,hard,0,75.513
Aberdeen,315,69,absent,1,50.155
Aberdeen,315,70,absent,1,48.854
Aberdeen,315,71,absent,1,76.747
Aberdeen,315,72,absent,1,42.012
Aberdeen,315,73,easy,1,1.037
Aberdeen,315,74,easy,1,5.109
Aberdeen,315,75,absent,1,33.114
Aberdeen,315,76,easy,1,1.254
Aberdeen,315,77,absent,1,34.1
Aberdeen,315,78,hard,0,28.33
Aberdeen,315,79,easy,1,4.714
Aberdeen,315,80,easy,1,1.003
Aberdeen,315,81,absent,1,26.968
Aberdeen,315,82,easy,1,1.416
Aberdeen,315,83,absent,1,30.277
Aberdeen,315,84,hard,1,22.023
Aberdeen,315,85,hard,0,37.481
Aberdeen,315,86,absent,1,42.369
Aberdeen,315,87,absent,1,36.492
Aberdeen,315,88,absent,1,56.502
Aberdeen,315,89,absent,1,37.712
Aberdeen,315,90,hard,1,14.902
Aberdeen,315,91,absent,1,45.277
Aberdeen,315,92,hard,1,7.627
Aberdeen,315,93,absent,1,48.145
Aberdeen,315,94,hard,0,41.895
Aberdeen,315,95,easy,1,1.396
Aberdeen,315,96,absent,1,52.191
Aberdeen,315,97,easy,1,1.102
Aberdeen,315,98,hard,1,17.511
Aberdeen,315,99,absent,1,44.835
Aberdeen,315,100,absent,1,36.986
Aberdeen,315,101,easy,1,1.261
Aberdeen,315,102,absent,1,34.499
Aberdeen,316,7,absent,1,19.601
Aberdeen,316,8,absent,1,24.557
Aberdeen,316,9,absent,1,23.836
Aberdeen,316,10,easy,1,1.45
Aberdeen,316,11,absent,1,22.138
Aberdeen,316,12,absent,1,18.463
Aberdeen,316,13,hard,1,8.079
Aberdeen,316,14,absent,1,22.655
Aberdeen,316,15,easy,1,1.209
Aberdeen,316,16,hard,0,24.894
Aberdeen,316,17,absent,1,28.113
Aberdeen,316,18,absent,1,26.188
Aberdeen,316,19,hard,1,2.648
Aberdeen,316,20,easy,1,1.091
Aberdeen,316,21,absent,1,20.987
Aberdeen,316,22,easy,1,1.12
Aberdeen,316,23,absent,1,27.831
Aberdeen,316,24,easy,1,1.594
Aberdeen,316,25,hard,1,20.051
Aberdeen,316,26,hard,1,8.208
Aberdeen,316,27,absent,1,30.554
Aberdeen,316,28,easy,1,1.127
Aberdeen,316,29,absent,1,28.029
Aberdeen,316,30,hard,0,24.728
Aberdeen,316,31,hard,1,12.693
Aberdeen,316,32,easy,1,1.18
Aberdeen,316,33,absent,1,28.308
Aberdeen,316,34,easy,1,1.02
Aberdeen,316,35,easy,1,1.265
Aberdeen,316,36,absent,1,26.494
Aberdeen,316,37,easy,1,1.002
Aberdeen,316,38,easy,1,1.456
Aberdeen,316,39,absent,1,30.889
Aberdeen,316,40,absent,1,32.363
Aberdeen,316,41,absent,1,27.368
Aberdeen,316,42,hard,1,25.236
Aberdeen,316,43,absent,1,22.808
Aberdeen,316,44,hard,1,5.469
Aberdeen,316,45,absent,1,27.399
Aberdeen,316,46,absent,1,24.416
Aberdeen,316,47,hard,1,17.317
Aberdeen,316,48,absent,1,25.152
Aberdeen,316,49,absent,1,29.125
Aberdeen,316,50,hard,0,27.681
Aberdeen,316,51,easy,1,1.39
Aberdeen,316,52,absent,1,24.116
Aberdeen,316,53,absent,1,22.724
Aberdeen,316,54,hard,0,28.122
Aberdeen,316,55,hard,1,22.121
Aberdeen,316,56,absent,1,18.088
Aberdeen,316,57,absent,1,29.87
Aberdeen,316,58,absent,1,32.193
Aberdeen,316,59,hard,1,28.967
Aberdeen,316,60,easy,1,1.036
Aberdeen,316,61,easy,1,0.703
Aberdeen,316,62,easy,1,1.257
Aberdeen,316,63,absent,1,31.323
Aberdeen,316,64,hard,0,32.908
Aberdeen,316,65,easy,1,1.219
Aberdeen,316,66,absent,1,22.798
Aberdeen,316,67,absent,1,28.95
Aberdeen,316,68,absent,1,24.458
Aberdeen,316,69,hard,1,16.955
Aberdeen,316,70,hard,0,20.835
Aberdeen,316,71,absent,1,30.861
Aberdeen,316,72,absent,1,23.922
Aberdeen,316,73,hard,1,18.399
Aberdeen,316,74,easy,1,0.982
Aberdeen,316,75,absent,1,25.668
Aberdeen,316,76,easy,1,0.887
Aberdeen,316,77,absent,1,22.591
Aberdeen,316,78,absent,1,29.979
Aberdeen,316,79,absent,1,18.803
Aberdeen,316,80,easy,1,1.215
Aberdeen,316,81,hard,1,13.71
Aberdeen,316,82,hard,1,16.694
Aberdeen,316,83,easy,1,0.952
Aberdeen,316,84,absent,1,24.843
Aberdeen,316,85,hard,1,7.191
Aberdeen,316,86,absent,1,23.122
Aberdeen,316,87,absent,1,22.025
Aberdeen,316,88,absent,1,19.57
Aberdeen,316,89,hard,1,7.399
Aberdeen,316,90,hard,1,11.462
Aberdeen,316,91,absent,1,24.382
Aberdeen,316,92,easy,1,1.473
Aberdeen,316,93,absent,1,26.954
Aberdeen,316,94,absent,1,21.646
Aberdeen,316,95,hard,1,6.592
Aberdeen,316,96,absent,1,26.148
Aberdeen,316,97,absent,1,23.798
Aberdeen,316,98,absent,1,37.656
Aberdeen,316,99,easy,1,1.423
Aberdeen,316,100,easy,1,1.532
Aberdeen,316,101,absent,1,25.965
Aberdeen,316,102,easy,1,0.876
Aberdeen,318,7,easy,1,1.978
Aberdeen,318,8,hard,1,4.662
Aberdeen,318,9,easy,1,2.834
Aberdeen,318,10,hard,1,11.11
Aberdeen,318,11,easy,1,4.367
Aberdeen,318,12,absent,1,48.345
Aberdeen,318,13,absent,1,38.349
Aberdeen,318,14,easy,1,2.694
Aberdeen,318,15,hard,1,45.063
Aberdeen,318,16,absent,1,32.119
Aberdeen,318,17,absent,1,22.138
Aberdeen,318,18,absent,1,25.741
Aberdeen,318,19,absent,0,20.543
Aberdeen,318,20,absent,0,4.318
Aberdeen,318,21,easy,1,7.496
Aberdeen,318,22,absent,1,33.082
Aberdeen,318,23,hard,0,19.391
Aberdeen,318,24,easy,1,1.219
Aberdeen,318,25,absent,0,9.06
Aberdeen,318,26,absent,0,8.783
Aberdeen,318,27,absent,0,11.171
Aberdeen,318,28,absent,0,6.652
Aberdeen,318,29,hard,0,35.004
Aberdeen,318,30,hard,1,27.814
Aberdeen,318,31,absent,0,32.901
Aberdeen,318,32,absent,1,36.329
Aberdeen,318,33,absent,1,17.547
Aberdeen,318,34,absent,1,21.734
Aberdeen,318,35,easy,1,1.69
Aberdeen,318,36,easy,1,1.27
Aberdeen,318,37,hard,0,27.153
Aberdeen,318,38,absent,0,21.315
Aberdeen,318,39,easy,1,2.344
Aberdeen,318,40,absent,1,51.059
Aberdeen,318,41,absent,0,2.964
Aberdeen,318,42,easy,1,1.488
Aberdeen,318,43,absent,1,34.866
Aberdeen,318,44,hard,0,16.22
Aberdeen,318,45,absent,1,44.668
Aberdeen,318,46,absent,0,2.829
Aberdeen,318,47,hard,0,32.025
Aberdeen,318,48,easy,1,1.094
Aberdeen,318,49,hard,1,19.614
Aberdeen,318,50,hard,1,3.595
Aberdeen,318,51,absent,1,33.59
Aberdeen,318,52,easy,1,1.051
Aberdeen,318,53,hard,1,3.477
Aberdeen,318,54,absent,1,35.324
Aberdeen,318,55,absent,1,29.951
Aberdeen,318,56,easy,1,1.669
Aberdeen,318,57,absent,1,27.79
Aberdeen,318,58,hard,0,26.834
Aberdeen,318,59,absent,1,37.015
Aberdeen,318,60,hard,0,22.438
Aberdeen,318,61,hard,1,12.907
Aberdeen,318,62,absent,1,56.512
Aberdeen,318,63,easy,1,1.131
Aberdeen,318,64,hard,0,16.359
Aberdeen,318,65,absent,1,38.83
Aberdeen,318,66,easy,1,1.378
Aberdeen,318,67,absent,1,28.921
Aberdeen,318,68,hard,1,10.846
Aberdeen,318,69,absent,1,19.297
Aberdeen,318,71,absent,1,12.131
Aberdeen,318,72,absent,1,14.397
Aberdeen,318,73,easy,1,1.605
Aberdeen,318,74,easy,1,0.87
Aberdeen,318,75,absent,1,12.96
Aberdeen,318,76,easy,1,0.912
Aberdeen,318,77,absent,1,23.739
Aberdeen,318,78,hard,1,8.389
Aberdeen,318,79,easy,1,1.28
Aberdeen,318,80,easy,1,0.934
Aberdeen,318,81,absent,1,15.757
Aberdeen,318,82,easy,1,1.055
Aberdeen,318,83,absent,1,18.96
Aberdeen,318,84,hard,0,18.373
Aberdeen,318,85,hard,0,20.951
Aberdeen,318,86,absent,1,22.127
Aberdeen,318,87,absent,1,21.551
Aberdeen,318,88,absent,1,33.61
Aberdeen,318,89,absent,1,17.133
Aberdeen,318,90,hard,0,18.461
Aberdeen,318,91,absent,1,24.57
Aberdeen,318,92,hard,0,16.061
Aberdeen,318,93,absent,1,25.155
Aberdeen,318,94,hard,1,1.703
Aberdeen,318,95,easy,1,1.054
Aberdeen,318,96,absent,1,22.452
Aberdeen,318,97,easy,1,0.788
Aberdeen,318,98,hard,0,27.849
Aberdeen,318,99,absent,1,20.466
Aberdeen,318,100,absent,1,19.664
Aberdeen,318,101,easy,1,0.79
Aberdeen,318,102,absent,1,20.171
Aberdeen,319,7,easy,1,0.943
Aberdeen,319,8,hard,0,3.527
Aberdeen,319,10,hard,0,3.724
Aberdeen,319,11,easy,1,0.935
Aberdeen,319,12,absent,1,4.679
Aberdeen,319,13,absent,1,6.639
Aberdeen,319,14,easy,1,0.866
Aberdeen,319,15,hard,0,7.112
Aberdeen,319,16,absent,1,7.233
Aberdeen,319,17,absent,1,4.531
Aberdeen,319,18,absent,1,9.387
Aberdeen,319,19,absent,0,5.609
Aberdeen,319,20,absent,1,5.619
Aberdeen,319,21,easy,1,5.08
Aberdeen,319,22,absent,1,3.718
Aberdeen,319,23,hard,1,1.924
Aberdeen,319,24,easy,1,0.904
Aberdeen,319,25,absent,0,0.868
Aberdeen,319,26,absent,1,6.737
Aberdeen,319,27,absent,1,6.157
Aberdeen,319,28,absent,1,4.046
Aberdeen,319,29,hard,0,4.682
Aberdeen,319,30,hard,0,6.2
Aberdeen,319,31,absent,1,5.933
Aberdeen,319,32,absent,1,5.676
Aberdeen,319,33,absent,1,5.108
Aberdeen,319,34,absent,1,3.848
Aberdeen,319,35,easy,1,0.905
Aberdeen,319,36,easy,1,0.965
Aberdeen,319,37,hard,0,4.205
Aberdeen,319,38,absent,1,5.395
Aberdeen,319,39,easy,1,1.499
Aberdeen,319,40,absent,1,4.586
Aberdeen,319,41,absent,1,3.615
Aberdeen,319,42,easy,1,1.878
Aberdeen,319,43,absent,1,4.199
Aberdeen,319,44,hard,0,3.87
Aberdeen,319,45,absent,1,4.713
Aberdeen,319,46,absent,1,4.479
Aberdeen,319,47,hard,0,4.358
Aberdeen,319,48,easy,1,0.902
Aberdeen,319,49,hard,0,5.332
Aberdeen,319,50,hard,0,5.178
Aberdeen,319,51,absent,1,5.997
Aberdeen,319,52,easy,1,0.787
Aberdeen,319,53,hard,1,5.138
Aberdeen,319,54,absent,1,5.499
Aberdeen,319,55,absent,1,6.498
Aberdeen,319,56,easy,1,1.262
Aberdeen,319,57,absent,1,7.37
Aberdeen,319,58,hard,0,5.776
Aberdeen,319,59,absent,1,5.607
Aberdeen,319,60,hard,0,6.574
Aberdeen,319,61,hard,0,7.018
Aberdeen,319,62,absent,1,5.515
Aberdeen,319,63,easy,1,1.003
Aberdeen,319,64,hard,0,7.021
Aberdeen,319,65,absent,0,2.898
Aberdeen,319,66,easy,1,0.965
Aberdeen,319,67,absent,1,10.348
Aberdeen,319,68,hard,0,6.862
Aberdeen,319,69,absent,1,9.503
Aberdeen,319,70,absent,1,8.745
Aberdeen,319,71,absent,1,7.615
Aberdeen,319,72,absent,1,6.469
Aberdeen,319,73,easy,1,1.101
Aberdeen,319,74,easy,1,0.766
Aberdeen,319,75,absent,1,9.091
Aberdeen,319,76,easy,1,0.801
Aberdeen,319,77,absent,1,8.456
Aberdeen,319,78,hard,0,7.428
Aberdeen,319,79,easy,1,0.794
Aberdeen,319,80,easy,1,0.827
Aberdeen,319,81,absent,1,7.081
Aberdeen,319,82,easy,1,0.83
Aberdeen,319,83,absent,1,9.308
Aberdeen,319,84,hard,1,5.842
Aberdeen,319,85,hard,0,8.808
Aberdeen,319,86,absent,1,10.022
Aberdeen,319,87,absent,1,7.895
Aberdeen,319,88,absent,1,7.581
Aberdeen,319,89,absent,1,7.101
Aberdeen,319,90,hard,0,7.012
Aberdeen,319,91,absent,1,10.416
Aberdeen,319,92,hard,0,9.348
Aberdeen,319,93,absent,1,13.42
Aberdeen,319,94,hard,0,11.751
Aberdeen,319,95,easy,1,0.947
Aberdeen,319,96,absent,1,7.005
Aberdeen,319,97,easy,1,0.814
Aberdeen,319,98,hard,0,12.273
Aberdeen,319,99,absent,1,10.826
Aberdeen,319,100,absent,1,9.488
Aberdeen,319,101,easy,1,0.857
Aberdeen,319,102,absent,1,11.578
Aberdeen,320,7,easy,1,12.122
Aberdeen,320,8,hard,1,14.681
Aberdeen,320,9,easy,1,1.434
Aberdeen,320,10,hard,1,4.113
Aberdeen,320,11,easy,1,1.129
Aberdeen,320,12,absent,1,13.547
Aberdeen,320,13,absent,1,23.251
Aberdeen,320,14,easy,1,0.999
Aberdeen,320,15,hard,0,16.673
Aberdeen,320,16,absent,1,19.416
Aberdeen,320,17,absent,1,23.757
Aberdeen,320,18,absent,1,29.389
Aberdeen,320,19,absent,1,29.792
Aberdeen,320,20,absent,1,29.452
Aberdeen,320,21,easy,0,0.012
Aberdeen,320,22,absent,1,26.86
Aberdeen,320,23,hard,0,24.012
Aberdeen,320,24,easy,1,1.645
Aberdeen,320,25,absent,1,33.415
Aberdeen,320,26,absent,1,28.813
Aberdeen,320,27,absent,1,21.072
Aberdeen,320,28,absent,1,30.015
Aberdeen,320,29,hard,1,16.8
Aberdeen,320,30,hard,1,24.415
Aberdeen,320,31,absent,1,29.858
Aberdeen,320,32,absent,1,22.621
Aberdeen,320,33,absent,1,25.522
Aberdeen,320,34,absent,1,26.556
Aberdeen,320,35,easy,1,2.048
Aberdeen,320,36,easy,1,1.356
Aberdeen,320,37,hard,0,19.326
Aberdeen,320,38,absent,1,19.524
Aberdeen,320,39,easy,1,1.226
Aberdeen,320,40,absent,1,28.119
Aberdeen,320,41,absent,1,20.613
Aberdeen,320,42,easy,1,1.043
Aberdeen,320,44,hard,1,8.4
Aberdeen,320,45,absent,1,34.364
Aberdeen,320,46,absent,1,20.865
Aberdeen,320,47,hard,1,6.224
Aberdeen,320,48,easy,1,1.137
Aberdeen,320,49,hard,0,0.202
Aberdeen,320,50,hard,1,15.8
Aberdeen,320,51,absent,1,14.131
Aberdeen,320,52,easy,1,1.054
Aberdeen,320,53,hard,1,12.492
Aberdeen,320,54,absent,1,17.35
Aberdeen,320,55,absent,1,19.992
Aberdeen,320,56,easy,1,1.389
Aberdeen,320,57,absent,1,15.391
Aberdeen,320,58,hard,1,8.5
Aberdeen,320,59,absent,1,17.709
Aberdeen,320,60,hard,1,14.723
Aberdeen,320,61,hard,0,20.416
Aberdeen,320,62,absent,1,15.834
Aberdeen,320,63,easy,1,1.502
Aberdeen,320,64,hard,0,16.804
Aberdeen,320,65,absent,1,23.025
Aberdeen,320,66,easy,1,1.964
Aberdeen,320,67,absent,1,19.457
Aberdeen,320,68,hard,1,2.6
Aberdeen,320,69,absent,1,24.999
Aberdeen,320,70,absent,1,21.546
Aberdeen,320,71,absent,1,21.361
Aberdeen,320,72,absent,1,15.135
Aberdeen,320,73,easy,1,1.603
Aberdeen,320,74,easy,1,0.87
Aberdeen,320,75,absent,1,19.692
Aberdeen,320,76,easy,1,2.589
Aberdeen,320,77,absent,1,22.309
Aberdeen,320,78,hard,0,14.084
Aberdeen,320,79,easy,1,1.663
Aberdeen,320,80,easy,1,1.89
Aberdeen,320,81,absent,1,12.403
Aberdeen,320,82,easy,1,1.281
Aberdeen,320,83,absent,1,14.545
Aberdeen,320,84,hard,1,4.174
Aberdeen,320,85,hard,0,18.251
Aberdeen,320,86,absent,1,23.309
Aberdeen,320,87,absent,1,19.912
Aberdeen,320,88,absent,1,16.798
Aberdeen,320,89,absent,1,17.848
Aberdeen,320,90,hard,1,8.19
Aberdeen,320,91,absent,1,16.166
Aberdeen,320,92,hard,0,10.916
Aberdeen,320,93,absent,1,16.573
Aberdeen,320,94,hard,0,11.958
Aberdeen,320,95,easy,1,1.176
Aberdeen,320,96,absent,1,20.315
Aberdeen,320,97,easy,1,2.992
Aberdeen,320,98,hard,0,13.449
Aberdeen,320,99,absent,1,18.054
Aberdeen,320,100,absent,1,14.423
Aberdeen,320,101,easy,1,1.124
Aberdeen,320,102,absent,1,15.533
Aberdeen,321,7,absent,1,1.779
Aberdeen,321,8,easy,0,1.786
Aberdeen,321,9,absent,1,2.339
Aberdeen,321,10,hard,0,2.273
Aberdeen,321,11,easy,0,2.218
Aberdeen,321,12,easy,1,1.274
Aberdeen,321,13,hard,0,2.594
Aberdeen,321,14,absent,1,2.253
Aberdeen,321,15,absent,1,2.709
Aberdeen,321,16,absent,1,5.448
Aberdeen,321,17,hard,0,3.922
Aberdeen,321,18,absent,1,3.733
Aberdeen,321,19,absent,1,5.085
Aberdeen,321,20,hard,0,4.384
Aberdeen,321,21,easy,0,4.557
Aberdeen,321,22,hard,0,4.26
Aberdeen,321,23,easy,1,6.853
Aberdeen,321,24,absent,1,4.14
Aberdeen,321,25,absent,1,4.056
Aberdeen,321,26,absent,1,5.909
Aberdeen,321,27,hard,0,8.232
Aberdeen,321,28,easy,1,4.225
Aberdeen,321,29,absent,1,6.391
Aberdeen,321,30,absent,1,6.882
Aberdeen,321,31,absent,1,4.968
Aberdeen,321,32,absent,1,7.125
Aberdeen,321,33,absent,1,4.719
Aberdeen,321,34,absent,1,7.171
Aberdeen,321,35,easy,1,3.502
Aberdeen,321,36,hard,0,4.142
Aberdeen,321,37,absent,1,4.587
Aberdeen,321,38,easy,1,2.754
Aberdeen,321,39,easy,1,2.517
Aberdeen,321,40,easy,1,1.398
Aberdeen,321,41,absent,1,2.982
Aberdeen,321,42,absent,1,3.814
Aberdeen,321,43,absent,1,5.65
Aberdeen,321,44,absent,1,3.756
Aberdeen,321,45,hard,0,4.268
Aberdeen,321,46,absent,1,5.597
Aberdeen,321,47,absent,1,9.947
Aberdeen,321,48,easy,1,1.626
Aberdeen,321,49,hard,0,3.839
Aberdeen,321,50,easy,1,2.289
Aberdeen,321,51,hard,0,4.464
Aberdeen,321,52,hard,0,4.728
Aberdeen,321,53,hard,0,2.696
Aberdeen,321,54,absent,1,3.014
Aberdeen,321,55,hard,0,4.298
Aberdeen,321,56,easy,1,2.603
Aberdeen,321,57,easy,1,1.857
Aberdeen,321,58,absent,1,4.192
Aberdeen,321,59,hard,0,4.17
Aberdeen,321,60,easy,1,1.662
Aberdeen,321,61,absent,1,4.387
Aberdeen,321,62,absent,1,4.045
Aberdeen,321,63,easy,1,2.369
Aberdeen,321,64,absent,1,4.421
Aberdeen,321,65,easy,1,1.004
Aberdeen,321,66,hard,1,3.052
Aberdeen,321,67,absent,1,4.843
Aberdeen,321,68,absent,1,5.194
Aberdeen,321,69,easy,1,1.19
Aberdeen,321,70,hard,0,3.915
Aberdeen,321,71,absent,1,3.392
Aberdeen,321,72,hard,0,4.7
Aberdeen,321,73,absent,1,3.909
Aberdeen,321,74,absent,1,5.606
Aberdeen,321,75,absent,1,4.787
Aberdeen,321,76,absent,1,4.335
Aberdeen,321,77,hard,0,5.936
Aberdeen,321,78,absent,1,4.579
Aberdeen,321,79,hard,0,4.262
Aberdeen,321,80,absent,1,7.408
Aberdeen,321,81,hard,0,6.115
Aberdeen,321,82,absent,1,6.178
Aberdeen,321,83,hard,0,6.499
Aberdeen,321,84,absent,1,8.511
Aberdeen,321,85,absent,1,4.909
Aberdeen,321,86,absent,1,4.203
Aberdeen,321,87,easy,1,1.738
Aberdeen,321,88,easy,1,2.009
Aberdeen,321,89,hard,0,5.901
Aberdeen,321,90,hard,0,4.295
Aberdeen,321,91,easy,1,1.068
Aberdeen,321,93,absent,1,3.888
Aberdeen,321,94,absent,1,6.957
Aberdeen,321,95,hard,0,6.252
Aberdeen,321,96,absent,1,7.506
Aberdeen,321,97,easy,1,1.834
Aberdeen,321,98,absent,1,6.914
Aberdeen,321,99,absent,1,6.946
Aberdeen,321,100,absent,1,6.417
Aberdeen,321,101,absent,1,7.518
Aberdeen,321,102,easy,1,1.598
Aberdeen,322,7,absent,1,14.962
Aberdeen,322,8,easy,1,8.247
Aberdeen,322,9,absent,1,16.618
Aberdeen,322,11,easy,1,2.351
Aberdeen,322,12,hard,1,17.685
Aberdeen,322,13,absent,1,19.185
Aberdeen,322,14,hard,0,14.058
Aberdeen,322,15,absent,1,20.744
Aberdeen,322,16,absent,1,18.734
Aberdeen,322,17,easy,1,1.964
