condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 trialType	 easySide	 accuracy	 RT
linesB	 12	 102	 1	 522	 -10	 387	 right	 properTrial	 left	 1	 19.602
linesB	 12	 103	 1	 505	 7	 384	 absent	 properTrial	 left	 1	 20.973
linesB	 12	 104	 1	 516	 4	 387	 left	 properTrial	 right	 1	 18.567
linesB	 12	 105	 1	 512	 0	 389	 right	 properTrial	 right	 1	 0.989
linesB	 12	 106	 1	 508	 4	 374	 absent	 properTrial	 left	 1	 19.032
linesB	 12	 107	 1	 505	 7	 390	 left	 properTrial	 left	 1	 0.781
linesB	 12	 108	 1	 508	 4	 377	 right	 properTrial	 left	 1	 19.331
linesB	 12	 109	 1	 511	 -1	 382	 absent	 properTrial	 right	 1	 28.839
linesB	 12	 110	 1	 520	 8	 391	 absent	 properTrial	 right	 1	 30.013
linesB	 12	 111	 1	 520	 8	 384	 right	 properTrial	 right	 1	 0.852
linesB	 12	 112	 1	 521	 -9	 381	 absent	 properTrial	 left	 1	 25.551
linesB	 13	 17	 1	 0	 0	 0	 left	 properTrial	 left	 1	 0.692
linesB	 13	 18	 1	 487	 25	 397	 right	 properTrial	 left	 0	 4.238
linesB	 13	 19	 1	 482	 -30	 407	 right	 properTrial	 right	 1	 0.833
linesB	 13	 20	 1	 495	 -17	 386	 left	 properTrial	 right	 1	 4.892
linesB	 13	 21	 1	 490	 22	 406	 left	 properTrial	 left	 1	 0.860
linesB	 13	 22	 1	 487	 -25	 402	 absent	 properTrial	 right	 1	 4.981
linesB	 13	 23	 1	 483	 -29	 417	 absent	 properTrial	 right	 1	 3.746
linesB	 13	 24	 1	 480	 -32	 421	 right	 properTrial	 right	 0	 3.544
linesB	 13	 25	 1	 472	 40	 417	 right	 properTrial	 left	 0	 5.105
linesB	 13	 26	 1	 0	 0	 0	 absent	 properTrial	 left	 1	 5.981
linesB	 13	 27	 1	 482	 30	 404	 absent	 properTrial	 left	 0	 4.622
linesB	 13	 28	 1	 488	 24	 432	 absent	 properTrial	 left	 1	 5.165
linesB	 13	 29	 1	 487	 25	 435	 absent	 properTrial	 left	 0	 6.407
linesB	 13	 30	 1	 478	 -34	 422	 absent	 properTrial	 right	 1	 7.120
linesB	 13	 31	 1	 477	 -35	 401	 right	 properTrial	 right	 0	 7.292
linesB	 13	 32	 1	 475	 37	 417	 absent	 properTrial	 left	 1	 8.064
linesB	 13	 33	 1	 475	 -37	 424	 left	 properTrial	 right	 0	 7.527
linesB	 13	 34	 1	 482	 -30	 412	 right	 properTrial	 right	 1	 2.205
linesB	 13	 35	 1	 477	 35	 396	 absent	 properTrial	 left	 1	 9.960
linesB	 13	 36	 1	 482	 30	 397	 absent	 properTrial	 left	 1	 7.884
linesB	 13	 37	 1	 486	 26	 395	 absent	 properTrial	 left	 1	 9.152
linesB	 13	 38	 1	 476	 -36	 414	 absent	 properTrial	 right	 1	 9.844
linesB	 13	 39	 1	 483	 -29	 401	 left	 properTrial	 right	 1	 3.024
linesB	 13	 40	 1	 483	 -29	 400	 left	 properTrial	 right	 0	 11.306
linesB	 13	 41	 1	 516	 -4	 407	 absent	 properTrial	 left	 1	 5.682
linesB	 13	 42	 1	 499	 13	 408	 absent	 properTrial	 left	 0	 4.414
linesB	 13	 43	 1	 496	 -16	 411	 absent	 properTrial	 right	 1	 8.169
linesB	 13	 44	 1	 502	 -10	 421	 absent	 properTrial	 right	 1	 8.073
linesB	 13	 45	 1	 496	 16	 415	 left	 properTrial	 left	 1	 3.162
linesB	 13	 46	 1	 499	 -13	 411	 right	 properTrial	 right	 1	 1.174
linesB	 13	 47	 1	 501	 11	 401	 right	 properTrial	 left	 0	 8.384
linesB	 13	 48	 1	 494	 -18	 426	 absent	 properTrial	 right	 1	 6.910
linesB	 13	 49	 1	 497	 -15	 414	 right	 properTrial	 right	 1	 0.827
linesB	 13	 50	 1	 520	 -8	 401	 absent	 properTrial	 left	 1	 7.482
linesB	 13	 51	 1	 498	 -14	 419	 absent	 properTrial	 right	 0	 1.504
linesB	 13	 52	 1	 490	 -22	 418	 right	 properTrial	 right	 1	 1.167
linesB	 13	 53	 1	 507	 -5	 402	 absent	 properTrial	 right	 1	 8.309
linesB	 13	 54	 1	 491	 -21	 414	 left	 properTrial	 right	 0	 6.221
linesB	 13	 55	 1	 496	 16	 425	 absent	 properTrial	 left	 1	 8.927
linesB	 13	 56	 1	 492	 -20	 415	 absent	 properTrial	 right	 1	 6.512
linesB	 13	 57	 1	 502	 -10	 398	 left	 properTrial	 right	 0	 6.455
linesB	 13	 58	 1	 489	 -23	 432	 right	 properTrial	 right	 1	 0.683
linesB	 13	 59	 1	 497	 -15	 399	 left	 properTrial	 right	 0	 7.378
linesB	 13	 60	 1	 496	 -16	 436	 left	 properTrial	 right	 0	 10.122
linesB	 13	 61	 1	 492	 20	 414	 absent	 properTrial	 left	 1	 10.085
linesB	 13	 62	 1	 494	 -18	 421	 right	 properTrial	 right	 1	 0.649
linesB	 13	 63	 1	 498	 14	 403	 right	 properTrial	 left	 0	 9.437
linesB	 13	 64	 1	 483	 29	 421	 absent	 properTrial	 left	 1	 7.309
linesB	 13	 65	 1	 510	 2	 378	 absent	 properTrial	 left	 1	 5.262
linesB	 13	 66	 1	 513	 -1	 363	 left	 properTrial	 left	 1	 0.710
linesB	 13	 67	 1	 517	 5	 359	 absent	 properTrial	 right	 1	 8.303
linesB	 13	 68	 1	 518	 6	 384	 left	 properTrial	 right	 0	 7.362
linesB	 13	 69	 1	 503	 -9	 389	 absent	 properTrial	 right	 1	 9.823
linesB	 13	 70	 1	 514	 -2	 376	 right	 properTrial	 left	 0	 6.140
linesB	 13	 71	 1	 510	 -2	 389	 left	 properTrial	 right	 1	 2.862
linesB	 13	 72	 1	 520	 -8	 375	 absent	 properTrial	 left	 0	 2.737
linesB	 13	 73	 1	 505	 -7	 391	 right	 properTrial	 right	 1	 1.531
linesB	 13	 74	 1	 523	 -11	 358	 right	 properTrial	 left	 0	 8.183
linesB	 13	 75	 1	 500	 -12	 390	 absent	 properTrial	 right	 1	 10.356
linesB	 13	 76	 1	 513	 1	 379	 right	 properTrial	 right	 1	 0.690
linesB	 13	 77	 1	 512	 0	 392	 absent	 properTrial	 right	 1	 4.355
linesB	 13	 78	 1	 514	 2	 376	 left	 properTrial	 right	 1	 4.169
linesB	 13	 79	 1	 508	 -4	 382	 absent	 properTrial	 right	 0	 4.134
linesB	 13	 80	 1	 509	 -3	 385	 absent	 properTrial	 right	 1	 8.365
linesB	 13	 81	 1	 510	 2	 393	 absent	 properTrial	 left	 0	 5.638
linesB	 13	 82	 1	 500	 12	 397	 absent	 properTrial	 left	 0	 7.264
linesB	 13	 83	 1	 502	 -10	 390	 right	 properTrial	 right	 1	 0.821
linesB	 13	 84	 1	 523	 -11	 309	 left	 properTrial	 left	 1	 0.855
linesB	 13	 85	 1	 504	 8	 374	 absent	 properTrial	 left	 1	 12.844
linesB	 13	 86	 1	 513	 1	 387	 right	 properTrial	 right	 1	 0.608
linesB	 13	 87	 1	 508	 4	 355	 absent	 properTrial	 left	 0	 1.258
linesB	 13	 88	 1	 499	 -13	 382	 left	 properTrial	 right	 0	 10.725
linesB	 13	 89	 1	 501	 11	 388	 left	 properTrial	 left	 1	 0.766
linesB	 13	 90	 1	 502	 10	 374	 left	 properTrial	 left	 1	 0.648
linesB	 13	 91	 1	 496	 16	 386	 absent	 properTrial	 left	 1	 6.250
linesB	 13	 92	 1	 505	 7	 381	 left	 properTrial	 left	 1	 0.556
linesB	 13	 93	 1	 498	 14	 412	 absent	 properTrial	 left	 0	 5.349
linesB	 13	 94	 1	 483	 -29	 399	 left	 properTrial	 right	 0	 6.504
linesB	 13	 95	 1	 483	 29	 416	 right	 properTrial	 left	 0	 8.292
linesB	 13	 96	 1	 484	 -28	 406	 absent	 properTrial	 right	 0	 5.261
linesB	 13	 97	 1	 333	 179	 401	 absent	 properTrial	 left	 1	 11.859
linesB	 13	 98	 1	 494	 -18	 366	 absent	 properTrial	 right	 1	 10.353
linesB	 13	 99	 1	 503	 -9	 399	 absent	 properTrial	 right	 1	 8.626
linesB	 13	 100	 1	 502	 -10	 380	 left	 properTrial	 right	 0	 7.799
linesB	 13	 101	 1	 495	 -17	 404	 absent	 properTrial	 right	 0	 6.205
linesB	 13	 102	 1	 483	 29	 420	 right	 properTrial	 left	 0	 9.055
linesB	 13	 103	 1	 482	 30	 400	 absent	 properTrial	 left	 1	 8.883
linesB	 13	 104	 1	 485	 -27	 394	 left	 properTrial	 right	 1	 4.884
linesB	 13	 105	 1	 495	 -17	 390	 right	 properTrial	 right	 1	 0.598
linesB	 13	 106	 1	 494	 18	 378	 absent	 properTrial	 left	 1	 7.317
linesB	 13	 107	 1	 493	 19	 393	 left	 properTrial	 left	 1	 0.681
linesB	 13	 108	 1	 495	 17	 393	 right	 properTrial	 left	 0	 9.230
linesB	 13	 109	 1	 483	 -29	 413	 absent	 properTrial	 right	 1	 10.097
linesB	 13	 110	 1	 493	 -19	 386	 absent	 properTrial	 right	 1	 9.257
linesB	 13	 111	 1	 494	 -18	 394	 right	 properTrial	 right	 1	 0.635
linesB	 13	 112	 1	 496	 16	 402	 absent	 properTrial	 left	 1	 5.284
linesB	 14	 17	 1	 513	 -1	 375	 left	 properTrial	 left	 1	 2.240
linesB	 14	 18	 1	 484	 28	 396	 right	 properTrial	 left	 1	 8.852
linesB	 14	 19	 1	 494	 -18	 391	 right	 properTrial	 right	 1	 2.193
linesB	 14	 20	 1	 507	 -5	 365	 left	 properTrial	 right	 1	 2.992
linesB	 14	 21	 1	 490	 22	 398	 left	 properTrial	 left	 1	 3.587
linesB	 14	 22	 1	 489	 -23	 392	 absent	 properTrial	 right	 0	 4.223
linesB	 14	 23	 1	 499	 -13	 396	 absent	 properTrial	 right	 0	 7.173
linesB	 14	 24	 1	 494	 -18	 402	 right	 properTrial	 right	 1	 4.995
linesB	 14	 25	 1	 497	 15	 394	 right	 properTrial	 left	 1	 21.774
linesB	 14	 26	 1	 488	 24	 393	 absent	 properTrial	 left	 0	 9.315
linesB	 14	 27	 1	 471	 41	 401	 absent	 properTrial	 left	 0	 17.096
linesB	 14	 28	 1	 499	 13	 368	 absent	 properTrial	 left	 1	 21.702
linesB	 14	 29	 1	 497	 15	 288	 absent	 properTrial	 left	 0	 7.720
linesB	 14	 30	 1	 502	 -10	 391	 absent	 properTrial	 right	 0	 15.558
linesB	 14	 31	 1	 483	 -29	 403	 right	 properTrial	 right	 1	 10.529
linesB	 14	 32	 1	 495	 17	 403	 absent	 properTrial	 left	 1	 59.503
linesB	 14	 33	 1	 491	 -21	 381	 left	 properTrial	 right	 1	 60.019
linesB	 14	 34	 1	 492	 -20	 366	 right	 properTrial	 right	 1	 2.652
linesB	 14	 35	 1	 497	 15	 379	 absent	 properTrial	 left	 0	 29.161
linesB	 14	 36	 1	 455	 57	 388	 absent	 properTrial	 left	 0	 64.870
linesB	 14	 37	 1	 492	 20	 387	 absent	 properTrial	 left	 0	 42.102
linesB	 14	 38	 1	 478	 -34	 426	 absent	 properTrial	 right	 0	 47.741
linesB	 14	 39	 1	 459	 -53	 367	 left	 properTrial	 right	 1	 23.687
linesB	 14	 40	 1	 454	 -58	 397	 left	 properTrial	 right	 1	 32.916
linesB	 14	 41	 1	 497	 15	 376	 absent	 properTrial	 left	 0	 40.640
linesB	 14	 42	 1	 496	 16	 385	 absent	 properTrial	 left	 0	 83.491
linesB	 14	 43	 1	 491	 -21	 383	 absent	 properTrial	 right	 0	 84.934
linesB	 14	 44	 1	 478	 -34	 364	 absent	 properTrial	 right	 1	 130.329
linesB	 14	 45	 1	 494	 18	 367	 left	 properTrial	 left	 1	 3.854
linesB	 14	 46	 1	 502	 -10	 375	 right	 properTrial	 right	 1	 2.927
linesB	 14	 47	 1	 504	 8	 365	 right	 properTrial	 left	 1	 4.247
linesB	 14	 48	 1	 515	 3	 361	 absent	 properTrial	 right	 0	 104.331
linesB	 14	 49	 1	 478	 -34	 383	 right	 properTrial	 right	 1	 2.848
linesB	 14	 50	 1	 499	 13	 370	 absent	 properTrial	 left	 1	 113.470
linesB	 14	 51	 1	 524	 12	 370	 absent	 properTrial	 right	 0	 71.241
linesB	 14	 52	 1	 469	 -43	 393	 right	 properTrial	 right	 1	 2.971
linesB	 14	 53	 1	 503	 -9	 377	 absent	 properTrial	 right	 0	 101.433
linesB	 14	 54	 1	 493	 -19	 389	 left	 properTrial	 right	 1	 118.026
linesB	 14	 55	 1	 475	 37	 393	 absent	 properTrial	 left	 0	 42.965
linesB	 14	 56	 1	 482	 -30	 381	 absent	 properTrial	 right	 0	 53.105
linesB	 14	 57	 1	 463	 -49	 393	 left	 properTrial	 right	 0	 41.481
linesB	 14	 58	 1	 497	 -15	 368	 right	 properTrial	 right	 1	 1.930
linesB	 14	 59	 1	 506	 -6	 360	 left	 properTrial	 right	 1	 39.224
linesB	 14	 60	 1	 475	 -37	 358	 left	 properTrial	 right	 1	 5.430
linesB	 14	 61	 1	 493	 19	 355	 absent	 properTrial	 left	 0	 57.316
linesB	 14	 62	 1	 475	 -37	 373	 right	 properTrial	 right	 1	 1.275
linesB	 14	 63	 1	 502	 10	 337	 right	 properTrial	 left	 1	 15.538
linesB	 14	 64	 1	 519	 -7	 325	 absent	 properTrial	 left	 0	 28.987
linesB	 14	 65	 1	 522	 -10	 364	 absent	 properTrial	 left	 0	 88.057
linesB	 14	 66	 1	 494	 18	 387	 left	 properTrial	 left	 1	 1.145
linesB	 14	 67	 1	 498	 -14	 360	 absent	 properTrial	 right	 0	 76.774
linesB	 14	 68	 1	 493	 -19	 383	 left	 properTrial	 right	 0	 46.136
linesB	 14	 69	 1	 509	 -3	 385	 absent	 properTrial	 right	 0	 54.410
linesB	 14	 70	 1	 491	 21	 379	 right	 properTrial	 left	 1	 4.747
linesB	 14	 71	 1	 501	 -11	 379	 left	 properTrial	 right	 1	 44.001
linesB	 14	 72	 1	 516	 -4	 368	 absent	 properTrial	 left	 0	 38.914
linesB	 14	 73	 1	 496	 -16	 387	 right	 properTrial	 right	 1	 1.552
linesB	 14	 74	 1	 527	 -15	 345	 right	 properTrial	 left	 1	 26.950
linesB	 14	 75	 1	 506	 -6	 373	 absent	 properTrial	 right	 0	 30.922
linesB	 14	 76	 1	 505	 -7	 359	 right	 properTrial	 right	 1	 1.222
linesB	 14	 77	 1	 505	 -7	 355	 absent	 properTrial	 right	 0	 35.414
linesB	 14	 78	 1	 496	 -16	 386	 left	 properTrial	 right	 0	 42.017
linesB	 14	 79	 1	 515	 3	 375	 absent	 properTrial	 right	 0	 45.538
linesB	 14	 80	 1	 492	 -20	 356	 absent	 properTrial	 right	 1	 44.666
linesB	 14	 81	 1	 515	 -3	 356	 absent	 properTrial	 left	 1	 29.431
linesB	 14	 82	 1	 503	 9	 371	 absent	 properTrial	 left	 0	 47.045
linesB	 14	 83	 1	 496	 -16	 365	 right	 properTrial	 right	 1	 1.399
linesB	 14	 84	 1	 524	 -12	 357	 left	 properTrial	 left	 1	 1.403
linesB	 14	 85	 1	 522	 -10	 370	 absent	 properTrial	 left	 1	 67.396
linesB	 14	 86	 1	 533	 21	 355	 right	 properTrial	 right	 1	 1.189
linesB	 14	 87	 1	 538	 -26	 340	 absent	 properTrial	 left	 1	 33.912
linesB	 14	 88	 1	 543	 31	 358	 left	 properTrial	 right	 0	 36.802
linesB	 14	 89	 1	 513	 -1	 368	 left	 properTrial	 left	 1	 1.471
linesB	 14	 90	 1	 514	 -2	 367	 left	 properTrial	 left	 1	 1.021
linesB	 14	 91	 1	 501	 11	 371	 absent	 properTrial	 left	 1	 52.078
linesB	 14	 92	 1	 473	 39	 366	 left	 properTrial	 left	 1	 1.070
linesB	 14	 93	 1	 504	 8	 360	 absent	 properTrial	 left	 0	 41.700
linesB	 14	 94	 1	 495	 -17	 371	 left	 properTrial	 right	 1	 25.236
linesB	 14	 95	 1	 488	 24	 374	 right	 properTrial	 left	 1	 2.936
linesB	 14	 96	 1	 516	 4	 382	 absent	 properTrial	 right	 0	 41.365
linesB	 14	 97	 1	 474	 38	 380	 absent	 properTrial	 left	 0	 22.375
linesB	 14	 98	 1	 502	 -10	 387	 absent	 properTrial	 right	 0	 35.655
linesB	 14	 99	 1	 496	 -16	 356	 absent	 properTrial	 right	 0	 64.210
linesB	 14	 100	 1	 507	 -5	 390	 left	 properTrial	 right	 0	 48.144
linesB	 14	 101	 1	 483	 -29	 385	 absent	 properTrial	 right	 0	 75.855
linesB	 14	 102	 1	 467	 45	 372	 right	 properTrial	 left	 1	 23.607
linesB	 14	 103	 1	 487	 25	 362	 absent	 properTrial	 left	 0	 57.685
linesB	 14	 104	 1	 505	 -7	 391	 left	 properTrial	 right	 1	 40.287
linesB	 14	 105	 1	 486	 -26	 378	 right	 properTrial	 right	 1	 1.880
linesB	 14	 106	 1	 510	 2	 375	 absent	 properTrial	 left	 1	 50.095
linesB	 14	 107	 1	 483	 29	 368	 left	 properTrial	 left	 1	 0.966
linesB	 14	 108	 1	 526	 -14	 354	 right	 properTrial	 left	 1	 2.233
linesB	 14	 109	 1	 519	 7	 365	 absent	 properTrial	 right	 1	 42.197
linesB	 14	 110	 1	 482	 -30	 388	 absent	 properTrial	 right	 0	 30.904
linesB	 14	 111	 1	 497	 -15	 389	 right	 properTrial	 right	 1	 1.154
linesB	 14	 112	 1	 508	 4	 392	 absent	 properTrial	 left	 0	 48.047
linesB	 15	 17	 1	 527	 -15	 381	 left	 properTrial	 left	 1	 1.824
linesB	 15	 18	 1	 538	 -26	 373	 right	 properTrial	 left	 0	 6.850
linesB	 15	 19	 1	 519	 7	 385	 right	 properTrial	 right	 1	 1.487
linesB	 15	 20	 1	 531	 19	 382	 left	 properTrial	 right	 0	 9.899
linesB	 15	 21	 1	 518	 -6	 371	 left	 properTrial	 left	 1	 1.625
linesB	 15	 22	 1	 523	 11	 386	 absent	 properTrial	 right	 1	 15.889
linesB	 15	 23	 1	 535	 23	 377	 absent	 properTrial	 right	 1	 10.498
linesB	 15	 24	 1	 540	 28	 379	 right	 properTrial	 right	 1	 2.621
linesB	 15	 25	 1	 529	 -17	 378	 right	 properTrial	 left	 0	 12.651
linesB	 15	 26	 1	 517	 -5	 393	 absent	 properTrial	 left	 1	 18.998
linesB	 15	 27	 1	 521	 -9	 384	 absent	 properTrial	 left	 1	 9.315
linesB	 15	 28	 1	 528	 -16	 372	 absent	 properTrial	 left	 1	 13.522
linesB	 15	 29	 1	 518	 -6	 373	 absent	 properTrial	 left	 1	 14.725
linesB	 15	 30	 1	 524	 12	 374	 absent	 properTrial	 right	 1	 9.983
linesB	 15	 31	 1	 522	 10	 383	 right	 properTrial	 right	 1	 1.174
linesB	 15	 32	 1	 523	 -11	 372	 absent	 properTrial	 left	 1	 8.905
linesB	 15	 33	 1	 517	 5	 371	 left	 properTrial	 right	 0	 8.451
linesB	 15	 34	 1	 509	 -3	 363	 right	 properTrial	 right	 1	 1.227
linesB	 15	 35	 1	 525	 -13	 376	 absent	 properTrial	 left	 1	 12.648
linesB	 15	 36	 1	 532	 -20	 365	 absent	 properTrial	 left	 1	 11.861
linesB	 15	 37	 1	 526	 -14	 381	 absent	 properTrial	 left	 1	 10.585
linesB	 15	 38	 1	 527	 15	 385	 absent	 properTrial	 right	 1	 7.743
linesB	 15	 39	 1	 519	 7	 381	 left	 properTrial	 right	 1	 4.700
linesB	 15	 40	 1	 524	 12	 365	 left	 properTrial	 right	 1	 6.246
linesB	 15	 41	 1	 509	 3	 368	 absent	 properTrial	 left	 1	 8.907
linesB	 15	 42	 1	 513	 -1	 361	 absent	 properTrial	 left	 1	 12.295
linesB	 15	 43	 1	 510	 -2	 378	 absent	 properTrial	 right	 1	 11.827
linesB	 15	 44	 1	 506	 -6	 372	 absent	 properTrial	 right	 1	 11.727
linesB	 15	 45	 1	 510	 2	 370	 left	 properTrial	 left	 1	 2.151
linesB	 15	 46	 1	 511	 -1	 360	 right	 properTrial	 right	 1	 0.984
linesB	 15	 47	 1	 575	 -63	 319	 right	 properTrial	 left	 0	 8.375
linesB	 15	 48	 1	 501	 -11	 343	 absent	 properTrial	 right	 1	 10.759
linesB	 15	 49	 1	 509	 -3	 366	 right	 properTrial	 right	 1	 0.803
linesB	 15	 50	 1	 507	 5	 348	 absent	 properTrial	 left	 1	 11.685
linesB	 15	 51	 1	 514	 2	 358	 absent	 properTrial	 right	 1	 9.078
linesB	 15	 52	 1	 502	 -10	 364	 right	 properTrial	 right	 1	 0.804
linesB	 15	 53	 1	 509	 -3	 369	 absent	 properTrial	 right	 1	 8.775
linesB	 15	 54	 1	 511	 -1	 368	 left	 properTrial	 right	 1	 7.531
linesB	 15	 55	 1	 506	 6	 372	 absent	 properTrial	 left	 1	 9.112
linesB	 15	 56	 1	 509	 -3	 370	 absent	 properTrial	 right	 1	 10.076
linesB	 15	 57	 1	 510	 -2	 368	 left	 properTrial	 right	 0	 8.422
linesB	 15	 58	 1	 498	 -14	 366	 right	 properTrial	 right	 1	 2.179
linesB	 15	 59	 1	 505	 -7	 376	 left	 properTrial	 right	 0	 11.350
linesB	 15	 60	 1	 503	 -9	 369	 left	 properTrial	 right	 0	 12.380
linesB	 15	 61	 1	 497	 15	 363	 absent	 properTrial	 left	 1	 14.451
linesB	 15	 62	 1	 505	 -7	 358	 right	 properTrial	 right	 1	 0.853
linesB	 15	 63	 1	 511	 1	 368	 right	 properTrial	 left	 0	 10.005
linesB	 15	 64	 1	 507	 5	 368	 absent	 properTrial	 left	 1	 20.909
linesB	 15	 65	 1	 517	 -5	 383	 absent	 properTrial	 left	 1	 12.886
linesB	 15	 66	 1	 519	 -7	 369	 left	 properTrial	 left	 1	 0.736
linesB	 15	 67	 1	 524	 12	 377	 absent	 properTrial	 right	 1	 14.776
linesB	 15	 68	 1	 509	 -3	 372	 left	 properTrial	 right	 0	 16.078
linesB	 15	 69	 1	 507	 -5	 363	 absent	 properTrial	 right	 1	 9.957
linesB	 15	 70	 1	 509	 3	 379	 right	 properTrial	 left	 0	 11.961
linesB	 15	 71	 1	 507	 -5	 361	 left	 properTrial	 right	 1	 4.264
linesB	 15	 72	 1	 511	 1	 364	 absent	 properTrial	 left	 1	 18.328
linesB	 15	 73	 1	 517	 5	 364	 right	 properTrial	 right	 1	 1.208
linesB	 15	 74	 1	 522	 -10	 369	 right	 properTrial	 left	 1	 6.350
linesB	 15	 75	 1	 507	 -5	 370	 absent	 properTrial	 right	 1	 13.447
linesB	 15	 76	 1	 512	 0	 373	 right	 properTrial	 right	 1	 0.805
linesB	 15	 77	 1	 515	 3	 365	 absent	 properTrial	 right	 1	 17.253
linesB	 15	 78	 1	 503	 -9	 368	 left	 properTrial	 right	 1	 2.733
linesB	 15	 79	 1	 508	 -4	 375	 absent	 properTrial	 right	 1	 13.677
linesB	 15	 80	 1	 516	 4	 369	 absent	 properTrial	 right	 1	 9.145
linesB	 15	 81	 1	 514	 -2	 368	 absent	 properTrial	 left	 1	 9.848
linesB	 15	 82	 1	 510	 2	 383	 absent	 properTrial	 left	 1	 10.978
linesB	 15	 83	 1	 514	 2	 369	 right	 properTrial	 right	 1	 0.952
linesB	 15	 84	 1	 511	 1	 389	 left	 properTrial	 left	 1	 0.961
linesB	 15	 85	 1	 505	 7	 382	 absent	 properTrial	 left	 1	 13.561
linesB	 15	 86	 1	 500	 -12	 376	 right	 properTrial	 right	 1	 0.831
linesB	 15	 87	 1	 508	 4	 380	 absent	 properTrial	 left	 1	 9.745
linesB	 15	 88	 1	 503	 -9	 374	 left	 properTrial	 right	 1	 5.905
linesB	 15	 89	 1	 516	 -4	 365	 left	 properTrial	 left	 1	 1.326
linesB	 15	 90	 1	 522	 -10	 354	 left	 properTrial	 left	 1	 1.244
linesB	 15	 91	 1	 524	 -12	 356	 absent	 properTrial	 left	 1	 7.928
linesB	 15	 92	 1	 510	 2	 365	 left	 properTrial	 left	 1	 0.949
linesB	 15	 93	 1	 520	 -8	 365	 absent	 properTrial	 left	 1	 7.486
linesB	 15	 94	 1	 520	 8	 363	 left	 properTrial	 right	 0	 7.563
linesB	 15	 95	 1	 513	 -1	 345	 right	 properTrial	 left	 1	 1.750
linesB	 15	 96	 1	 520	 8	 354	 absent	 properTrial	 right	 1	 7.872
linesB	 15	 97	 1	 509	 3	 364	 absent	 properTrial	 left	 1	 8.782
linesB	 15	 98	 1	 515	 3	 361	 absent	 properTrial	 right	 1	 12.566
linesB	 15	 99	 1	 517	 5	 363	 absent	 properTrial	 right	 1	 7.152
linesB	 15	 100	 1	 515	 3	 356	 left	 properTrial	 right	 0	 8.531
linesB	 15	 101	 1	 511	 -1	 364	 absent	 properTrial	 right	 1	 12.577
linesB	 15	 102	 1	 513	 -1	 363	 right	 properTrial	 left	 0	 9.435
linesB	 15	 103	 1	 499	 13	 348	 absent	 properTrial	 left	 1	 11.832
linesB	 15	 104	 1	 514	 2	 361	 left	 properTrial	 right	 0	 16.056
linesB	 15	 105	 1	 505	 -7	 349	 right	 properTrial	 right	 1	 0.759
linesB	 15	 106	 1	 512	 0	 350	 absent	 properTrial	 left	 1	 18.216
linesB	 15	 107	 1	 509	 3	 343	 left	 properTrial	 left	 1	 0.810
linesB	 15	 108	 1	 510	 2	 363	 right	 properTrial	 left	 0	 15.057
linesB	 15	 109	 1	 509	 -3	 348	 absent	 properTrial	 right	 1	 13.127
linesB	 15	 110	 1	 516	 4	 345	 absent	 properTrial	 right	 1	 10.219
linesB	 15	 111	 1	 501	 -11	 359	 right	 properTrial	 right	 1	 0.746
linesB	 15	 112	 1	 514	 -2	 329	 absent	 properTrial	 left	 1	 13.855
linesB	 21	 17	 1	 509	 3	 393	 left	 properTrial	 left	 1	 1.253
linesB	 21	 18	 1	 504	 8	 405	 right	 properTrial	 left	 1	 5.894
linesB	 21	 19	 1	 502	 -10	 381	 right	 properTrial	 right	 1	 2.202
linesB	 21	 20	 1	 514	 2	 375	 left	 properTrial	 right	 0	 6.769
linesB	 21	 21	 1	 497	 15	 393	 left	 properTrial	 left	 1	 3.071
linesB	 21	 22	 1	 511	 -1	 381	 absent	 properTrial	 right	 1	 3.588
linesB	 21	 23	 1	 513	 1	 374	 absent	 properTrial	 right	 1	 3.248
linesB	 21	 24	 1	 513	 1	 388	 right	 properTrial	 right	 1	 2.870
linesB	 21	 25	 1	 505	 7	 392	 right	 properTrial	 left	 0	 2.860
linesB	 21	 26	 1	 504	 8	 389	 absent	 properTrial	 left	 0	 6.333
linesB	 21	 27	 1	 500	 12	 388	 absent	 properTrial	 left	 1	 3.661
linesB	 21	 28	 1	 513	 -1	 390	 absent	 properTrial	 left	 0	 2.182
linesB	 21	 29	 1	 517	 -5	 393	 absent	 properTrial	 left	 1	 2.988
linesB	 21	 30	 1	 503	 -9	 385	 absent	 properTrial	 right	 1	 2.170
linesB	 21	 31	 1	 507	 -5	 394	 right	 properTrial	 right	 1	 2.189
linesB	 21	 32	 1	 514	 -2	 375	 absent	 properTrial	 left	 1	 3.341
linesB	 21	 33	 1	 517	 5	 378	 left	 properTrial	 right	 0	 2.559
linesB	 21	 34	 1	 514	 2	 388	 right	 properTrial	 right	 1	 1.073
linesB	 21	 35	 1	 506	 6	 391	 absent	 properTrial	 left	 1	 3.737
linesB	 21	 36	 1	 516	 -4	 391	 absent	 properTrial	 left	 1	 5.427
linesB	 21	 37	 1	 502	 10	 370	 absent	 properTrial	 left	 1	 3.755
linesB	 21	 38	 1	 511	 -1	 382	 absent	 properTrial	 right	 1	 2.616
linesB	 21	 39	 1	 505	 -7	 385	 left	 properTrial	 right	 0	 3.170
linesB	 21	 40	 1	 499	 -13	 392	 left	 properTrial	 right	 0	 6.734
