condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 trialType	 easySide	 accuracy	 RT
linesB	 1	 85	 1	 510	 2	 352	 left	 properTrial	 left	 1	 1.025
linesB	 1	 86	 1	 518	 -6	 374	 absent	 properTrial	 left	 1	 7.936
linesB	 1	 87	 1	 501	 11	 373	 absent	 properTrial	 left	 1	 9.265
linesB	 1	 88	 1	 506	 6	 376	 absent	 properTrial	 left	 1	 12.364
linesB	 1	 89	 1	 524	 -12	 352	 absent	 properTrial	 left	 1	 8.055
linesB	 1	 90	 1	 520	 -8	 370	 right	 properTrial	 left	 0	 4.290
linesB	 1	 91	 1	 503	 -9	 368	 right	 properTrial	 right	 1	 2.398
linesB	 1	 92	 1	 518	 6	 362	 left	 properTrial	 right	 0	 14.348
linesB	 1	 93	 1	 514	 2	 377	 left	 properTrial	 right	 1	 4.003
linesB	 1	 94	 1	 512	 0	 368	 absent	 properTrial	 left	 1	 14.259
linesB	 1	 95	 1	 537	 -25	 358	 absent	 properTrial	 left	 0	 2.250
linesB	 1	 96	 1	 514	 2	 375	 absent	 properTrial	 right	 1	 10.861
linesB	 1	 97	 1	 506	 -6	 374	 right	 properTrial	 right	 1	 1.077
linesB	 1	 98	 1	 526	 -14	 349	 right	 properTrial	 left	 1	 4.106
linesB	 1	 99	 1	 523	 -11	 363	 left	 properTrial	 left	 1	 1.003
linesB	 1	 100	 1	 539	 -27	 352	 left	 properTrial	 left	 1	 0.878
linesB	 1	 101	 1	 530	 18	 368	 left	 properTrial	 right	 1	 4.609
linesB	 1	 102	 1	 519	 -7	 357	 absent	 properTrial	 left	 1	 10.874
linesB	 1	 103	 1	 526	 -14	 366	 right	 properTrial	 left	 1	 7.626
linesB	 1	 104	 1	 532	 20	 347	 absent	 properTrial	 right	 1	 11.333
linesB	 1	 105	 1	 506	 6	 354	 left	 properTrial	 left	 1	 1.004
linesB	 1	 106	 1	 520	 -8	 331	 absent	 properTrial	 left	 1	 8.266
linesB	 1	 107	 1	 516	 4	 370	 absent	 properTrial	 right	 1	 9.669
linesB	 1	 108	 1	 519	 7	 371	 absent	 properTrial	 right	 1	 13.158
linesB	 1	 109	 1	 528	 16	 359	 right	 properTrial	 right	 1	 1.127
linesB	 1	 110	 1	 521	 9	 352	 absent	 properTrial	 right	 1	 14.156
linesB	 1	 111	 1	 526	 14	 360	 absent	 properTrial	 right	 1	 6.467
linesB	 1	 112	 1	 510	 2	 364	 absent	 properTrial	 left	 1	 8.537
linesB	 2	 17	 1	 473	 39	 385	 left	 properTrial	 left	 1	 1.493
linesB	 2	 18	 1	 473	 39	 396	 right	 properTrial	 left	 0	 8.317
linesB	 2	 19	 1	 474	 -38	 404	 right	 properTrial	 right	 1	 6.727
linesB	 2	 20	 1	 472	 -40	 399	 left	 properTrial	 right	 0	 11.401
linesB	 2	 21	 1	 470	 42	 414	 left	 properTrial	 left	 1	 1.384
linesB	 2	 22	 1	 484	 -28	 401	 absent	 properTrial	 right	 1	 9.623
linesB	 2	 23	 1	 464	 -48	 397	 absent	 properTrial	 right	 1	 14.057
linesB	 2	 24	 1	 491	 -21	 403	 right	 properTrial	 right	 1	 1.170
linesB	 2	 25	 1	 474	 38	 388	 right	 properTrial	 left	 1	 6.007
linesB	 2	 26	 1	 479	 33	 393	 absent	 properTrial	 left	 1	 12.551
linesB	 2	 27	 1	 512	 0	 420	 absent	 properTrial	 left	 1	 13.119
linesB	 2	 28	 1	 482	 30	 412	 absent	 properTrial	 left	 1	 14.181
linesB	 2	 29	 1	 497	 15	 435	 absent	 properTrial	 left	 0	 15.023
linesB	 2	 30	 1	 481	 -31	 420	 absent	 properTrial	 right	 1	 10.275
linesB	 2	 31	 1	 483	 -29	 413	 right	 properTrial	 right	 1	 1.082
linesB	 2	 32	 1	 492	 20	 410	 absent	 properTrial	 left	 1	 9.266
linesB	 2	 33	 1	 482	 -30	 404	 left	 properTrial	 right	 0	 6.403
linesB	 2	 34	 1	 486	 -26	 413	 right	 properTrial	 right	 1	 0.814
linesB	 2	 35	 1	 490	 22	 419	 absent	 properTrial	 left	 0	 9.529
linesB	 2	 36	 1	 487	 25	 409	 absent	 properTrial	 left	 1	 10.255
linesB	 2	 37	 1	 480	 32	 412	 absent	 properTrial	 left	 1	 6.503
linesB	 2	 38	 1	 483	 -29	 392	 absent	 properTrial	 right	 1	 5.738
linesB	 2	 39	 1	 462	 -50	 408	 left	 properTrial	 right	 0	 8.766
linesB	 2	 40	 1	 481	 -31	 420	 left	 properTrial	 right	 0	 10.197
linesB	 2	 41	 1	 466	 46	 402	 absent	 properTrial	 left	 1	 8.761
linesB	 2	 42	 1	 487	 25	 401	 absent	 properTrial	 left	 0	 9.170
linesB	 2	 43	 1	 458	 -54	 407	 absent	 properTrial	 right	 1	 6.858
linesB	 2	 44	 1	 489	 -23	 436	 absent	 properTrial	 right	 0	 8.623
linesB	 2	 45	 1	 485	 27	 435	 left	 properTrial	 left	 0	 9.486
linesB	 2	 46	 1	 487	 -25	 428	 right	 properTrial	 right	 1	 0.904
linesB	 2	 47	 1	 477	 35	 423	 right	 properTrial	 left	 0	 10.331
linesB	 2	 48	 1	 484	 -28	 413	 absent	 properTrial	 right	 0	 3.437
linesB	 2	 49	 1	 487	 -25	 412	 right	 properTrial	 right	 1	 0.781
linesB	 2	 50	 1	 498	 14	 410	 absent	 properTrial	 left	 1	 9.994
linesB	 2	 51	 1	 488	 -24	 398	 absent	 properTrial	 right	 1	 9.701
linesB	 2	 52	 1	 486	 -26	 418	 right	 properTrial	 right	 1	 1.081
linesB	 2	 53	 1	 454	 -58	 420	 absent	 properTrial	 right	 1	 11.728
linesB	 2	 54	 1	 490	 -22	 367	 left	 properTrial	 right	 1	 6.313
linesB	 2	 55	 1	 456	 56	 425	 absent	 properTrial	 left	 0	 8.054
linesB	 2	 56	 1	 550	 38	 390	 absent	 properTrial	 right	 1	 13.765
linesB	 2	 57	 1	 575	 63	 417	 left	 properTrial	 right	 1	 4.303
linesB	 2	 58	 1	 553	 41	 423	 right	 properTrial	 right	 1	 0.925
linesB	 2	 59	 1	 522	 10	 409	 left	 properTrial	 right	 0	 8.712
linesB	 2	 60	 1	 585	 73	 436	 left	 properTrial	 right	 1	 10.596
linesB	 2	 61	 1	 464	 48	 415	 absent	 properTrial	 left	 0	 7.717
linesB	 2	 62	 1	 483	 -29	 429	 right	 properTrial	 right	 1	 0.794
linesB	 2	 63	 1	 461	 51	 409	 right	 properTrial	 left	 1	 3.161
linesB	 2	 64	 1	 494	 18	 436	 absent	 properTrial	 left	 0	 2.317
linesB	 2	 65	 1	 562	 -50	 384	 absent	 properTrial	 left	 0	 6.188
linesB	 2	 66	 1	 570	 -58	 391	 left	 properTrial	 left	 1	 0.774
linesB	 2	 67	 1	 496	 -16	 397	 absent	 properTrial	 right	 1	 13.722
linesB	 2	 68	 1	 476	 -36	 410	 left	 properTrial	 right	 0	 13.003
linesB	 2	 69	 1	 499	 -13	 410	 absent	 properTrial	 right	 1	 14.571
linesB	 2	 70	 1	 486	 26	 427	 right	 properTrial	 left	 0	 14.434
linesB	 2	 71	 1	 467	 -45	 396	 left	 properTrial	 right	 1	 10.961
linesB	 2	 72	 1	 480	 32	 428	 absent	 properTrial	 left	 1	 14.455
linesB	 2	 73	 1	 465	 -47	 407	 right	 properTrial	 right	 1	 0.990
linesB	 2	 74	 1	 477	 35	 397	 right	 properTrial	 left	 0	 11.458
linesB	 2	 75	 1	 492	 -20	 410	 absent	 properTrial	 right	 1	 13.623
linesB	 2	 76	 1	 494	 -18	 415	 right	 properTrial	 right	 1	 0.714
linesB	 2	 77	 1	 487	 -25	 433	 absent	 properTrial	 right	 1	 10.261
linesB	 2	 78	 1	 493	 -19	 432	 left	 properTrial	 right	 0	 6.194
linesB	 2	 79	 1	 475	 -37	 388	 absent	 properTrial	 right	 0	 10.577
linesB	 2	 80	 1	 464	 -48	 413	 absent	 properTrial	 right	 1	 9.445
linesB	 2	 81	 1	 490	 22	 405	 absent	 properTrial	 left	 1	 7.881
linesB	 2	 82	 1	 497	 15	 370	 absent	 properTrial	 left	 1	 11.338
linesB	 2	 83	 1	 495	 -17	 392	 right	 properTrial	 right	 1	 0.995
linesB	 2	 84	 1	 493	 19	 420	 left	 properTrial	 left	 1	 0.937
linesB	 2	 85	 1	 500	 12	 415	 absent	 properTrial	 left	 1	 10.816
linesB	 2	 86	 1	 457	 -55	 418	 right	 properTrial	 right	 1	 0.741
linesB	 2	 87	 1	 492	 20	 414	 absent	 properTrial	 left	 1	 9.744
linesB	 2	 88	 1	 497	 -15	 415	 left	 properTrial	 right	 1	 6.074
linesB	 2	 89	 1	 494	 18	 397	 left	 properTrial	 left	 1	 0.996
linesB	 2	 90	 1	 494	 18	 377	 left	 properTrial	 left	 1	 0.613
linesB	 2	 91	 1	 499	 13	 410	 absent	 properTrial	 left	 1	 7.932
linesB	 2	 92	 1	 483	 29	 399	 left	 properTrial	 left	 1	 0.775
linesB	 2	 93	 1	 497	 15	 390	 absent	 properTrial	 left	 1	 7.366
linesB	 2	 94	 1	 494	 -18	 436	 left	 properTrial	 right	 0	 6.619
linesB	 2	 95	 1	 481	 31	 430	 right	 properTrial	 left	 0	 7.890
linesB	 2	 96	 1	 483	 -29	 402	 absent	 properTrial	 right	 0	 6.141
linesB	 2	 97	 1	 490	 22	 421	 absent	 properTrial	 left	 1	 9.235
linesB	 2	 98	 1	 482	 -30	 427	 absent	 properTrial	 right	 1	 10.222
linesB	 2	 99	 1	 0	 0	 0	 absent	 properTrial	 right	 1	 11.715
linesB	 2	 100	 1	 480	 -32	 422	 left	 properTrial	 right	 0	 14.284
linesB	 2	 101	 1	 482	 -30	 431	 absent	 properTrial	 right	 1	 10.160
linesB	 2	 102	 1	 488	 24	 425	 right	 properTrial	 left	 0	 8.334
linesB	 2	 103	 1	 486	 26	 419	 absent	 properTrial	 left	 1	 10.253
linesB	 2	 104	 1	 485	 -27	 417	 left	 properTrial	 right	 0	 11.764
linesB	 2	 105	 1	 495	 -17	 429	 right	 properTrial	 right	 1	 0.709
linesB	 2	 106	 1	 497	 15	 418	 absent	 properTrial	 left	 1	 9.575
linesB	 2	 107	 1	 490	 22	 409	 left	 properTrial	 left	 1	 0.582
linesB	 2	 108	 1	 487	 25	 416	 right	 properTrial	 left	 1	 4.498
linesB	 2	 109	 1	 488	 -24	 410	 absent	 properTrial	 right	 1	 7.008
linesB	 2	 110	 1	 0	 0	 0	 absent	 properTrial	 right	 1	 10.198
linesB	 2	 111	 1	 490	 -22	 360	 right	 properTrial	 right	 1	 0.671
linesB	 2	 112	 1	 497	 15	 409	 absent	 properTrial	 left	 1	 11.033
linesB	 3	 17	 1	 513	 -1	 390	 left	 properTrial	 left	 1	 0.902
linesB	 3	 18	 1	 512	 0	 388	 right	 properTrial	 left	 0	 5.547
linesB	 3	 19	 1	 491	 -21	 400	 right	 properTrial	 right	 1	 0.953
linesB	 3	 20	 1	 0	 0	 0	 left	 properTrial	 right	 0	 6.409
linesB	 3	 21	 1	 502	 10	 408	 left	 properTrial	 left	 1	 0.948
linesB	 3	 22	 1	 501	 -11	 399	 absent	 properTrial	 right	 1	 7.193
linesB	 3	 23	 1	 501	 -11	 386	 absent	 properTrial	 right	 1	 8.535
linesB	 3	 24	 1	 500	 -12	 403	 right	 properTrial	 right	 1	 1.518
linesB	 3	 25	 1	 508	 4	 392	 right	 properTrial	 left	 0	 9.277
linesB	 3	 26	 1	 494	 18	 410	 absent	 properTrial	 left	 1	 11.529
linesB	 3	 27	 1	 494	 18	 416	 absent	 properTrial	 left	 1	 7.452
linesB	 3	 28	 1	 503	 9	 412	 absent	 properTrial	 left	 1	 8.579
linesB	 3	 29	 1	 508	 4	 400	 absent	 properTrial	 left	 1	 11.518
linesB	 3	 30	 1	 507	 -5	 384	 absent	 properTrial	 right	 1	 8.641
linesB	 3	 31	 1	 505	 -7	 409	 right	 properTrial	 right	 1	 1.274
linesB	 3	 32	 1	 515	 -3	 383	 absent	 properTrial	 left	 1	 8.530
linesB	 3	 33	 1	 500	 -12	 394	 left	 properTrial	 right	 1	 11.926
linesB	 3	 34	 1	 502	 -10	 412	 right	 properTrial	 right	 1	 1.110
linesB	 3	 35	 1	 512	 0	 407	 absent	 properTrial	 left	 1	 12.597
linesB	 3	 36	 1	 494	 18	 415	 absent	 properTrial	 left	 1	 10.762
linesB	 3	 37	 1	 510	 2	 412	 absent	 properTrial	 left	 0	 8.021
linesB	 3	 38	 1	 496	 -16	 426	 absent	 properTrial	 right	 1	 12.105
linesB	 3	 39	 1	 513	 1	 387	 left	 properTrial	 right	 0	 9.359
linesB	 3	 40	 1	 507	 -5	 399	 left	 properTrial	 right	 0	 4.978
linesB	 3	 41	 1	 512	 0	 412	 absent	 properTrial	 left	 1	 5.201
linesB	 3	 42	 1	 505	 7	 404	 absent	 properTrial	 left	 0	 5.839
linesB	 3	 43	 1	 484	 -28	 427	 absent	 properTrial	 right	 1	 10.553
linesB	 3	 44	 1	 503	 -9	 410	 absent	 properTrial	 right	 1	 7.424
linesB	 3	 45	 1	 505	 7	 414	 left	 properTrial	 left	 1	 1.584
linesB	 3	 46	 1	 495	 -17	 398	 right	 properTrial	 right	 1	 1.142
linesB	 3	 47	 1	 501	 11	 409	 right	 properTrial	 left	 0	 10.651
linesB	 3	 48	 1	 502	 -10	 432	 absent	 properTrial	 right	 1	 10.603
linesB	 3	 49	 1	 492	 -20	 381	 right	 properTrial	 right	 1	 0.709
linesB	 3	 50	 1	 501	 11	 392	 absent	 properTrial	 left	 1	 9.570
linesB	 3	 51	 1	 501	 -11	 423	 absent	 properTrial	 right	 1	 5.740
linesB	 3	 52	 1	 494	 -18	 406	 right	 properTrial	 right	 1	 0.823
linesB	 3	 53	 1	 491	 -21	 423	 absent	 properTrial	 right	 1	 7.704
linesB	 3	 54	 1	 504	 -8	 411	 left	 properTrial	 right	 0	 9.347
linesB	 3	 55	 1	 489	 23	 427	 absent	 properTrial	 left	 0	 7.701
linesB	 3	 56	 1	 493	 -19	 426	 absent	 properTrial	 right	 1	 7.638
linesB	 3	 57	 1	 492	 -20	 417	 left	 properTrial	 right	 0	 9.108
linesB	 3	 58	 1	 488	 -24	 431	 right	 properTrial	 right	 1	 0.945
linesB	 3	 59	 1	 511	 -1	 383	 left	 properTrial	 right	 0	 10.320
linesB	 3	 60	 1	 495	 -17	 431	 left	 properTrial	 right	 0	 10.778
linesB	 3	 61	 1	 485	 27	 410	 absent	 properTrial	 left	 1	 9.414
linesB	 3	 62	 1	 500	 -12	 429	 right	 properTrial	 right	 1	 0.953
linesB	 3	 63	 1	 0	 0	 0	 right	 properTrial	 left	 0	 7.379
linesB	 3	 64	 1	 492	 20	 434	 absent	 properTrial	 left	 1	 9.833
linesB	 3	 65	 1	 520	 -8	 411	 absent	 properTrial	 left	 1	 9.291
linesB	 3	 66	 1	 500	 12	 414	 left	 properTrial	 left	 1	 1.275
linesB	 3	 67	 1	 492	 -20	 412	 absent	 properTrial	 right	 1	 11.413
linesB	 3	 68	 1	 501	 -11	 412	 left	 properTrial	 right	 0	 10.269
linesB	 3	 69	 1	 512	 0	 405	 absent	 properTrial	 right	 1	 5.697
linesB	 3	 70	 1	 515	 -3	 408	 right	 properTrial	 left	 1	 6.974
linesB	 3	 71	 1	 506	 -6	 399	 left	 properTrial	 right	 0	 7.815
linesB	 3	 72	 1	 496	 16	 422	 absent	 properTrial	 left	 1	 8.335
linesB	 3	 73	 1	 507	 -5	 423	 right	 properTrial	 right	 1	 1.184
linesB	 3	 74	 1	 516	 -4	 403	 right	 properTrial	 left	 1	 9.222
linesB	 3	 75	 1	 513	 1	 394	 absent	 properTrial	 right	 0	 9.225
linesB	 3	 76	 1	 507	 -5	 425	 right	 properTrial	 right	 1	 0.943
linesB	 3	 77	 1	 511	 -1	 420	 absent	 properTrial	 right	 0	 7.042
linesB	 3	 78	 1	 495	 -17	 398	 left	 properTrial	 right	 1	 3.537
linesB	 3	 79	 1	 510	 -2	 413	 absent	 properTrial	 right	 1	 9.187
linesB	 3	 80	 1	 505	 -7	 405	 absent	 properTrial	 right	 1	 10.895
linesB	 3	 81	 1	 496	 16	 396	 absent	 properTrial	 left	 1	 10.566
linesB	 3	 82	 1	 508	 4	 414	 absent	 properTrial	 left	 1	 11.479
linesB	 3	 83	 1	 510	 -2	 409	 right	 properTrial	 right	 1	 0.889
linesB	 3	 84	 1	 499	 13	 419	 left	 properTrial	 left	 1	 1.037
linesB	 3	 85	 1	 498	 14	 385	 absent	 properTrial	 left	 1	 13.785
linesB	 3	 86	 1	 508	 -4	 405	 right	 properTrial	 right	 1	 0.704
linesB	 3	 87	 1	 506	 6	 402	 absent	 properTrial	 left	 1	 6.415
linesB	 3	 88	 1	 502	 -10	 423	 left	 properTrial	 right	 0	 8.291
linesB	 3	 89	 1	 509	 3	 376	 left	 properTrial	 left	 1	 0.703
linesB	 3	 90	 1	 488	 24	 392	 left	 properTrial	 left	 1	 0.556
linesB	 3	 91	 1	 339	 173	 466	 absent	 properTrial	 left	 1	 9.310
linesB	 3	 92	 1	 519	 -7	 418	 left	 properTrial	 left	 1	 0.763
linesB	 3	 93	 1	 502	 10	 393	 absent	 properTrial	 left	 1	 9.793
linesB	 3	 94	 1	 499	 -13	 415	 left	 properTrial	 right	 0	 7.993
linesB	 3	 95	 1	 507	 5	 426	 right	 properTrial	 left	 1	 2.774
linesB	 3	 96	 1	 509	 -3	 396	 absent	 properTrial	 right	 1	 10.338
linesB	 3	 97	 1	 486	 26	 407	 absent	 properTrial	 left	 1	 8.397
linesB	 3	 98	 1	 508	 -4	 412	 absent	 properTrial	 right	 1	 9.737
linesB	 3	 99	 1	 478	 -34	 373	 absent	 properTrial	 right	 1	 9.765
linesB	 3	 100	 1	 497	 -15	 385	 left	 properTrial	 right	 0	 5.386
linesB	 3	 101	 1	 494	 -18	 426	 absent	 properTrial	 right	 1	 8.222
linesB	 3	 102	 1	 506	 6	 378	 right	 properTrial	 left	 0	 6.814
linesB	 3	 103	 1	 496	 16	 413	 absent	 properTrial	 left	 1	 10.766
linesB	 3	 104	 1	 511	 -1	 382	 left	 properTrial	 right	 0	 10.083
linesB	 3	 105	 1	 498	 -14	 404	 right	 properTrial	 right	 1	 0.722
linesB	 3	 106	 1	 501	 11	 396	 absent	 properTrial	 left	 1	 8.383
linesB	 3	 107	 1	 502	 10	 411	 left	 properTrial	 left	 1	 0.735
linesB	 3	 108	 1	 502	 10	 399	 right	 properTrial	 left	 0	 7.139
linesB	 3	 109	 1	 512	 0	 415	 absent	 properTrial	 right	 1	 6.643
linesB	 3	 110	 1	 518	 6	 412	 absent	 properTrial	 right	 1	 6.851
linesB	 3	 111	 1	 500	 -12	 385	 right	 properTrial	 right	 1	 0.736
linesB	 3	 112	 1	 503	 9	 392	 absent	 properTrial	 left	 0	 6.555
linesB	 4	 17	 1	 512	 0	 397	 absent	 properTrial	 left	 1	 6.418
linesB	 4	 18	 1	 525	 13	 404	 left	 properTrial	 right	 0	 6.989
linesB	 4	 19	 1	 517	 5	 400	 absent	 properTrial	 right	 1	 11.803
linesB	 4	 20	 1	 501	 11	 369	 absent	 properTrial	 left	 1	 15.117
linesB	 4	 21	 1	 509	 3	 395	 absent	 properTrial	 left	 1	 18.453
linesB	 4	 22	 1	 515	 3	 369	 left	 properTrial	 right	 0	 22.287
linesB	 4	 23	 1	 523	 11	 392	 absent	 properTrial	 right	 1	 17.024
linesB	 4	 24	 1	 512	 0	 399	 left	 properTrial	 right	 0	 23.098
linesB	 4	 25	 1	 534	 22	 405	 absent	 properTrial	 right	 0	 19.430
linesB	 4	 26	 1	 521	 9	 390	 right	 properTrial	 right	 0	 29.470
linesB	 4	 27	 1	 0	 0	 0	 absent	 properTrial	 right	 1	 27.696
linesB	 4	 28	 1	 516	 4	 384	 left	 properTrial	 right	 0	 23.174
linesB	 4	 29	 1	 528	 16	 398	 right	 properTrial	 right	 1	 4.128
linesB	 4	 30	 1	 519	 -7	 401	 absent	 properTrial	 left	 1	 13.692
linesB	 4	 31	 1	 505	 7	 389	 left	 properTrial	 left	 1	 1.002
linesB	 4	 32	 1	 398	 -114	 278	 left	 properTrial	 right	 0	 8.705
linesB	 4	 33	 1	 536	 -24	 417	 left	 properTrial	 left	 1	 0.920
linesB	 4	 34	 1	 509	 3	 382	 left	 properTrial	 left	 1	 0.945
linesB	 4	 35	 1	 524	 -12	 396	 absent	 properTrial	 left	 1	 11.560
linesB	 4	 36	 1	 514	 2	 387	 absent	 properTrial	 right	 0	 5.017
linesB	 4	 37	 1	 536	 -24	 424	 right	 properTrial	 left	 0	 8.730
linesB	 4	 38	 1	 544	 -32	 417	 left	 properTrial	 left	 1	 1.015
linesB	 4	 39	 1	 517	 -5	 403	 absent	 properTrial	 left	 1	 11.039
linesB	 4	 40	 1	 531	 -19	 404	 absent	 properTrial	 left	 1	 7.672
linesB	 4	 41	 1	 543	 -31	 410	 left	 properTrial	 left	 1	 2.929
linesB	 4	 42	 1	 527	 -15	 388	 absent	 properTrial	 left	 1	 4.913
linesB	 4	 43	 1	 536	 24	 406	 absent	 properTrial	 right	 1	 7.518
linesB	 4	 44	 1	 518	 6	 386	 absent	 properTrial	 right	 1	 7.622
linesB	 4	 45	 1	 532	 -20	 388	 absent	 properTrial	 left	 1	 12.066
linesB	 4	 46	 1	 538	 -26	 406	 right	 properTrial	 left	 1	 4.087
linesB	 4	 47	 1	 535	 -23	 392	 left	 properTrial	 left	 1	 1.024
linesB	 4	 48	 1	 548	 -36	 412	 left	 properTrial	 left	 1	 2.022
linesB	 4	 49	 1	 544	 -32	 413	 right	 properTrial	 left	 0	 8.674
linesB	 4	 50	 1	 539	 -27	 421	 absent	 properTrial	 left	 1	 12.916
