"condition","subject","trialNum","targSide","RT","accuracy"
"1949","linesB","41",45,"hard",7.14,1
"1950","linesB","41",46,"absent",6.745,0
"1951","linesB","41",47,"hard",10.218,1
"1952","linesB","41",48,"absent",10.083,1
"1953","linesB","41",49,"easy",1.424,1
"1954","linesB","41",50,"absent",8.594,1
"1955","linesB","41",51,"hard",10.936,0
"1956","linesB","41",52,"absent",6.159,0
"1957","linesB","41",53,"absent",13.033,1
"1958","linesB","41",54,"absent",11.916,1
"1959","linesB","41",55,"easy",0.674,1
"1960","linesB","41",56,"absent",9.992,1
"1961","linesB","41",57,"hard",9.976,0
"1962","linesB","41",58,"easy",1.14,1
"1963","linesB","41",59,"absent",13.354,1
"1964","linesB","41",60,"hard",10.892,0
"1965","linesB","41",61,"easy",0.758,1
"1966","linesB","41",62,"absent",13.199,1
"1967","linesB","41",63,"easy",0.731,1
"1968","linesB","41",64,"hard",8.773,0
"1969","linesB","41",65,"easy",0.647,1
"1970","linesB","41",66,"absent",7.907,1
"1971","linesB","41",67,"absent",6.908,1
"1972","linesB","41",68,"hard",7.088,1
"1973","linesB","41",69,"absent",10.522,1
"1974","linesB","41",70,"absent",7.9,1
"1975","linesB","41",71,"easy",0.649,1
"1976","linesB","41",72,"absent",11.347,1
"1977","linesB","41",73,"absent",8.436,1
"1978","linesB","41",74,"absent",10.395,1
"1979","linesB","41",75,"easy",0.734,1
"1980","linesB","41",76,"absent",9.485,1
"1981","linesB","41",77,"hard",9.234,0
"1982","linesB","41",78,"hard",11.77,0
"1983","linesB","41",79,"hard",13.627,0
"1984","linesB","41",80,"hard",19.017,0
"1985","linesB","41",81,"easy",0.708,1
"1986","linesB","41",82,"absent",13.298,1
"1987","linesB","41",83,"easy",0.891,1
"1988","linesB","41",84,"absent",11.259,1
"1989","linesB","41",85,"easy",0.77,1
"1990","linesB","41",86,"hard",14.864,0
"1991","linesB","41",87,"absent",14.003,1
"1992","linesB","41",88,"absent",11.755,0
"1993","linesB","41",89,"easy",0.984,1
"1994","linesB","41",90,"absent",12.002,1
"1995","linesB","41",91,"absent",15.765,1
"1996","linesB","41",92,"hard",15.113,1
"1997","linesB","41",93,"hard",20.502,0
"1998","linesB","41",94,"absent",14.055,1
"1999","linesB","41",95,"absent",11.665,1
"2000","linesB","41",96,"hard",1.832,1
"2001","linesB","41",97,"easy",1.544,1
"2002","linesB","41",98,"absent",17.323,1
"2003","linesB","41",99,"absent",15.492,1
"2004","linesB","41",100,"easy",0.675,1
"2005","linesB","41",101,"absent",10.222,1
"2006","linesB","41",102,"absent",16.894,1
"2007","linesB","41",103,"easy",1.24,1
"2008","linesB","41",104,"hard",18.884,0
"2009","linesB","41",105,"absent",6.914,0
"2010","linesB","41",106,"absent",3.283,0
"2011","linesB","41",107,"absent",11.57,1
"2012","linesB","41",108,"easy",0.793,1
"2013","linesB","41",109,"easy",0.816,1
"2014","linesB","41",110,"hard",8.122,1
"2015","linesB","41",111,"hard",4.444,1
"2016","linesB","41",112,"absent",14.685,1
"2017","linesB","42",17,"absent",14.33,1
"2018","linesB","42",18,"absent",12.938,1
"2019","linesB","42",19,"absent",18.741,1
"2020","linesB","42",20,"absent",14.103,1
"2021","linesB","42",21,"absent",14.276,1
"2022","linesB","42",22,"hard",16.165,0
"2023","linesB","42",23,"easy",1.392,1
"2024","linesB","42",24,"absent",17.753,1
"2025","linesB","42",25,"hard",15.722,1
"2026","linesB","42",26,"absent",7.709,1
"2027","linesB","42",27,"hard",2.274,1
"2028","linesB","42",28,"absent",2.89,0
"2029","linesB","42",29,"absent",3.313,0
"2030","linesB","42",30,"easy",1.251,1
"2031","linesB","42",31,"absent",11.807,1
"2032","linesB","42",32,"easy",1.479,1
"2033","linesB","42",33,"absent",13.807,0
"2034","linesB","42",34,"hard",1.815,1
"2035","linesB","42",35,"hard",7.875,0
"2036","linesB","42",36,"hard",8.322,0
"2037","linesB","42",37,"absent",16.742,1
"2038","linesB","42",38,"easy",12.701,0
"2039","linesB","42",39,"easy",2.047,1
"2040","linesB","42",40,"easy",1.499,1
"2041","linesB","42",41,"hard",14.115,1
"2042","linesB","42",42,"absent",2.882,0
"2043","linesB","42",43,"absent",1.422,0
"2044","linesB","42",44,"hard",18.336,0
"2045","linesB","42",45,"absent",9.051,1
"2046","linesB","42",46,"absent",13.478,1
"2047","linesB","42",47,"absent",10.831,0
"2048","linesB","42",48,"absent",15.844,0
"2049","linesB","42",49,"absent",4.631,1
"2050","linesB","42",50,"absent",3.03,1
"2051","linesB","42",51,"absent",2.085,1
"2052","linesB","42",52,"hard",4.117,0
"2053","linesB","42",53,"hard",11.56,0
"2054","linesB","42",54,"absent",14.926,0
"2055","linesB","42",55,"easy",5.351,1
"2056","linesB","42",56,"absent",8.07,1
"2057","linesB","42",57,"easy",14.786,0
"2058","linesB","42",58,"easy",1.49,1
"2059","linesB","42",59,"easy",7.536,1
"2060","linesB","42",60,"absent",23.062,0
"2061","linesB","42",61,"hard",14.503,0
"2062","linesB","42",62,"easy",1.636,1
"2063","linesB","42",63,"hard",19.655,1
"2064","linesB","42",64,"easy",3.058,1
"2065","linesB","42",65,"absent",6.051,0
"2066","linesB","42",66,"easy",1.304,1
"2067","linesB","42",67,"hard",6.801,1
"2068","linesB","42",68,"absent",3.108,0
"2069","linesB","42",69,"easy",1.135,1
"2070","linesB","42",70,"easy",4.278,1
"2071","linesB","42",71,"absent",14.815,1
"2072","linesB","42",72,"absent",6.184,1
"2073","linesB","42",73,"absent",5.037,0
"2074","linesB","42",74,"absent",11.991,0
"2075","linesB","42",75,"absent",12.624,0
"2076","linesB","42",76,"absent",4.179,0
"2077","linesB","42",77,"absent",1.788,0
"2078","linesB","42",78,"easy",1.269,1
"2079","linesB","42",79,"easy",2.164,1
"2080","linesB","42",80,"hard",1.871,1
"2081","linesB","42",81,"hard",5.424,1
"2082","linesB","42",82,"absent",7.502,1
"2083","linesB","42",83,"absent",10.558,1
"2084","linesB","42",84,"hard",10.757,0
"2085","linesB","42",85,"easy",1.165,1
"2086","linesB","42",86,"hard",7.334,0
"2087","linesB","42",87,"absent",7.397,0
"2088","linesB","42",88,"hard",3.357,1
"2089","linesB","42",89,"absent",3.769,0
"2090","linesB","42",90,"easy",1.154,1
"2091","linesB","42",91,"absent",9.895,1
"2092","linesB","42",92,"hard",3.314,1
"2093","linesB","42",93,"absent",8.746,0
"2094","linesB","42",94,"easy",1.389,1
"2095","linesB","42",95,"absent",3.764,0
"2096","linesB","42",96,"easy",0.954,1
"2097","linesB","42",97,"absent",1.951,0
"2098","linesB","42",98,"absent",10.784,1
"2099","linesB","42",99,"absent",2.884,1
"2100","linesB","42",100,"easy",2.177,0
"2101","linesB","42",101,"easy",0.926,1
"2102","linesB","42",102,"absent",4.725,0
"2103","linesB","42",103,"hard",6.586,1
"2104","linesB","42",104,"easy",1.081,1
"2105","linesB","42",105,"absent",2.897,0
"2106","linesB","42",106,"absent",3.237,0
"2107","linesB","42",107,"hard",2.571,1
"2108","linesB","42",108,"absent",2.458,0
"2109","linesB","42",109,"hard",9.855,1
"2110","linesB","42",110,"absent",9.361,0
"2111","linesB","42",111,"hard",3.021,0
"2112","linesB","42",112,"hard",1.763,1
"2113","linesB","43",17,"easy",2.525,1
"2114","linesB","43",18,"hard",5.045,0
"2115","linesB","43",19,"easy",3.898,1
"2116","linesB","43",20,"hard",9.319,0
"2117","linesB","43",21,"easy",5.266,1
"2118","linesB","43",22,"absent",10.063,1
"2119","linesB","43",23,"absent",11.386,0
"2120","linesB","43",24,"easy",12.435,1
"2121","linesB","43",25,"hard",15.666,0
"2122","linesB","43",26,"absent",3.843,0
"2123","linesB","43",27,"absent",13.05,1
"2124","linesB","43",28,"absent",17.663,1
"2125","linesB","43",29,"absent",16.814,0
"2126","linesB","43",30,"absent",13.916,0
"2127","linesB","43",31,"easy",4.23,1
"2128","linesB","43",32,"absent",16.765,1
"2129","linesB","43",33,"hard",19.54,0
"2130","linesB","43",34,"easy",1.646,1
"2131","linesB","43",35,"absent",22.973,1
"2132","linesB","43",36,"absent",19.247,1
"2133","linesB","43",37,"absent",22.919,1
"2134","linesB","43",38,"absent",22.143,1
"2135","linesB","43",39,"hard",16.464,0
"2136","linesB","43",40,"hard",21.973,1
"2137","linesB","43",41,"absent",18.649,1
"2138","linesB","43",42,"absent",21.716,0
"2139","linesB","43",43,"absent",31.085,1
"2140","linesB","43",44,"absent",23.501,1
"2141","linesB","43",45,"easy",1.674,1
"2142","linesB","43",46,"easy",1.632,1
"2143","linesB","43",47,"hard",28.912,1
"2144","linesB","43",48,"absent",21.031,1
"2145","linesB","43",49,"easy",1.499,1
"2146","linesB","43",50,"absent",18.33,1
"2147","linesB","43",51,"absent",25.117,1
"2148","linesB","43",52,"easy",0.955,1
"2149","linesB","43",53,"absent",20.314,1
"2150","linesB","43",54,"hard",17.608,0
"2151","linesB","43",55,"absent",25.694,1
"2152","linesB","43",56,"absent",22.036,1
"2153","linesB","43",57,"hard",19.711,0
"2154","linesB","43",58,"easy",1.736,1
"2155","linesB","43",59,"hard",19.165,1
"2156","linesB","43",60,"hard",24.942,1
"2157","linesB","43",61,"absent",32.963,1
"2158","linesB","43",62,"easy",1.252,1
"2159","linesB","43",63,"hard",20.656,0
"2160","linesB","43",64,"absent",24.885,1
"2161","linesB","43",65,"absent",11.673,1
"2162","linesB","43",66,"easy",1.175,1
"2163","linesB","43",67,"absent",24.978,1
"2164","linesB","43",68,"hard",23.617,0
"2165","linesB","43",69,"absent",28.893,1
"2166","linesB","43",70,"hard",3.318,1
"2167","linesB","43",71,"hard",18.68,1
"2168","linesB","43",72,"absent",28.701,1
"2169","linesB","43",73,"easy",1.371,1
"2170","linesB","43",74,"hard",26.243,0
"2171","linesB","43",75,"absent",30.175,1
"2172","linesB","43",76,"easy",1.304,1
"2173","linesB","43",77,"absent",19.623,1
"2174","linesB","43",78,"hard",22.005,0
"2175","linesB","43",79,"absent",26.084,1
"2176","linesB","43",80,"absent",26.86,1
"2177","linesB","43",81,"absent",34.272,1
"2178","linesB","43",82,"absent",17.324,1
"2179","linesB","43",83,"easy",1.136,1
"2180","linesB","43",84,"easy",0.96,1
"2181","linesB","43",85,"absent",21.555,1
"2182","linesB","43",86,"easy",0.842,1
"2183","linesB","43",87,"absent",26.357,1
"2184","linesB","43",88,"hard",18.342,0
"2185","linesB","43",89,"easy",0.833,1
"2186","linesB","43",90,"easy",0.694,1
"2187","linesB","43",91,"absent",18.632,1
"2188","linesB","43",92,"easy",0.996,1
"2189","linesB","43",93,"absent",7.969,1
"2190","linesB","43",94,"hard",20.737,0
"2191","linesB","43",95,"hard",22.624,0
"2192","linesB","43",96,"absent",30.867,1
"2193","linesB","43",97,"absent",25.396,1
"2194","linesB","43",98,"absent",15.811,1
"2195","linesB","43",99,"absent",19.487,1
"2196","linesB","43",100,"hard",15.675,0
"2197","linesB","43",101,"absent",31.911,1
"2198","linesB","43",102,"hard",13.002,1
"2199","linesB","43",103,"absent",16.968,1
"2200","linesB","43",104,"hard",9.482,0
"2201","linesB","43",105,"easy",0.989,1
"2202","linesB","43",106,"absent",11.217,1
"2203","linesB","43",107,"easy",0.853,1
"2204","linesB","43",108,"hard",24.937,0
"2205","linesB","43",109,"absent",24.705,1
"2206","linesB","43",110,"absent",19.096,1
"2207","linesB","43",111,"easy",0.911,1
"2208","linesB","43",112,"absent",18.408,1
"2209","linesB","44",17,"easy",0.923,1
"2210","linesB","44",18,"hard",2.306,0
"2211","linesB","44",19,"easy",1.216,1
"2212","linesB","44",20,"hard",2.229,0
"2213","linesB","44",21,"easy",0.816,1
"2214","linesB","44",22,"absent",3.076,1
"2215","linesB","44",23,"absent",2.451,1
"2216","linesB","44",24,"easy",2.162,1
"2217","linesB","44",25,"hard",2.702,0
"2218","linesB","44",26,"absent",2.913,1
"2219","linesB","44",27,"absent",2.794,0
"2220","linesB","44",28,"absent",2.021,1
"2221","linesB","44",29,"absent",2.1,1
"2222","linesB","44",30,"absent",2.223,1
"2223","linesB","44",31,"easy",1.171,1
"2224","linesB","44",32,"absent",2.921,1
"2225","linesB","44",33,"hard",2.457,1
"2226","linesB","44",34,"easy",1.13,1
"2227","linesB","44",35,"absent",2.5,1
"2228","linesB","44",36,"absent",2.638,0
"2229","linesB","44",37,"absent",1.217,1
"2230","linesB","44",38,"absent",1.767,1
"2231","linesB","44",39,"hard",1.784,1
"2232","linesB","44",40,"hard",1.289,1
"2233","linesB","44",41,"absent",1.44,1
"2234","linesB","44",42,"absent",2.126,0
"2235","linesB","44",43,"absent",1.495,0
"2236","linesB","44",44,"absent",1.248,1
"2237","linesB","44",45,"easy",1.986,1
"2238","linesB","44",46,"easy",0.793,1
"2239","linesB","44",47,"hard",1.851,0
"2240","linesB","44",48,"absent",2.68,1
"2241","linesB","44",49,"easy",0.715,1
"2242","linesB","44",50,"absent",2.147,1
"2243","linesB","44",51,"absent",1.723,1
"2244","linesB","44",52,"easy",0.83,1
"2245","linesB","44",53,"absent",2.289,1
"2246","linesB","44",54,"hard",2.054,1
"2247","linesB","44",55,"absent",2.386,1
"2248","linesB","44",56,"absent",2.65,1
"2249","linesB","44",57,"hard",2.714,0
"2250","linesB","44",58,"easy",0.832,1
"2251","linesB","44",59,"hard",2.747,0
"2252","linesB","44",60,"hard",2.787,1
"2253","linesB","44",61,"absent",2.79,1
"2254","linesB","44",62,"easy",0.692,1
"2255","linesB","44",63,"hard",2.092,1
"2256","linesB","44",64,"absent",3.082,1
"2257","linesB","44",65,"absent",2.516,1
"2258","linesB","44",66,"easy",0.651,1
"2259","linesB","44",67,"absent",3.892,1
"2260","linesB","44",68,"hard",3.744,0
"2261","linesB","44",69,"absent",4.361,1
"2262","linesB","44",70,"hard",4.054,0
"2263","linesB","44",71,"hard",1.192,1
"2264","linesB","44",72,"absent",3.598,1
"2265","linesB","44",73,"easy",1.012,1
"2266","linesB","44",74,"hard",1.85,1
"2267","linesB","44",75,"absent",3.756,1
"2268","linesB","44",76,"easy",0.669,1
"2269","linesB","44",77,"absent",4.119,1
"2270","linesB","44",78,"hard",3.707,1
"2271","linesB","44",79,"absent",3.806,1
"2272","linesB","44",80,"absent",3.371,1
"2273","linesB","44",81,"absent",3.686,1
"2274","linesB","44",82,"absent",2.819,1
"2275","linesB","44",83,"easy",0.687,1
"2276","linesB","44",84,"easy",0.745,1
"2277","linesB","44",85,"absent",3.217,1
"2278","linesB","44",86,"easy",0.686,1
"2279","linesB","44",87,"absent",2.876,1
"2280","linesB","44",88,"hard",1.884,1
"2281","linesB","44",89,"easy",0.58,1
"2282","linesB","44",90,"easy",0.677,1
"2283","linesB","44",91,"absent",2.626,1
"2284","linesB","44",92,"easy",0.709,1
"2285","linesB","44",93,"absent",3.012,1
"2286","linesB","44",94,"hard",1.571,1
"2287","linesB","44",95,"hard",1.75,1
"2288","linesB","44",96,"absent",2.63,1
"2289","linesB","44",97,"absent",3.033,1
"2290","linesB","44",98,"absent",2.664,1
"2291","linesB","44",99,"absent",3.098,1
"2292","linesB","44",100,"hard",3.151,0
"2293","linesB","44",101,"absent",3.284,1
"2294","linesB","44",102,"hard",2.853,0
"2295","linesB","44",103,"absent",4.435,1
"2296","linesB","44",104,"hard",4.402,0
"2297","linesB","44",105,"easy",0.912,1
"2298","linesB","44",106,"absent",3.473,1
"2299","linesB","44",107,"easy",0.712,1
"2300","linesB","44",108,"hard",1.595,1
"2301","linesB","44",109,"absent",5.166,1
"2302","linesB","44",110,"absent",4.923,1
"2303","linesB","44",111,"easy",0.852,1
"2304","linesB","44",112,"absent",6.086,1
"2305","linesB","45",17,"easy",1.319,1
"2306","linesB","45",18,"hard",19.348,0
"2307","linesB","45",19,"easy",2.344,1
"2308","linesB","45",20,"hard",27.413,0
"2309","linesB","45",21,"easy",1.195,1
"2310","linesB","45",22,"absent",26.792,0
"2311","linesB","45",23,"absent",24.665,0
"2312","linesB","45",24,"easy",1.862,1
"2313","linesB","45",25,"hard",34.162,1
"2314","linesB","45",26,"absent",33.998,0
"2315","linesB","45",27,"absent",7.735,0
"2316","linesB","45",28,"absent",34.065,1
"2317","linesB","45",29,"absent",26.885,1
"2318","linesB","45",30,"absent",37.471,1
"2319","linesB","45",31,"easy",2.173,1
"2320","linesB","45",32,"absent",27.372,0
"2321","linesB","45",33,"hard",27.953,0
"2322","linesB","45",34,"easy",1.093,1
"2323","linesB","45",35,"absent",39.27,1
"2324","linesB","45",36,"absent",21.714,1
"2325","linesB","45",37,"absent",17.923,0
"2326","linesB","45",38,"absent",23.665,0
"2327","linesB","45",39,"hard",8.87,1
"2328","linesB","45",40,"hard",3.71,1
"2329","linesB","45",41,"absent",41.738,1
"2330","linesB","45",42,"absent",20.762,1
"2331","linesB","45",43,"absent",35.213,1
"2332","linesB","45",44,"absent",28.173,1
"2333","linesB","45",45,"easy",18.228,0
"2334","linesB","45",46,"easy",1.247,1
"2335","linesB","45",47,"hard",32.662,0
"2336","linesB","45",48,"absent",32.131,1
"2337","linesB","45",49,"easy",1.086,1
"2338","linesB","45",50,"absent",28.813,1
"2339","linesB","45",51,"absent",20.428,1
"2340","linesB","45",52,"easy",1.68,1
"2341","linesB","45",53,"absent",37.026,1
"2342","linesB","45",54,"hard",3.278,1
"2343","linesB","45",55,"absent",25.958,1
"2344","linesB","45",56,"absent",19.148,1
"2345","linesB","45",57,"hard",25.63,0
"2346","linesB","45",58,"easy",1.867,1
"2347","linesB","45",59,"hard",14.394,1
"2348","linesB","45",60,"hard",7.996,1
"2349","linesB","45",61,"absent",30.21,1
"2350","linesB","45",62,"easy",1.49,1
"2351","linesB","45",63,"hard",7.159,1
"2352","linesB","45",64,"absent",31.551,1
"2353","linesB","45",65,"absent",6.957,0
"2354","linesB","45",66,"easy",1.113,1
"2355","linesB","45",67,"absent",26.59,1
"2356","linesB","45",68,"hard",34.876,0
"2357","linesB","45",69,"absent",6.764,0
"2358","linesB","45",70,"hard",4.321,1
"2359","linesB","45",71,"hard",32.225,0
"2360","linesB","45",72,"absent",34.241,1
"2361","linesB","45",73,"easy",1.363,1
"2362","linesB","45",74,"hard",31.309,0
"2363","linesB","45",75,"absent",39.428,1
"2364","linesB","45",76,"easy",1.183,1
"2365","linesB","45",77,"absent",31.38,1
"2366","linesB","45",78,"hard",34.799,0
"2367","linesB","45",79,"absent",37.669,1
"2368","linesB","45",80,"absent",33.645,1
"2369","linesB","45",81,"absent",24.324,1
"2370","linesB","45",82,"absent",33.363,1
"2371","linesB","45",83,"easy",1.139,1
"2372","linesB","45",84,"easy",1.265,1
"2373","linesB","45",85,"absent",35.332,1
"2374","linesB","45",86,"easy",1.039,1
"2375","linesB","45",87,"absent",35.374,1
"2376","linesB","45",88,"hard",20.065,0
"2377","linesB","45",89,"easy",0.941,1
"2378","linesB","45",90,"easy",0.961,1
"2379","linesB","45",91,"absent",40.613,1
"2380","linesB","45",92,"easy",1.451,1
"2381","linesB","45",93,"absent",31.289,1
"2382","linesB","45",94,"hard",31.028,1
"2383","linesB","45",95,"hard",7.111,1
"2384","linesB","45",96,"absent",33.454,1
"2385","linesB","45",97,"absent",3.19,0
"2386","linesB","45",98,"absent",31.341,1
"2387","linesB","45",99,"absent",29.85,1
"2388","linesB","45",100,"hard",22.896,0
"2389","linesB","45",101,"absent",40.246,1
"2390","linesB","45",102,"hard",19.866,1
"2391","linesB","45",103,"absent",35.693,1
"2392","linesB","45",104,"hard",35.277,0
"2393","linesB","45",105,"easy",1.127,1
"2394","linesB","45",106,"absent",28.276,1
"2395","linesB","45",107,"easy",1.091,1
"2396","linesB","45",108,"hard",31.087,0
"2397","linesB","45",109,"absent",26.788,1
"2398","linesB","45",110,"absent",29.384,1
"2399","linesB","45",111,"easy",0.93,1
"2400","linesB","45",112,"absent",34.74,1
"2401","linesB","51",17,"easy",1.541,1
"2402","linesB","51",18,"hard",1.277,0
"2403","linesB","51",19,"easy",2.25,1
"2404","linesB","51",20,"hard",4.924,0
"2405","linesB","51",21,"easy",0.92,1
"2406","linesB","51",22,"absent",2.947,1
"2407","linesB","51",23,"absent",4.165,1
"2408","linesB","51",24,"easy",1.828,0
"2409","linesB","51",25,"hard",2.948,1
"2410","linesB","51",26,"absent",1.991,0
"2411","linesB","51",27,"absent",1.664,1
"2412","linesB","51",28,"absent",3.048,1
"2413","linesB","51",29,"absent",1.141,1
"2414","linesB","51",30,"absent",0.872,1
"2415","linesB","51",31,"easy",1.846,0
"2416","linesB","51",32,"absent",0.868,0
"2417","linesB","51",33,"hard",1.131,0
"2418","linesB","51",34,"easy",1.067,1
"2419","linesB","51",35,"absent",4.298,1
"2420","linesB","51",36,"absent",4.473,0
"2421","linesB","51",37,"absent",3.267,1
"2422","linesB","51",38,"absent",2.78,1
"2423","linesB","51",39,"hard",3.603,0
"2424","linesB","51",40,"hard",1.419,1
"2425","linesB","51",41,"absent",5.961,1
"2426","linesB","51",42,"absent",4.643,1
"2427","linesB","51",43,"absent",5.381,1
"2428","linesB","51",44,"absent",4.927,0
"2429","linesB","51",45,"easy",1.645,1
"2430","linesB","51",46,"easy",1.51,1
"2431","linesB","51",47,"hard",1.339,1
"2432","linesB","51",48,"absent",0.905,0
"2433","linesB","51",49,"easy",2.426,1
"2434","linesB","51",50,"absent",4.151,0
"2435","linesB","51",51,"absent",5.351,1
"2436","linesB","51",52,"easy",3.184,0
"2437","linesB","51",53,"absent",6.396,1
"2438","linesB","51",54,"hard",1.357,0
"2439","linesB","51",55,"absent",5.244,1
"2440","linesB","51",56,"absent",4.399,1
"2441","linesB","51",57,"hard",8.763,0
"2442","linesB","51",58,"easy",1.955,1
"2443","linesB","51",59,"hard",5.9,1
"2444","linesB","51",60,"hard",5.81,1
"2445","linesB","51",61,"absent",2.343,0
"2446","linesB","51",62,"easy",2.734,0
"2447","linesB","51",63,"hard",3.235,1
"2448","linesB","51",64,"absent",2.302,0
"2449","linesB","51",65,"absent",6.004,0
"2450","linesB","51",66,"easy",1.31,1
"2451","linesB","51",67,"absent",7.416,1
"2452","linesB","51",68,"hard",1.42,1
"2453","linesB","51",69,"absent",5.105,0
"2454","linesB","51",70,"hard",1.36,1
"2455","linesB","51",71,"hard",7.28,0
"2456","linesB","51",72,"absent",2.611,0
"2457","linesB","51",73,"easy",1.858,0
"2458","linesB","51",74,"hard",5.775,0
"2459","linesB","51",75,"absent",1.782,0
"2460","linesB","51",76,"easy",4.324,1
"2461","linesB","51",77,"absent",7.657,0
"2462","linesB","51",78,"hard",3.515,0
"2463","linesB","51",79,"absent",2.792,0
"2464","linesB","51",80,"absent",0.927,1
"2465","linesB","51",81,"absent",4.698,1
"2466","linesB","51",82,"absent",3.408,1
"2467","linesB","51",83,"easy",1.507,1
"2468","linesB","51",84,"easy",1.483,1
"2469","linesB","51",85,"absent",6.093,1
"2470","linesB","51",86,"easy",1.34,1
"2471","linesB","51",87,"absent",2.534,0
"2472","linesB","51",88,"hard",8.361,0
"2473","linesB","51",89,"easy",0.837,1
"2474","linesB","51",90,"easy",0.693,1
"2475","linesB","51",91,"absent",1.57,0
"2476","linesB","51",92,"easy",1.786,1
"2477","linesB","51",93,"absent",2.244,1
"2478","linesB","51",94,"hard",1.462,1
"2479","linesB","51",95,"hard",3.87,0
"2480","linesB","51",96,"absent",2.18,0
"2481","linesB","51",97,"absent",2.484,1
"2482","linesB","51",98,"absent",2.824,1
"2483","linesB","51",99,"absent",5.183,1
"2484","linesB","51",100,"hard",1.173,0
"2485","linesB","51",101,"absent",0.962,1
"2486","linesB","51",102,"hard",3.643,1
"2487","linesB","51",103,"absent",4.218,1
"2488","linesB","51",104,"hard",1.526,1
"2489","linesB","51",105,"easy",1.032,1
"2490","linesB","51",106,"absent",1.96,1
"2491","linesB","51",107,"easy",0.93,1
"2492","linesB","51",108,"hard",7.02,0
"2493","linesB","51",109,"absent",5.492,1
"2494","linesB","51",110,"absent",3.763,1
"2495","linesB","51",111,"easy",1.401,1
"2496","linesB","51",112,"absent",3.043,1
"2497","linesB","52",17,"easy",4.176,1
"2498","linesB","52",18,"hard",13.172,0
"2499","linesB","52",19,"easy",4.02,1
"2500","linesB","52",20,"hard",17.9,0
"2501","linesB","52",21,"easy",4.165,1
"2502","linesB","52",22,"absent",11.176,1
"2503","linesB","52",23,"absent",7.541,1
"2504","linesB","52",24,"easy",10.045,0
"2505","linesB","52",25,"hard",11.199,1
"2506","linesB","52",26,"absent",16.149,1
"2507","linesB","52",27,"absent",9.721,1
"2508","linesB","52",28,"absent",7.268,1
"2509","linesB","52",29,"absent",8.579,1
"2510","linesB","52",30,"absent",12.631,1
"2511","linesB","52",31,"easy",2.032,1
"2512","linesB","52",32,"absent",8.278,1
"2513","linesB","52",33,"hard",10.465,0
"2514","linesB","52",34,"easy",11.532,0
"2515","linesB","52",35,"absent",12.019,1
"2516","linesB","52",36,"absent",9.299,1
"2517","linesB","52",37,"absent",7.813,1
"2518","linesB","52",38,"absent",10.424,1
"2519","linesB","52",39,"hard",8.763,0
"2520","linesB","52",40,"hard",10.328,0
"2521","linesB","52",41,"absent",7.822,1
"2522","linesB","52",42,"absent",6.971,1
"2523","linesB","52",43,"absent",7.155,1
"2524","linesB","52",44,"absent",7.663,1
"2525","linesB","52",45,"easy",9.263,0
"2526","linesB","52",46,"easy",2.017,1
"2527","linesB","52",47,"hard",2.419,1
"2528","linesB","52",48,"absent",9.461,1
"2529","linesB","52",49,"easy",1.672,1
"2530","linesB","52",50,"absent",9.042,1
"2531","linesB","52",51,"absent",7.173,1
"2532","linesB","52",52,"easy",1.297,1
"2533","linesB","52",53,"absent",6.28,1
"2534","linesB","52",54,"hard",4.812,1
"2535","linesB","52",55,"absent",9.155,1
"2536","linesB","52",56,"absent",9.958,1
"2537","linesB","52",57,"hard",5.84,0
"2538","linesB","52",58,"easy",1.914,1
"2539","linesB","52",59,"hard",5.968,0
"2540","linesB","52",60,"hard",5.72,1
"2541","linesB","52",61,"absent",8.501,1
"2542","linesB","52",62,"easy",1.236,1
"2543","linesB","52",63,"hard",6.302,0
"2544","linesB","52",64,"absent",9.731,1
"2545","linesB","52",65,"absent",9.157,1
"2546","linesB","52",66,"easy",2.131,1
"2547","linesB","52",67,"absent",7.785,1
"2548","linesB","52",68,"hard",5.632,0
"2549","linesB","52",69,"absent",9.363,1
"2550","linesB","52",70,"hard",7.849,0
"2551","linesB","52",71,"hard",13.279,0
"2552","linesB","52",72,"absent",7.847,1
"2553","linesB","52",73,"easy",2.107,1
"2554","linesB","52",74,"hard",7.697,1
"2555","linesB","52",75,"absent",9.858,1
"2556","linesB","52",76,"easy",1.723,1
"2557","linesB","52",77,"absent",6.178,1
"2558","linesB","52",78,"hard",4.501,0
"2559","linesB","52",79,"absent",8.693,1
"2560","linesB","52",80,"absent",6.169,1
"2561","linesB","52",81,"absent",7.506,1
"2562","linesB","52",82,"absent",7.652,1
"2563","linesB","52",83,"easy",1.252,1
"2564","linesB","52",84,"easy",1.194,1
"2565","linesB","52",85,"absent",9.077,1
"2566","linesB","52",86,"easy",1.062,1
"2567","linesB","52",87,"absent",4.734,1
"2568","linesB","52",88,"hard",5.489,1
"2569","linesB","52",89,"easy",2.022,1
"2570","linesB","52",90,"easy",1.644,1
"2571","linesB","52",91,"absent",8.431,1
"2572","linesB","52",92,"easy",1.504,1
"2573","linesB","52",93,"absent",5.749,1
"2574","linesB","52",94,"hard",6.974,0
"2575","linesB","52",95,"hard",9.195,0
"2576","linesB","52",96,"absent",7.06,1
"2577","linesB","52",97,"absent",5.791,1
"2578","linesB","52",98,"absent",6.398,1
"2579","linesB","52",99,"absent",4.8,1
"2580","linesB","52",100,"hard",6.282,0
"2581","linesB","52",101,"absent",6.412,1
"2582","linesB","52",102,"hard",5.227,0
"2583","linesB","52",103,"absent",6.711,1
