"condition","subject","trialNum","targSide","RT","accuracy"
"664","linesB","12",104,"hard",18.567,1
"665","linesB","12",105,"easy",0.989,1
"666","linesB","12",106,"absent",19.032,1
"667","linesB","12",107,"easy",0.781,1
"668","linesB","12",108,"hard",19.331,1
"669","linesB","12",109,"absent",28.839,1
"670","linesB","12",110,"absent",30.013,1
"671","linesB","12",111,"easy",0.852,1
"672","linesB","12",112,"absent",25.551,1
"673","linesB","13",17,"easy",0.692,1
"674","linesB","13",18,"hard",4.238,0
"675","linesB","13",19,"easy",0.833,1
"676","linesB","13",20,"hard",4.892,1
"677","linesB","13",21,"easy",0.86,1
"678","linesB","13",22,"absent",4.981,1
"679","linesB","13",23,"absent",3.746,1
"680","linesB","13",24,"easy",3.544,0
"681","linesB","13",25,"hard",5.105,0
"682","linesB","13",26,"absent",5.981,1
"683","linesB","13",27,"absent",4.622,0
"684","linesB","13",28,"absent",5.165,1
"685","linesB","13",29,"absent",6.407,0
"686","linesB","13",30,"absent",7.12,1
"687","linesB","13",31,"easy",7.292,0
"688","linesB","13",32,"absent",8.064,1
"689","linesB","13",33,"hard",7.527,0
"690","linesB","13",34,"easy",2.205,1
"691","linesB","13",35,"absent",9.96,1
"692","linesB","13",36,"absent",7.884,1
"693","linesB","13",37,"absent",9.152,1
"694","linesB","13",38,"absent",9.844,1
"695","linesB","13",39,"hard",3.024,1
"696","linesB","13",40,"hard",11.306,0
"697","linesB","13",41,"absent",5.682,1
"698","linesB","13",42,"absent",4.414,0
"699","linesB","13",43,"absent",8.169,1
"700","linesB","13",44,"absent",8.073,1
"701","linesB","13",45,"easy",3.162,1
"702","linesB","13",46,"easy",1.174,1
"703","linesB","13",47,"hard",8.384,0
"704","linesB","13",48,"absent",6.91,1
"705","linesB","13",49,"easy",0.827,1
"706","linesB","13",50,"absent",7.482,1
"707","linesB","13",51,"absent",1.504,0
"708","linesB","13",52,"easy",1.167,1
"709","linesB","13",53,"absent",8.309,1
"710","linesB","13",54,"hard",6.221,0
"711","linesB","13",55,"absent",8.927,1
"712","linesB","13",56,"absent",6.512,1
"713","linesB","13",57,"hard",6.455,0
"714","linesB","13",58,"easy",0.683,1
"715","linesB","13",59,"hard",7.378,0
"716","linesB","13",60,"hard",10.122,0
"717","linesB","13",61,"absent",10.085,1
"718","linesB","13",62,"easy",0.649,1
"719","linesB","13",63,"hard",9.437,0
"720","linesB","13",64,"absent",7.309,1
"721","linesB","13",65,"absent",5.262,1
"722","linesB","13",66,"easy",0.71,1
"723","linesB","13",67,"absent",8.303,1
"724","linesB","13",68,"hard",7.362,0
"725","linesB","13",69,"absent",9.823,1
"726","linesB","13",70,"hard",6.14,0
"727","linesB","13",71,"hard",2.862,1
"728","linesB","13",72,"absent",2.737,0
"729","linesB","13",73,"easy",1.531,1
"730","linesB","13",74,"hard",8.183,0
"731","linesB","13",75,"absent",10.356,1
"732","linesB","13",76,"easy",0.69,1
"733","linesB","13",77,"absent",4.355,1
"734","linesB","13",78,"hard",4.169,1
"735","linesB","13",79,"absent",4.134,0
"736","linesB","13",80,"absent",8.365,1
"737","linesB","13",81,"absent",5.638,0
"738","linesB","13",82,"absent",7.264,0
"739","linesB","13",83,"easy",0.821,1
"740","linesB","13",84,"easy",0.855,1
"741","linesB","13",85,"absent",12.844,1
"742","linesB","13",86,"easy",0.608,1
"743","linesB","13",87,"absent",1.258,0
"744","linesB","13",88,"hard",10.725,0
"745","linesB","13",89,"easy",0.766,1
"746","linesB","13",90,"easy",0.648,1
"747","linesB","13",91,"absent",6.25,1
"748","linesB","13",92,"easy",0.556,1
"749","linesB","13",93,"absent",5.349,0
"750","linesB","13",94,"hard",6.504,0
"751","linesB","13",95,"hard",8.292,0
"752","linesB","13",96,"absent",5.261,0
"753","linesB","13",97,"absent",11.859,1
"754","linesB","13",98,"absent",10.353,1
"755","linesB","13",99,"absent",8.626,1
"756","linesB","13",100,"hard",7.799,0
"757","linesB","13",101,"absent",6.205,0
"758","linesB","13",102,"hard",9.055,0
"759","linesB","13",103,"absent",8.883,1
"760","linesB","13",104,"hard",4.884,1
"761","linesB","13",105,"easy",0.598,1
"762","linesB","13",106,"absent",7.317,1
"763","linesB","13",107,"easy",0.681,1
"764","linesB","13",108,"hard",9.23,0
"765","linesB","13",109,"absent",10.097,1
"766","linesB","13",110,"absent",9.257,1
"767","linesB","13",111,"easy",0.635,1
"768","linesB","13",112,"absent",5.284,1
"769","linesB","14",17,"easy",2.24,1
"770","linesB","14",18,"hard",8.852,1
"771","linesB","14",19,"easy",2.193,1
"772","linesB","14",20,"hard",2.992,1
"773","linesB","14",21,"easy",3.587,1
"774","linesB","14",22,"absent",4.223,0
"775","linesB","14",23,"absent",7.173,0
"776","linesB","14",24,"easy",4.995,1
"777","linesB","14",25,"hard",21.774,1
"778","linesB","14",26,"absent",9.315,0
"779","linesB","14",27,"absent",17.096,0
"780","linesB","14",28,"absent",21.702,1
"781","linesB","14",29,"absent",7.72,0
"782","linesB","14",30,"absent",15.558,0
"783","linesB","14",31,"easy",10.529,1
"784","linesB","14",32,"absent",59.503,1
"785","linesB","14",33,"hard",60.019,1
"786","linesB","14",34,"easy",2.652,1
"787","linesB","14",35,"absent",29.161,0
"788","linesB","14",36,"absent",64.87,0
"789","linesB","14",37,"absent",42.102,0
"790","linesB","14",38,"absent",47.741,0
"791","linesB","14",39,"hard",23.687,1
"792","linesB","14",40,"hard",32.916,1
"793","linesB","14",41,"absent",40.64,0
"794","linesB","14",42,"absent",83.491,0
"795","linesB","14",43,"absent",84.934,0
"796","linesB","14",44,"absent",130.329,1
"797","linesB","14",45,"easy",3.854,1
"798","linesB","14",46,"easy",2.927,1
"799","linesB","14",47,"hard",4.247,1
"800","linesB","14",48,"absent",104.331,0
"801","linesB","14",49,"easy",2.848,1
"802","linesB","14",50,"absent",113.47,1
"803","linesB","14",51,"absent",71.241,0
"804","linesB","14",52,"easy",2.971,1
"805","linesB","14",53,"absent",101.433,0
"806","linesB","14",54,"hard",118.026,1
"807","linesB","14",55,"absent",42.965,0
"808","linesB","14",56,"absent",53.105,0
"809","linesB","14",57,"hard",41.481,0
"810","linesB","14",58,"easy",1.93,1
"811","linesB","14",59,"hard",39.224,1
"812","linesB","14",60,"hard",5.43,1
"813","linesB","14",61,"absent",57.316,0
"814","linesB","14",62,"easy",1.275,1
"815","linesB","14",63,"hard",15.538,1
"816","linesB","14",64,"absent",28.987,0
"817","linesB","14",65,"absent",88.057,0
"818","linesB","14",66,"easy",1.145,1
"819","linesB","14",67,"absent",76.774,0
"820","linesB","14",68,"hard",46.136,0
"821","linesB","14",69,"absent",54.41,0
"822","linesB","14",70,"hard",4.747,1
"823","linesB","14",71,"hard",44.001,1
"824","linesB","14",72,"absent",38.914,0
"825","linesB","14",73,"easy",1.552,1
"826","linesB","14",74,"hard",26.95,1
"827","linesB","14",75,"absent",30.922,0
"828","linesB","14",76,"easy",1.222,1
"829","linesB","14",77,"absent",35.414,0
"830","linesB","14",78,"hard",42.017,0
"831","linesB","14",79,"absent",45.538,0
"832","linesB","14",80,"absent",44.666,1
"833","linesB","14",81,"absent",29.431,1
"834","linesB","14",82,"absent",47.045,0
"835","linesB","14",83,"easy",1.399,1
"836","linesB","14",84,"easy",1.403,1
"837","linesB","14",85,"absent",67.396,1
"838","linesB","14",86,"easy",1.189,1
"839","linesB","14",87,"absent",33.912,1
"840","linesB","14",88,"hard",36.802,0
"841","linesB","14",89,"easy",1.471,1
"842","linesB","14",90,"easy",1.021,1
"843","linesB","14",91,"absent",52.078,1
"844","linesB","14",92,"easy",1.07,1
"845","linesB","14",93,"absent",41.7,0
"846","linesB","14",94,"hard",25.236,1
"847","linesB","14",95,"hard",2.936,1
"848","linesB","14",96,"absent",41.365,0
"849","linesB","14",97,"absent",22.375,0
"850","linesB","14",98,"absent",35.655,0
"851","linesB","14",99,"absent",64.21,0
"852","linesB","14",100,"hard",48.144,0
"853","linesB","14",101,"absent",75.855,0
"854","linesB","14",102,"hard",23.607,1
"855","linesB","14",103,"absent",57.685,0
"856","linesB","14",104,"hard",40.287,1
"857","linesB","14",105,"easy",1.88,1
"858","linesB","14",106,"absent",50.095,1
"859","linesB","14",107,"easy",0.966,1
"860","linesB","14",108,"hard",2.233,1
"861","linesB","14",109,"absent",42.197,1
"862","linesB","14",110,"absent",30.904,0
"863","linesB","14",111,"easy",1.154,1
"864","linesB","14",112,"absent",48.047,0
"865","linesB","15",17,"easy",1.824,1
"866","linesB","15",18,"hard",6.85,0
"867","linesB","15",19,"easy",1.487,1
"868","linesB","15",20,"hard",9.899,0
"869","linesB","15",21,"easy",1.625,1
"870","linesB","15",22,"absent",15.889,1
"871","linesB","15",23,"absent",10.498,1
"872","linesB","15",24,"easy",2.621,1
"873","linesB","15",25,"hard",12.651,0
"874","linesB","15",26,"absent",18.998,1
"875","linesB","15",27,"absent",9.315,1
"876","linesB","15",28,"absent",13.522,1
"877","linesB","15",29,"absent",14.725,1
"878","linesB","15",30,"absent",9.983,1
"879","linesB","15",31,"easy",1.174,1
"880","linesB","15",32,"absent",8.905,1
"881","linesB","15",33,"hard",8.451,0
"882","linesB","15",34,"easy",1.227,1
"883","linesB","15",35,"absent",12.648,1
"884","linesB","15",36,"absent",11.861,1
"885","linesB","15",37,"absent",10.585,1
"886","linesB","15",38,"absent",7.743,1
"887","linesB","15",39,"hard",4.7,1
"888","linesB","15",40,"hard",6.246,1
"889","linesB","15",41,"absent",8.907,1
"890","linesB","15",42,"absent",12.295,1
"891","linesB","15",43,"absent",11.827,1
"892","linesB","15",44,"absent",11.727,1
"893","linesB","15",45,"easy",2.151,1
"894","linesB","15",46,"easy",0.984,1
"895","linesB","15",47,"hard",8.375,0
"896","linesB","15",48,"absent",10.759,1
"897","linesB","15",49,"easy",0.803,1
"898","linesB","15",50,"absent",11.685,1
"899","linesB","15",51,"absent",9.078,1
"900","linesB","15",52,"easy",0.804,1
"901","linesB","15",53,"absent",8.775,1
"902","linesB","15",54,"hard",7.531,1
"903","linesB","15",55,"absent",9.112,1
"904","linesB","15",56,"absent",10.076,1
"905","linesB","15",57,"hard",8.422,0
"906","linesB","15",58,"easy",2.179,1
"907","linesB","15",59,"hard",11.35,0
"908","linesB","15",60,"hard",12.38,0
"909","linesB","15",61,"absent",14.451,1
"910","linesB","15",62,"easy",0.853,1
"911","linesB","15",63,"hard",10.005,0
"912","linesB","15",64,"absent",20.909,1
"913","linesB","15",65,"absent",12.886,1
"914","linesB","15",66,"easy",0.736,1
"915","linesB","15",67,"absent",14.776,1
"916","linesB","15",68,"hard",16.078,0
"917","linesB","15",69,"absent",9.957,1
"918","linesB","15",70,"hard",11.961,0
"919","linesB","15",71,"hard",4.264,1
"920","linesB","15",72,"absent",18.328,1
"921","linesB","15",73,"easy",1.208,1
"922","linesB","15",74,"hard",6.35,1
"923","linesB","15",75,"absent",13.447,1
"924","linesB","15",76,"easy",0.805,1
"925","linesB","15",77,"absent",17.253,1
"926","linesB","15",78,"hard",2.733,1
"927","linesB","15",79,"absent",13.677,1
"928","linesB","15",80,"absent",9.145,1
"929","linesB","15",81,"absent",9.848,1
"930","linesB","15",82,"absent",10.978,1
"931","linesB","15",83,"easy",0.952,1
"932","linesB","15",84,"easy",0.961,1
"933","linesB","15",85,"absent",13.561,1
"934","linesB","15",86,"easy",0.831,1
"935","linesB","15",87,"absent",9.745,1
"936","linesB","15",88,"hard",5.905,1
"937","linesB","15",89,"easy",1.326,1
"938","linesB","15",90,"easy",1.244,1
"939","linesB","15",91,"absent",7.928,1
"940","linesB","15",92,"easy",0.949,1
"941","linesB","15",93,"absent",7.486,1
"942","linesB","15",94,"hard",7.563,0
"943","linesB","15",95,"hard",1.75,1
"944","linesB","15",96,"absent",7.872,1
"945","linesB","15",97,"absent",8.782,1
"946","linesB","15",98,"absent",12.566,1
"947","linesB","15",99,"absent",7.152,1
"948","linesB","15",100,"hard",8.531,0
"949","linesB","15",101,"absent",12.577,1
"950","linesB","15",102,"hard",9.435,0
"951","linesB","15",103,"absent",11.832,1
"952","linesB","15",104,"hard",16.056,0
"953","linesB","15",105,"easy",0.759,1
"954","linesB","15",106,"absent",18.216,1
"955","linesB","15",107,"easy",0.81,1
"956","linesB","15",108,"hard",15.057,0
"957","linesB","15",109,"absent",13.127,1
"958","linesB","15",110,"absent",10.219,1
"959","linesB","15",111,"easy",0.746,1
"960","linesB","15",112,"absent",13.855,1
"961","linesB","21",17,"easy",1.253,1
"962","linesB","21",18,"hard",5.894,1
"963","linesB","21",19,"easy",2.202,1
"964","linesB","21",20,"hard",6.769,0
"965","linesB","21",21,"easy",3.071,1
"966","linesB","21",22,"absent",3.588,1
"967","linesB","21",23,"absent",3.248,1
"968","linesB","21",24,"easy",2.87,1
"969","linesB","21",25,"hard",2.86,0
"970","linesB","21",26,"absent",6.333,0
"971","linesB","21",27,"absent",3.661,1
"972","linesB","21",28,"absent",2.182,0
"973","linesB","21",29,"absent",2.988,1
"974","linesB","21",30,"absent",2.17,1
"975","linesB","21",31,"easy",2.189,1
"976","linesB","21",32,"absent",3.341,1
"977","linesB","21",33,"hard",2.559,0
"978","linesB","21",34,"easy",1.073,1
"979","linesB","21",35,"absent",3.737,1
"980","linesB","21",36,"absent",5.427,1
"981","linesB","21",37,"absent",3.755,1
"982","linesB","21",38,"absent",2.616,1
"983","linesB","21",39,"hard",3.17,0
"984","linesB","21",40,"hard",6.734,0
"985","linesB","21",41,"absent",3.999,1
"986","linesB","21",42,"absent",6.804,1
"987","linesB","21",43,"absent",3.65,1
"988","linesB","21",44,"absent",4.758,1
"989","linesB","21",45,"easy",4.415,1
"990","linesB","21",46,"easy",2.271,1
"991","linesB","21",47,"hard",2.524,0
"992","linesB","21",48,"absent",3.539,1
"993","linesB","21",49,"easy",1.112,1
"994","linesB","21",50,"absent",4.485,1
"995","linesB","21",51,"absent",2.677,1
"996","linesB","21",52,"easy",1.36,1
"997","linesB","21",53,"absent",3.616,1
"998","linesB","21",54,"hard",5.759,0
"999","linesB","21",55,"absent",5.407,1
"1000","linesB","21",56,"absent",6.04,0
"1001","linesB","21",57,"hard",5.054,0
"1002","linesB","21",58,"easy",1.813,1
"1003","linesB","21",59,"hard",6.825,0
"1004","linesB","21",60,"hard",10.116,0
"1005","linesB","21",61,"absent",9.225,1
"1006","linesB","21",62,"easy",0.902,1
"1007","linesB","21",63,"hard",6.529,1
"1008","linesB","21",64,"absent",10.308,1
"1009","linesB","21",65,"absent",9.041,1
"1010","linesB","21",66,"easy",0.747,1
"1011","linesB","21",67,"absent",9.935,1
"1012","linesB","21",68,"hard",7.987,0
"1013","linesB","21",69,"absent",13.786,1
"1014","linesB","21",70,"hard",3.372,1
"1015","linesB","21",71,"hard",10.626,0
"1016","linesB","21",72,"absent",9.618,1
"1017","linesB","21",73,"easy",3.478,1
"1018","linesB","21",74,"hard",5.333,1
"1019","linesB","21",75,"absent",10.539,1
"1020","linesB","21",76,"easy",0.928,1
"1021","linesB","21",77,"absent",10.187,1
"1022","linesB","21",78,"hard",6.513,1
"1023","linesB","21",79,"absent",10.194,1
"1024","linesB","21",80,"absent",6.91,1
"1025","linesB","21",81,"absent",9.762,1
"1026","linesB","21",82,"absent",11.783,1
"1027","linesB","21",83,"easy",1.663,1
"1028","linesB","21",84,"easy",1.297,1
"1029","linesB","21",85,"absent",9.868,1
"1030","linesB","21",86,"easy",0.77,1
"1031","linesB","21",87,"absent",8.237,1
"1032","linesB","21",88,"hard",6.95,0
"1033","linesB","21",89,"easy",0.828,1
"1034","linesB","21",90,"easy",0.742,1
"1035","linesB","21",91,"absent",11.073,1
"1036","linesB","21",92,"easy",0.801,1
"1037","linesB","21",93,"absent",7.02,1
"1038","linesB","21",94,"hard",6.78,0
"1039","linesB","21",95,"hard",2.349,1
"1040","linesB","21",96,"absent",10.182,1
"1041","linesB","21",97,"absent",6.861,1
"1042","linesB","21",98,"absent",9.192,1
"1043","linesB","21",99,"absent",9.755,1
"1044","linesB","21",100,"hard",10.052,0
"1045","linesB","21",101,"absent",8.034,1
"1046","linesB","21",102,"hard",8.823,1
"1047","linesB","21",103,"absent",14.48,1
"1048","linesB","21",104,"hard",3.557,1
"1049","linesB","21",105,"easy",1.237,1
"1050","linesB","21",106,"absent",5.675,0
"1051","linesB","21",107,"easy",0.695,1
"1052","linesB","21",108,"hard",4.839,1
"1053","linesB","21",109,"absent",3.366,0
"1054","linesB","21",110,"absent",5.444,0
"1055","linesB","21",111,"easy",0.887,1
"1056","linesB","21",112,"absent",3.758,1
"1057","linesB","22",17,"absent",2.857,1
"1058","linesB","22",18,"hard",2.118,1
"1059","linesB","22",19,"absent",3.724,0
"1060","linesB","22",20,"absent",3.096,1
"1061","linesB","22",21,"absent",3.152,0
"1062","linesB","22",22,"absent",2.436,1
"1063","linesB","22",23,"easy",1.213,1
"1064","linesB","22",24,"hard",1.566,0
"1065","linesB","22",25,"hard",2.974,1
"1066","linesB","22",26,"absent",3.566,0
"1067","linesB","22",27,"easy",1.149,1
"1068","linesB","22",28,"absent",1.803,1
"1069","linesB","22",29,"hard",2.278,0
"1070","linesB","22",30,"easy",4.444,1
"1071","linesB","22",31,"absent",3.598,1
"1072","linesB","22",32,"hard",2.235,0
"1073","linesB","22",33,"easy",1.371,1
"1074","linesB","22",34,"easy",1.208,1
"1075","linesB","22",35,"absent",1.232,1
"1076","linesB","22",36,"absent",3.356,1
"1077","linesB","22",37,"hard",2.04,0
"1078","linesB","22",38,"easy",0.939,1
"1079","linesB","22",39,"absent",1.635,1
"1080","linesB","22",40,"absent",3.057,0
"1081","linesB","22",41,"easy",0.968,1
"1082","linesB","22",42,"absent",1.919,1
"1083","linesB","22",43,"hard",1.736,0
"1084","linesB","22",44,"absent",1.579,1
"1085","linesB","22",45,"absent",4.069,0
"1086","linesB","22",46,"hard",3.253,1
"1087","linesB","22",47,"easy",3.594,0
"1088","linesB","22",48,"easy",1.168,1
"1089","linesB","22",49,"hard",2.478,1
"1090","linesB","22",50,"absent",2.752,0
"1091","linesB","22",51,"absent",3.49,1
"1092","linesB","22",52,"absent",1.446,0
"1093","linesB","22",53,"easy",2.445,1
"1094","linesB","22",54,"absent",2.127,0
"1095","linesB","22",55,"absent",4.092,1
"1096","linesB","22",56,"hard",3.985,0
"1097","linesB","22",57,"absent",3.754,1
"1098","linesB","22",58,"easy",2.087,1
"1099","linesB","22",59,"absent",2.466,0
"1100","linesB","22",60,"hard",1.857,1
"1101","linesB","22",61,"easy",2.401,1
"1102","linesB","22",62,"hard",1.635,1
"1103","linesB","22",63,"absent",2.283,0
"1104","linesB","22",64,"absent",2.056,1
"1105","linesB","22",65,"easy",1.18,1
"1106","linesB","22",66,"absent",2.588,0
"1107","linesB","22",67,"easy",0.848,1
"1108","linesB","22",68,"hard",1.548,0
"1109","linesB","22",69,"hard",2.135,1
"1110","linesB","22",70,"hard",2.371,1
"1111","linesB","22",71,"hard",2.053,1
"1112","linesB","22",72,"hard",2.094,1
"1113","linesB","22",73,"absent",1.39,0
"1114","linesB","22",74,"absent",1.358,0
"1115","linesB","22",75,"absent",1.902,0
"1116","linesB","22",76,"absent",0.722,1
"1117","linesB","22",77,"absent",4.76,0
"1118","linesB","22",78,"absent",1.561,1
"1119","linesB","22",79,"absent",5.152,0
"1120","linesB","22",80,"absent",0.517,1
"1121","linesB","22",81,"easy",2.121,1
"1122","linesB","22",82,"easy",1.526,1
"1123","linesB","22",83,"absent",1.64,1
"1124","linesB","22",84,"hard",3.489,0
"1125","linesB","22",85,"easy",1.342,1
"1126","linesB","22",86,"absent",6.548,0
"1127","linesB","22",87,"easy",0.962,1
"1128","linesB","22",88,"absent",1.6,0
"1129","linesB","22",89,"absent",1.763,0
"1130","linesB","22",90,"absent",4.277,1
"1131","linesB","22",91,"absent",4.281,1
"1132","linesB","22",92,"absent",3.798,0
"1133","linesB","22",93,"easy",0.899,1
"1134","linesB","22",94,"absent",2.595,1
"1135","linesB","22",95,"easy",1.323,1
"1136","linesB","22",96,"hard",2.669,0
"1137","linesB","22",97,"hard",6.477,0
"1138","linesB","22",98,"hard",1.694,1
"1139","linesB","22",99,"hard",3.094,1
"1140","linesB","22",100,"easy",1.467,1
"1141","linesB","22",101,"absent",1.834,0
"1142","linesB","22",102,"easy",1.91,0
"1143","linesB","22",103,"hard",3.414,1
"1144","linesB","22",104,"easy",0.984,1
"1145","linesB","22",105,"absent",2.849,0
"1146","linesB","22",106,"absent",3.467,1
"1147","linesB","22",107,"hard",2.948,1
"1148","linesB","22",108,"absent",2.38,0
"1149","linesB","22",109,"absent",3.527,1
"1150","linesB","22",110,"easy",0.998,1
"1151","linesB","22",111,"absent",4.151,1
"1152","linesB","22",112,"absent",4.532,1
"1153","linesB","23",17,"easy",7.227,1
"1154","linesB","23",18,"hard",14.22,0
"1155","linesB","23",19,"easy",18.297,0
"1156","linesB","23",20,"hard",2.936,1
"1157","linesB","23",21,"easy",1.011,1
"1158","linesB","23",22,"absent",17.618,0
"1159","linesB","23",23,"absent",9.897,1
"1160","linesB","23",24,"easy",14.179,1
"1161","linesB","23",25,"hard",3.098,1
"1162","linesB","23",26,"absent",3.681,0
"1163","linesB","23",27,"absent",11.658,1
"1164","linesB","23",28,"absent",15.595,1
"1165","linesB","23",29,"absent",4.517,0
"1166","linesB","23",30,"absent",4.241,0
"1167","linesB","23",31,"easy",16.688,1
"1168","linesB","23",32,"absent",8.664,0
"1169","linesB","23",33,"hard",16.227,0
"1170","linesB","23",34,"easy",11.333,1
"1171","linesB","23",35,"absent",19.929,1
"1172","linesB","23",36,"absent",4.697,0
"1173","linesB","23",37,"absent",2.103,0
"1174","linesB","23",38,"absent",17.16,1
"1175","linesB","23",39,"hard",15.262,0
"1176","linesB","23",40,"hard",16.449,0
"1177","linesB","23",41,"absent",18.083,1
"1178","linesB","23",42,"absent",17.365,1
"1179","linesB","23",43,"absent",20.568,1
"1180","linesB","23",44,"absent",22.372,1
"1181","linesB","23",45,"easy",20.493,0
"1182","linesB","23",46,"easy",3.288,1
"1183","linesB","23",47,"hard",22.414,1
"1184","linesB","23",48,"absent",22.658,1
"1185","linesB","23",49,"easy",1.124,1
"1186","linesB","23",50,"absent",21.838,1
"1187","linesB","23",51,"absent",13.43,1
"1188","linesB","23",52,"easy",1.39,1
"1189","linesB","23",53,"absent",16.292,1
"1190","linesB","23",54,"hard",17.368,0
"1191","linesB","23",55,"absent",15.141,1
"1192","linesB","23",56,"absent",20.141,1
"1193","linesB","23",57,"hard",13.476,1
"1194","linesB","23",58,"easy",2.742,1
"1195","linesB","23",59,"hard",29.523,1
"1196","linesB","23",60,"hard",21.672,0
"1197","linesB","23",61,"absent",10.76,0
"1198","linesB","23",62,"easy",2.537,1
"1199","linesB","23",63,"hard",24.177,0
"1200","linesB","23",64,"absent",22.91,1
"1201","linesB","23",65,"absent",21.019,1
"1202","linesB","23",66,"easy",1.415,1
"1203","linesB","23",67,"absent",21.913,1
"1204","linesB","23",68,"hard",25.006,0
"1205","linesB","23",69,"absent",18.557,1
"1206","linesB","23",70,"hard",18.37,0
"1207","linesB","23",71,"hard",21.722,0
"1208","linesB","23",72,"absent",16.604,1
"1209","linesB","23",73,"easy",1.812,1
"1210","linesB","23",74,"hard",11.27,0
"1211","linesB","23",75,"absent",20.476,1
"1212","linesB","23",76,"easy",1.007,1
"1213","linesB","23",77,"absent",15.396,1
"1214","linesB","23",78,"hard",11.511,0
"1215","linesB","23",79,"absent",18.11,1
"1216","linesB","23",80,"absent",20.899,1
"1217","linesB","23",81,"absent",20.115,1
"1218","linesB","23",82,"absent",21.592,1
"1219","linesB","23",83,"easy",2.255,1
"1220","linesB","23",84,"easy",1.758,1
"1221","linesB","23",85,"absent",21.15,1
"1222","linesB","23",86,"easy",0.859,1
"1223","linesB","23",87,"absent",24.829,1
"1224","linesB","23",88,"hard",2.456,1
"1225","linesB","23",89,"easy",1.006,1
"1226","linesB","23",90,"easy",1.098,1
"1227","linesB","23",91,"absent",16.802,1
"1228","linesB","23",92,"easy",1.732,1
"1229","linesB","23",93,"absent",13.557,1
"1230","linesB","23",94,"hard",12.45,0
"1231","linesB","23",95,"hard",5.058,1
"1232","linesB","23",96,"absent",26.617,1
"1233","linesB","23",97,"absent",17.564,1
"1234","linesB","23",98,"absent",15.204,1
"1235","linesB","23",99,"absent",12.954,1
"1236","linesB","23",100,"hard",12.336,0
"1237","linesB","23",101,"absent",18.474,1
"1238","linesB","23",102,"hard",20.183,0
"1239","linesB","23",103,"absent",26.068,1
"1240","linesB","23",104,"hard",1.918,1
"1241","linesB","23",105,"easy",0.956,1
"1242","linesB","23",106,"absent",25.934,1
"1243","linesB","23",107,"easy",0.915,1
"1244","linesB","23",108,"hard",11.528,0
"1245","linesB","23",109,"absent",19.041,1
"1246","linesB","23",110,"absent",13.321,1
"1247","linesB","23",111,"easy",0.897,1
"1248","linesB","23",112,"absent",15.867,1
"1249","linesB","24",17,"absent",1.497,0
"1250","linesB","24",18,"absent",5.26,1
"1251","linesB","24",19,"absent",8.999,1
"1252","linesB","24",20,"absent",8.656,1
"1253","linesB","24",21,"absent",10.32,1
"1254","linesB","24",22,"hard",9.866,0
"1255","linesB","24",23,"easy",1.785,1
"1256","linesB","24",24,"absent",13.788,1
"1257","linesB","24",25,"hard",10.375,0
"1258","linesB","24",26,"absent",8.888,1
"1259","linesB","24",27,"hard",8.764,0
"1260","linesB","24",28,"absent",9.85,1
"1261","linesB","24",29,"absent",14.709,1
"1262","linesB","24",30,"easy",1.108,1
"1263","linesB","24",31,"absent",15.268,1
"1264","linesB","24",32,"easy",0.891,1
"1265","linesB","24",33,"absent",10.271,1
"1266","linesB","24",34,"hard",10.288,0
"1267","linesB","24",35,"hard",14.649,0
"1268","linesB","24",36,"hard",8.686,0
"1269","linesB","24",37,"absent",7.155,0
"1270","linesB","24",38,"easy",0.942,1
"1271","linesB","24",39,"easy",1.303,1
"1272","linesB","24",40,"easy",1.027,1
"1273","linesB","24",41,"hard",8.208,1
"1274","linesB","24",42,"absent",8.686,1
"1275","linesB","24",43,"absent",10.586,1
"1276","linesB","24",44,"hard",8.943,0
"1277","linesB","24",45,"absent",10.617,1
"1278","linesB","24",46,"absent",12.19,1
"1279","linesB","24",47,"absent",12.629,1
"1280","linesB","24",48,"absent",10.769,1
"1281","linesB","24",49,"absent",12.589,0
"1282","linesB","24",50,"absent",8.371,1
"1283","linesB","24",51,"absent",5.052,0
"1284","linesB","24",52,"hard",6.538,1
"1285","linesB","24",53,"hard",8.439,0
"1286","linesB","24",54,"absent",12.384,1
"1287","linesB","24",55,"easy",0.667,1
"1288","linesB","24",56,"absent",6.978,1
"1289","linesB","24",57,"easy",0.922,1
"1290","linesB","24",58,"easy",0.737,1
"1291","linesB","24",59,"easy",1.079,1
"1292","linesB","24",60,"absent",8.461,1
"1293","linesB","24",61,"hard",6.555,0
"1294","linesB","24",62,"easy",0.799,1
"1295","linesB","24",63,"hard",10.611,0
"1296","linesB","24",64,"easy",0.963,1
"1297","linesB","24",65,"absent",5.991,1
"1298","linesB","24",66,"easy",0.654,1
"1299","linesB","24",67,"hard",3.936,1
"1300","linesB","24",68,"absent",10.294,1
"1301","linesB","24",69,"easy",0.686,1
"1302","linesB","24",70,"easy",2.016,1
"1303","linesB","24",71,"absent",4.68,1
"1304","linesB","24",72,"absent",9.008,1
"1305","linesB","24",73,"absent",7.192,1
"1306","linesB","24",74,"absent",5.227,1
"1307","linesB","24",75,"absent",10.342,1
"1308","linesB","24",76,"absent",9.851,1
"1309","linesB","24",77,"absent",9.32,1
"1310","linesB","24",78,"easy",0.721,1
"1311","linesB","24",79,"easy",0.955,1
"1312","linesB","24",80,"hard",1.684,1
"1313","linesB","24",81,"hard",5.022,1
