person,prop_hard,site,targ_side_rel,median_rt,accuracy
634,0.46042776778070893,Aberdeen,hard,7.598,0.20833333333333334
635,0.3114612511671335,Aberdeen,absent,36.6385,0.75
635,0.3114612511671335,Aberdeen,easy,1.6880000000000002,1
635,0.3114612511671335,Aberdeen,hard,22.837,0.5
638,0.7118062811595068,Aberdeen,absent,7.948,0.9166666666666666
638,0.7118062811595068,Aberdeen,easy,1.2515,1
638,0.7118062811595068,Aberdeen,hard,7.014,0.25
640,0.4746135977843295,Aberdeen,absent,7.127,0.8723404255319149
640,0.4746135977843295,Aberdeen,easy,0.8685,1
640,0.4746135977843295,Aberdeen,hard,6.4945,0.20833333333333334
641,0.7424308415162074,Aberdeen,absent,5.332,0.9787234042553191
641,0.7424308415162074,Aberdeen,easy,1.0295,0.9545454545454546
641,0.7424308415162074,Aberdeen,hard,4.603,0.43478260869565216
643,0.8327598722415795,Aberdeen,absent,2.2575000000000003,0.9375
643,0.8327598722415795,Aberdeen,easy,0.771,1
643,0.8327598722415795,Aberdeen,hard,2.6775,0.041666666666666664
645,0.3567145080302975,Aberdeen,absent,6.643,0.8297872340425532
645,0.3567145080302975,Aberdeen,easy,0.853,1
645,0.3567145080302975,Aberdeen,hard,5.5115,0.375
701,0.3630213674294306,Essex,absent,16.688499999999998,1
701,0.3630213674294306,Essex,easy,1.619,0.9583333333333334
701,0.3630213674294306,Essex,hard,12.947,0.2916666666666667
703,0.2601413163849969,Essex,absent,10.101500000000001,0.9583333333333334
703,0.2601413163849969,Essex,easy,0.5814999999999999,0.9583333333333334
703,0.2601413163849969,Essex,hard,8.64,0.4583333333333333
704,0.7488116405879564,Essex,absent,6.124,0.9375
704,0.7488116405879564,Essex,easy,0.9844999999999999,0.9166666666666666
704,0.7488116405879564,Essex,hard,4.119,0.4583333333333333
706,0.8167701863354038,Essex,absent,8.0485,1
706,0.8167701863354038,Essex,easy,0.8895,0.9583333333333334
706,0.8167701863354038,Essex,hard,7.8735,0.20833333333333334
707,0.38738549217845875,Essex,absent,22.2225,0.9583333333333334
707,0.38738549217845875,Essex,easy,1.116,1
707,0.38738549217845875,Essex,hard,17.1235,0.4583333333333333
709,0.59375,Essex,absent,22.478499999999997,0.9791666666666666
709,0.59375,Essex,easy,1.08,0.9583333333333334
709,0.59375,Essex,hard,21.1365,0.2916666666666667
710,0.2517010026963262,Essex,absent,68.475,1
710,0.2517010026963262,Essex,easy,2.135,1
710,0.2517010026963262,Essex,hard,43.064,0.7916666666666666
711,0.33824932455251605,Essex,absent,25.7665,1
711,0.33824932455251605,Essex,easy,1.3250000000000002,0.9583333333333334
711,0.33824932455251605,Essex,hard,22.5425,0.2916666666666667
714,0.4938564544016481,Essex,absent,14.581,0.8541666666666666
714,0.4938564544016481,Essex,easy,1.3085,0.9166666666666666
714,0.4938564544016481,Essex,hard,12.757000000000001,0.16666666666666666
715,0.26549351049813585,Essex,absent,23.532,1
715,0.26549351049813585,Essex,easy,1.5550000000000002,0.9166666666666666
715,0.26549351049813585,Essex,hard,19.801000000000002,0.125
717,0.18629548257786,Essex,absent,31.200499999999998,1
717,0.18629548257786,Essex,easy,1.4095,1
717,0.18629548257786,Essex,hard,22.741500000000002,0.5416666666666666
718,0.7030336257309941,Essex,absent,53.861999999999995,0.8541666666666666
718,0.7030336257309941,Essex,easy,1.671,1
718,0.7030336257309941,Essex,hard,14.3295,0.6666666666666666
719,0.5211017987180778,Essex,absent,4.1530000000000005,0.9375
719,0.5211017987180778,Essex,easy,0.9295,1
719,0.5211017987180778,Essex,hard,3.8365,0.125
722,0.4128617253617254,Essex,absent,8.178,0.7916666666666666
722,0.4128617253617254,Essex,easy,0.9664999999999999,1
722,0.4128617253617254,Essex,hard,7.66,0.4166666666666667
723,0.40051975051975053,Essex,absent,7.196,0.875
723,0.40051975051975053,Essex,easy,1.1440000000000001,1
723,0.40051975051975053,Essex,hard,7.747999999999999,0.16666666666666666
724,0.5935202443823133,Essex,absent,9.0985,0.7916666666666666
724,0.5935202443823133,Essex,easy,0.8474999999999999,1
724,0.5935202443823133,Essex,hard,7.705,0.4583333333333333
725,0.6262472283813747,Essex,absent,14.0845,0.9375
725,0.6262472283813747,Essex,easy,1.0255,1
725,0.6262472283813747,Essex,hard,10.346,0.2916666666666667
